,종가(원),PER,PBR,PCR,PSR,배당수익률(%)
2007-01-02,22550,                  13.84,                   1.88,                  11.50,                   0.15,                   2.22
2007-01-03,22200,                  13.62,                   1.85,                  11.32,                   0.15,                   2.25
2007-01-04,21600,                  13.25,                   1.80,                  11.02,                   0.14,                   2.31
2007-01-05,21400,                  13.13,                   1.78,                  10.91,                   0.14,                   2.34
2007-01-08,20950,                  12.85,                   1.75,                  10.68,                   0.14,                   2.39
2007-01-09,21050,                  12.92,                   1.76,                  10.74,                   0.14,                   2.38
2007-01-10,20300,                  12.45,                   1.69,                  10.35,                   0.14,                   2.46
2007-01-11,20300,                  12.45,                   1.69,                  10.35,                   0.14,                   2.46
2007-01-12,20800,                  12.76,                   1.73,                  10.61,                   0.14,                   2.40
2007-01-15,20450,                  12.55,                   1.71,                  10.43,                   0.14,                   2.44
2007-01-16,19950,                  12.24,                   1.66,                  10.17,                   0.13,                   2.51
2007-01-17,19350,                  11.87,                   1.61,                   9.87,                   0.13,                   2.58
2007-01-18,20250,                  12.42,                   1.69,                  10.33,                   0.14,                   2.47
2007-01-19,20300,                  12.45,                   1.69,                  10.35,                   0.14,                   2.46
2007-01-22,20550,                  12.61,                   1.71,                  10.48,                   0.14,                   2.43
2007-01-23,20150,                  12.36,                   1.68,                  10.28,                   0.14,                   2.48
2007-01-24,21000,                  12.88,                   1.75,                  10.71,                   0.14,                   2.38
2007-01-25,21600,                  13.25,                   1.80,                  11.02,                   0.14,                   2.31
2007-01-26,21800,                  13.38,                   1.82,                  11.12,                   0.15,                   2.29
2007-01-29,21700,                  13.31,                   1.81,                  11.07,                   0.15,                   2.30
2007-01-30,22000,                  13.50,                   1.83,                  11.22,                   0.15,                   2.27
2007-01-31,21900,                  13.44,                   1.83,                  11.17,                   0.15,                   2.28
2007-02-01,22150,                  13.59,                   1.85,                  11.30,                   0.15,                   2.26
2007-02-02,22650,                  13.90,                   1.89,                  11.55,                   0.15,                   2.21
2007-02-05,22750,                  13.96,                   1.90,                  11.60,                   0.15,                   2.20
2007-02-06,22500,                  13.80,                   1.88,                  11.47,                   0.15,                   2.22
2007-02-07,22250,                  13.65,                   1.86,                  11.35,                   0.15,                   2.25
2007-02-08,22050,                  13.53,                   1.84,                  11.25,                   0.15,                   2.27
2007-02-09,21800,                  13.38,                   1.82,                  11.12,                   0.15,                   2.29
2007-02-12,21850,                  13.41,                   1.82,                  11.14,                   0.15,                   2.29
2007-02-13,21900,                  13.44,                   1.83,                  11.17,                   0.15,                   2.28
2007-02-14,22300,                  13.68,                   1.86,                  11.37,                   0.15,                   2.24
2007-02-15,22300,                  13.68,                   1.86,                  11.37,                   0.15,                   2.24
2007-02-16,22500,                  13.80,                   1.88,                  11.47,                   0.15,                   2.22
2007-02-20,22600,                  13.87,                   1.88,                  11.53,                   0.15,                   2.21
2007-02-21,22550,                  13.84,                   1.88,                  11.50,                   0.15,                   2.22
2007-02-22,22750,                  13.96,                   1.90,                  11.60,                   0.15,                   2.20
