,종가(원),PER,PBR,PCR,PSR,배당수익률(%)
2021-03-18,169000,,,,,
2021-03-19,166500,                 694.24,                  43.78,                 348.72,                  55.40,
2021-03-22,144000,                 600.43,                  37.87,                 301.60,                  47.91,
2021-03-23,140500,                 585.83,                  36.95,                 294.27,                  46.75,
2021-03-24,136500,                 569.15,                  35.89,                 285.89,                  45.42,
2021-03-25,136000,                 567.07,                  35.76,                 284.84,                  45.25,
2021-03-26,132000,                 245.62,                  30.62,                 163.47,                  35.81,
2021-03-29,123500,                 229.81,                  28.65,                 152.95,                  33.50,
2021-03-30,126500,                 235.39,                  29.35,                 156.66,                  34.31,
2021-03-31,120500,                 224.22,                  27.96,                 149.23,                  32.69,
2021-04-01,119000,                 221.43,                  27.61,                 147.37,                  32.28,
2021-04-02,117500,                 218.64,                  27.26,                 145.52,                  31.87,
2021-04-05,118000,                 219.57,                  27.38,                 146.14,                  32.01,
2021-04-06,115500,                 214.92,                  26.80,                 143.04,                  31.33,
2021-04-07,114500,                 213.06,                  26.56,                 141.80,                  31.06,
2021-04-08,125500,                 233.53,                  29.12,                 155.42,                  34.04,
2021-04-09,130500,                 242.83,                  30.28,                 161.62,                  35.40,
2021-04-12,132000,                 245.62,                  30.62,                 163.47,                  35.81,
2021-04-13,137500,                 255.86,                  31.90,                 170.28,                  37.30,
2021-04-14,135500,                 252.14,                  31.44,                 167.81,                  36.76,
2021-04-15,130000,                 241.90,                  30.16,                 161.00,                  35.26,
2021-04-16,132000,                 245.62,                  30.62,                 163.47,                  35.81,
2021-04-19,140500,                 261.44,                  32.60,                 174.00,                  38.11,
2021-04-20,139500,                 259.58,                  32.36,                 172.76,                  37.84,
2021-04-21,149500,                 278.19,                  34.68,                 185.15,                  40.55,
2021-04-22,145000,                 269.81,                  33.64,                 179.57,                  39.33,
2021-04-23,150500,                 280.05,                  34.92,                 186.38,                  40.83,
2021-04-26,153000,                 284.70,                  35.50,                 189.48,                  41.50,
2021-04-27,156500,                 291.21,                  36.31,                 193.82,                  42.45,
2021-04-28,163500,                 304.24,                  37.93,                 202.48,                  44.35,
2021-04-29,150500,                 280.05,                  34.92,                 186.38,                  40.83,
2021-04-30,152000,                 282.84,                  35.26,                 188.24,                  41.23,
2021-05-03,149500,                 278.19,                  34.68,                 185.15,                  40.55,
2021-05-04,158500,                 294.93,                  36.77,                 196.29,                  43.00,
2021-05-06,160000,                 297.72,                  37.12,                 198.15,                  43.40,
2021-05-07,160500,                 298.65,                  37.24,                 198.77,                  43.54,
2021-05-10,161500,                 300.52,                  37.47,                 200.01,                  43.81,
2021-05-11,151500,                 281.91,                  35.15,                 187.62,                  41.10,
2021-05-12,144000,                 267.95,                  33.41,                 178.33,                  39.06,
2021-05-13,145500,                 270.74,                  33.76,                 180.19,                  39.47,
2021-05-14,146000,                 271.67,                  33.87,                 180.81,                  39.60,
