,종가(원),PER,PBR,PCR,PSR,배당수익률(%)
2014-12-18,113000,                 312.39,                   3.04,                  97.73,                   4.38,
2014-12-19,129500,                 358.00,                   3.49,                 112.00,                   5.02,
2014-12-22,134500,                 371.82,                   3.62,                 116.32,                   5.21,
2014-12-23,135000,                 373.21,                   3.64,                 116.76,                   5.23,
2014-12-24,133000,                 367.68,                   3.58,                 115.03,                   5.15,
2014-12-26,135500,                 374.59,                   3.65,                 117.19,                   5.25,
2014-12-29,149000,                 411.91,                   4.01,                 128.86,                   5.77,
2014-12-30,158000,                 436.79,                   4.26,                 136.65,                   6.12,
2015-01-02,171000,                  47.08,                   3.86,                  35.77,                   4.18,
2015-01-05,145500,                  40.06,                   3.29,                  30.44,                   3.56,
2015-01-06,138500,                  38.13,                   3.13,                  28.98,                   3.39,
2015-01-07,135500,                  37.30,                   3.06,                  28.35,                   3.31,
2015-01-08,135000,                  37.17,                   3.05,                  28.24,                   3.30,
2015-01-09,150000,                  41.29,                   3.39,                  31.38,                   3.67,
2015-01-12,147500,                  40.61,                   3.33,                  30.86,                   3.61,
2015-01-13,138000,                  37.99,                   3.12,                  28.87,                   3.37,
2015-01-14,137000,                  37.72,                   3.09,                  28.66,                   3.35,
2015-01-15,140500,                  38.68,                   3.17,                  29.39,                   3.44,
2015-01-16,136000,                  37.44,                   3.07,                  28.45,                   3.33,
2015-01-19,131000,                  36.06,                   2.96,                  27.41,                   3.20,
2015-01-20,131500,                  36.20,                   2.97,                  27.51,                   3.22,
2015-01-21,124000,                  34.14,                   2.80,                  25.94,                   3.03,
2015-01-22,124000,                  34.14,                   2.80,                  25.94,                   3.03,
2015-01-23,131000,                  36.06,                   2.96,                  27.41,                   3.20,
2015-01-26,129500,                  35.65,                   2.93,                  27.09,                   3.17,
2015-01-27,135000,                  37.17,                   3.05,                  28.24,                   3.30,
2015-01-28,140000,                  38.54,                   3.16,                  29.29,                   3.42,
2015-01-29,137500,                  37.85,                   3.11,                  28.77,                   3.36,
2015-01-30,136000,                  37.44,                   3.07,                  28.45,                   3.33,
2015-02-02,135000,                  37.17,                   3.05,                  28.24,                   3.30,
2015-02-03,138500,                  38.13,                   3.13,                  28.98,                   3.39,
2015-02-04,137500,                  37.85,                   3.11,                  28.77,                   3.36,
2015-02-05,136000,                  37.44,                   3.07,                  28.45,                   3.33,
2015-02-06,138500,                  38.13,                   3.13,                  28.98,                   3.39,
2015-02-09,138500,                  38.13,                   3.13,                  28.98,                   3.39,
2015-02-10,136500,                  37.58,                   3.08,                  28.56,                   3.34,
2015-02-11,140000,                  38.54,                   3.16,                  29.29,                   3.42,
2015-02-12,139000,                  38.27,                   3.14,                  29.08,                   3.40,
2015-02-13,147500,                  40.61,                   3.33,                  30.86,                   3.61,
2015-02-16,151500,                  41.71,                   3.42,                  31.70,                   3.70,
2015-02-17,147000,                  40.47,                   3.32,                  30.75,                   3.59,
2015-02-23,149000,                  41.02,                   3.37,                  31.17,                   3.64,
2015-02-24,155000,                  42.67,                   3.50,                  32.43,                   3.79,
2015-02-25,156000,                  42.95,                   3.52,                  32.64,                   3.81,
2015-02-26,158000,                  43.50,                   3.57,                  33.05,                   3.86,
2015-02-27,162000,                  44.60,                   3.66,                  33.89,                   3.96,
2015-03-02,159000,                  43.77,                   3.59,                  33.26,                   3.89,
2015-03-03,155000,                  42.67,                   3.50,                  32.43,                   3.79,
2015-03-04,155500,                  42.81,                   3.51,                  32.53,                   3.80,
2015-03-05,155000,                  42.67,                   3.50,                  32.43,                   3.79,
2015-03-06,159000,                  43.77,                   3.59,                  33.26,                   3.89,
2015-03-09,164500,                  45.29,                   3.72,                  34.41,                   4.02,
2015-03-10,165000,                  45.42,                   3.73,                  34.52,                   4.03,
2015-03-11,161000,                  44.32,                   3.64,                  33.68,                   3.94,
2015-03-12,156500,                  43.08,                   3.54,                  32.74,                   3.83,
2015-03-13,157500,                  43.36,                   3.56,                  32.95,                   3.85,
2015-03-16,153000,                  42.12,                   3.46,                  32.01,                   3.74,
2015-03-17,162000,                  44.60,                   3.66,                  33.89,                   3.96,
2015-03-18,152000,                  41.85,                   3.43,                  31.80,                   3.72,
2015-03-19,154500,                  42.53,                   3.49,                  32.32,                   3.78,
2015-03-20,155000,                  42.67,                   3.50,                  32.43,                   3.79,
2015-03-23,151000,                  41.57,                   3.41,                  31.59,                   3.69,
2015-03-24,150000,                  41.29,                   3.39,                  31.38,                   3.67,
2015-03-25,154500,                  42.53,                   3.49,                  32.32,                   3.78,
2015-03-26,149500,                  41.16,                   3.38,                  31.28,                   3.66,
2015-03-27,147500,                  40.61,                   3.33,                  30.86,                   3.61,
2015-03-30,151500,                  41.71,                   3.42,                  31.70,                   3.70,
2015-03-31,149500,                  41.16,                   3.38,                  31.28,                   3.66,
2015-04-01,146500,                  40.33,                   3.31,                  30.65,                   3.58,
2015-04-02,140500,                  38.68,                   3.17,                  29.39,                   3.44,
2015-04-03,141500,                  38.95,                   3.20,                  29.60,                   3.46,
2015-04-06,140000,                  38.54,                   3.16,                  29.29,                   3.42,
2015-04-07,141500,                  38.95,                   3.20,                  29.60,                   3.46,
2015-04-08,140000,                  38.54,                   3.16,                  29.29,                   3.42,
2015-04-09,138500,                  38.13,                   3.13,                  28.98,                   3.39,
2015-04-10,137500,                  37.85,                   3.11,                  28.77,                   3.36,
2015-04-13,138500,                  38.13,                   3.13,                  28.98,                   3.39,
2015-04-14,140500,                  38.68,                   3.17,                  29.39,                   3.44,
2015-04-15,154500,                  42.53,                   3.49,                  32.32,                   3.78,
2015-04-16,158000,                  43.50,                   3.57,                  33.05,                   3.86,
2015-04-17,154500,                  42.53,                   3.49,                  32.32,                   3.78,
2015-04-20,159500,                  43.91,                   3.60,                  33.37,                   3.90,
2015-04-21,162500,                  44.74,                   3.67,                  34.00,                   3.97,
2015-04-22,158500,                  43.63,                   3.58,                  33.16,                   3.88,
2015-04-23,179000,                  49.28,                   4.04,                  37.45,                   4.38,
2015-04-24,169500,                  46.66,                   3.83,                  35.46,                   4.14,
2015-04-27,166000,                  45.70,                   3.75,                  34.73,                   4.06,
2015-04-28,167000,                  45.97,                   3.77,                  34.94,                   4.08,
2015-04-29,166500,                  45.84,                   3.76,                  34.83,                   4.07,
2015-04-30,158500,                  43.63,                   3.58,                  33.16,                   3.88,
2015-05-04,161000,                  44.32,                   3.64,                  33.68,                   3.94,
2015-05-06,159500,                  43.91,                   3.60,                  33.37,                   3.90,
2015-05-07,142500,                  39.23,                   3.22,                  29.81,                   3.48,
2015-05-08,143500,                  39.51,                   3.24,                  30.02,                   3.51,
2015-05-11,141500,                  38.95,                   3.20,                  29.60,                   3.46,
2015-05-12,143000,                  39.37,                   3.23,                  29.92,                   3.50,
2015-05-13,150000,                  41.29,                   3.39,                  31.38,                   3.67,
2015-05-14,149000,                  41.02,                   3.37,                  31.17,                   3.64,
