,종가(원),PER,PBR,PCR,PSR,배당수익률(%)
2007-01-02,69400,                  30.86,                   6.64,                  28.49,                   4.04,                   1.11
2007-01-03,65900,                  29.31,                   6.31,                  27.05,                   3.83,                   1.17
2007-01-04,66100,                  29.39,                   6.33,                  27.13,                   3.84,                   1.16
2007-01-05,65900,                  29.31,                   6.31,                  27.05,                   3.83,                   1.17
2007-01-08,64600,                  28.73,                   6.18,                  26.52,                   3.76,                   1.19
2007-01-09,63400,                  28.19,                   6.07,                  26.02,                   3.69,                   1.21
2007-01-10,62100,                  27.62,                   5.94,                  25.49,                   3.61,                   1.24
2007-01-11,62700,                  27.88,                   6.00,                  25.74,                   3.65,                   1.22
2007-01-12,62600,                  27.84,                   5.99,                  25.70,                   3.64,                   1.23
2007-01-15,65500,                  29.13,                   6.27,                  26.89,                   3.81,                   1.17
2007-01-16,66000,                  29.35,                   6.32,                  27.09,                   3.84,                   1.16
2007-01-17,66000,                  29.35,                   6.32,                  27.09,                   3.84,                   1.16
2007-01-18,66100,                  29.39,                   6.33,                  27.13,                   3.84,                   1.16
2007-01-19,64800,                  28.82,                   6.20,                  26.60,                   3.77,                   1.18
2007-01-22,65100,                  28.95,                   6.23,                  26.72,                   3.79,                   1.18
2007-01-23,65000,                  28.91,                   6.22,                  26.68,                   3.78,                   1.18
2007-01-24,66700,                  29.66,                   6.38,                  27.38,                   3.88,                   1.15
2007-01-25,66200,                  29.44,                   6.34,                  27.17,                   3.85,                   1.16
2007-01-26,67200,                  29.88,                   6.43,                  27.58,                   3.91,                   1.14
2007-01-29,67200,                  29.88,                   6.43,                  27.58,                   3.91,                   1.14
2007-01-30,70000,                  31.13,                   6.70,                  28.73,                   4.07,                   1.10
2007-01-31,69500,                  30.91,                   6.65,                  28.53,                   4.04,                   1.10
2007-02-01,68000,                  30.24,                   6.51,                  27.91,                   3.95,                   1.13
2007-02-02,67600,                  30.06,                   6.47,                  27.75,                   3.93,                   1.14
2007-02-05,67500,                  30.02,                   6.46,                  27.71,                   3.93,                   1.14
2007-02-06,66000,                  29.35,                   6.32,                  27.09,                   3.84,                   1.16
2007-02-07,65500,                  29.13,                   6.27,                  26.89,                   3.81,                   1.17
2007-02-08,67300,                  29.93,                   6.44,                  27.62,                   3.91,                   1.14
2007-02-09,66400,                  29.53,                   6.36,                  27.26,                   3.86,                   1.16
2007-02-12,67100,                  29.84,                   6.42,                  27.54,                   3.90,                   1.14
2007-02-13,67700,                  30.11,                   6.48,                  27.79,                   3.94,                   1.13
2007-02-14,68700,                  30.55,                   6.58,                  28.20,                   4.00,                   1.12
2007-02-15,68000,                  30.24,                   6.51,                  27.91,                   3.95,                   1.13
2007-02-16,69000,                  30.68,                   6.60,                  28.32,                   4.01,                   1.11
2007-02-20,68900,                  30.64,                   6.59,                  28.28,                   4.01,                   1.11
2007-02-21,68200,                  30.33,                   6.53,                  27.99,                   3.97,                   1.13
2007-02-22,68200,                  30.33,                   6.53,                  27.99,                   3.97,                   1.13
2007-02-23,68200,                  30.33,                   6.53,                  27.99,                   3.97,                   1.13
2007-02-26,67000,                  29.79,                   6.41,                  27.50,                   3.90,                   1.15
2007-02-27,66500,                  29.57,                   6.36,                  27.30,                   3.87,                   1.15
2007-02-28,65900,                  29.31,                   6.31,                  27.05,                   3.83,                   1.17
2007-03-02,64000,                  28.46,                   6.13,                  26.27,                   3.72,                   1.20
2007-03-05,62000,                  27.57,                   5.93,                  25.45,                   3.61,                   1.24
2007-03-06,60900,                  27.08,                   5.83,                  25.00,                   3.54,                   1.26
2007-03-07,60900,                  27.08,                   5.83,                  25.00,                   3.54,                   1.26
2007-03-08,60500,                  26.90,                   5.79,                  24.83,                   3.52,                   1.27
2007-03-09,61100,                  27.17,                   5.85,                  25.08,                   3.55,                   1.26
2007-03-12,65500,                  29.13,                   6.27,                  26.89,                   3.81,                   1.17
2007-03-13,64000,                  28.46,                   6.13,                  26.27,                   3.72,                   1.20
2007-03-14,62700,                  27.88,                   6.00,                  25.74,                   3.65,                   1.22
2007-03-15,66500,                  29.57,                   6.36,                  27.30,                   3.87,                   1.15
2007-03-16,68400,                  30.42,                   6.55,                  28.08,                   3.98,                   1.12
2007-03-19,68000,                  30.24,                   6.51,                  27.91,                   3.95,                   1.13
2007-03-20,68400,                  30.42,                   6.55,                  28.08,                   3.98,                   1.12
2007-03-21,68200,                  30.33,                   6.53,                  27.99,                   3.97,                   1.13
2007-03-22,69200,                  30.77,                   6.62,                  28.40,                   4.02,                   1.11
2007-03-23,68300,                  30.37,                   6.54,                  28.04,                   3.97,                   1.12
2007-03-26,69300,                  30.82,                   6.63,                  28.45,                   4.03,                   1.11
2007-03-27,70500,                  31.35,                   6.75,                  28.94,                   4.10,                   1.09
2007-03-28,71300,                  31.71,                   6.82,                  29.27,                   4.15,                   1.08
2007-03-29,73100,                  32.51,                   7.00,                  30.01,                   4.25,                   1.05
2007-03-30,72800,                  32.37,                   6.97,                  29.88,                   4.23,                   1.05
2007-04-02,71900,                  31.97,                   6.88,                  29.51,                   4.18,                   1.07
2007-04-03,75300,                  33.49,                   7.21,                  30.91,                   4.38,                   1.02
2007-04-04,75000,                  33.35,                   7.18,                  30.79,                   4.36,                   1.02
2007-04-05,74800,                  33.26,                   7.16,                  30.70,                   4.35,                   1.03
2007-04-06,74000,                  32.91,                   7.08,                  30.37,                   4.30,                   1.04
2007-04-09,75000,                  33.35,                   7.18,                  30.79,                   4.36,                   1.02
2007-04-10,74500,                  33.13,                   7.13,                  30.58,                   4.33,                   1.03
2007-04-11,70300,                  31.26,                   6.73,                  28.86,                   4.09,                   1.09
2007-04-12,71300,                  31.71,                   6.82,                  29.27,                   4.15,                   1.08
2007-04-13,71700,                  31.88,                   6.86,                  29.43,                   4.17,                   1.07
2007-04-16,74000,                  32.91,                   7.08,                  30.37,                   4.30,                   1.04
