,종가(원),PER,PBR,PCR,PSR,배당수익률(%)
2007-01-02,6810,                  14.45,                   1.87,                   5.22,                   0.52,                   1.40
2007-01-03,6760,                  14.34,                   1.85,                   5.18,                   0.52,                   1.41
2007-01-04,6920,                  14.68,                   1.90,                   5.30,                   0.53,                   1.38
2007-01-05,6890,                  14.62,                   1.89,                   5.28,                   0.53,                   1.38
2007-01-08,6810,                  14.45,                   1.87,                   5.22,                   0.52,                   1.40
2007-01-09,7060,                  14.98,                   1.93,                   5.41,                   0.54,                   1.35
2007-01-10,7000,                  14.85,                   1.92,                   5.37,                   0.53,                   1.36
2007-01-11,7090,                  15.04,                   1.94,                   5.43,                   0.54,                   1.34
2007-01-12,7360,                  15.62,                   2.02,                   5.64,                   0.56,                   1.29
2007-01-15,7300,                  15.49,                   2.00,                   5.60,                   0.56,                   1.30
2007-01-16,7150,                  15.17,                   1.96,                   5.48,                   0.55,                   1.33
2007-01-17,7130,                  15.13,                   1.95,                   5.46,                   0.54,                   1.34
2007-01-18,7160,                  15.19,                   1.96,                   5.49,                   0.55,                   1.33
2007-01-19,7100,                  15.07,                   1.95,                   5.44,                   0.54,                   1.34
2007-01-22,7000,                  14.85,                   1.92,                   5.37,                   0.53,                   1.36
2007-01-23,6820,                  14.47,                   1.87,                   5.23,                   0.52,                   1.40
2007-01-24,6950,                  14.75,                   1.90,                   5.33,                   0.53,                   1.37
2007-01-25,6910,                  14.66,                   1.89,                   5.30,                   0.53,                   1.38
2007-01-26,6830,                  14.49,                   1.87,                   5.23,                   0.52,                   1.39
2007-01-29,6750,                  14.32,                   1.85,                   5.17,                   0.52,                   1.41
2007-01-30,6510,                  13.81,                   1.78,                   4.99,                   0.50,                   1.46
2007-01-31,6470,                  13.73,                   1.77,                   4.96,                   0.49,                   1.47
2007-02-01,6400,                  13.58,                   1.75,                   4.91,                   0.49,                   1.49
2007-02-02,6510,                  13.81,                   1.78,                   4.99,                   0.50,                   1.46
2007-02-05,6460,                  13.71,                   1.77,                   4.95,                   0.49,                   1.47
2007-02-06,6480,                  13.75,                   1.78,                   4.97,                   0.50,                   1.47
2007-02-07,6460,                  13.71,                   1.77,                   4.95,                   0.49,                   1.47
2007-02-08,6470,                  13.73,                   1.77,                   4.96,                   0.49,                   1.47
2007-02-09,6400,                  13.58,                   1.75,                   4.91,                   0.49,                   1.49
2007-02-12,6350,                  13.47,                   1.74,                   4.87,                   0.49,                   1.50
2007-02-13,6320,                  13.41,                   1.73,                   4.84,                   0.48,                   1.51
2007-02-14,6300,                  13.37,                   1.73,                   4.83,                   0.48,                   1.51
2007-02-15,6320,                  13.41,                   1.73,                   4.84,                   0.48,                   1.51
2007-02-16,6260,                  13.28,                   1.72,                   4.80,                   0.48,                   1.52
2007-02-20,6190,                  13.13,                   1.70,                   4.74,                   0.47,                   1.54
2007-02-21,6290,                  13.35,                   1.72,                   4.82,                   0.48,                   1.51
2007-02-22,6260,                  13.28,                   1.72,                   4.80,                   0.48,                   1.52
2007-02-23,6200,                  13.16,                   1.70,                   4.75,                   0.47,                   1.54
2007-02-26,6080,                  12.90,                   1.67,                   4.66,                   0.46,                   1.57
2007-02-27,6250,                  13.26,                   1.71,                   4.79,                   0.48,                   1.52
2007-02-28,6200,                  13.16,                   1.70,                   4.75,                   0.47,                   1.54
2007-03-02,6210,                  13.18,                   1.70,                   4.76,                   0.47,                   1.53
2007-03-05,6140,                  13.03,                   1.68,                   4.71,                   0.47,                   1.55
2007-03-06,6170,                  13.09,                   1.69,                   4.73,                   0.47,                   1.54
2007-03-07,6160,                  13.07,                   1.69,                   4.72,                   0.47,                   1.55
2007-03-08,6200,                  13.16,                   1.70,                   4.75,                   0.47,                   1.54
2007-03-09,6420,                  13.62,                   1.76,                   4.92,                   0.49,                   1.48
2007-03-12,6460,                  13.71,                   1.77,                   4.95,                   0.49,                   1.47
2007-03-13,6400,                  13.58,                   1.75,                   4.91,                   0.49,                   1.49
2007-03-14,6240,                  13.24,                   1.71,                   4.78,                   0.48,                   1.53
2007-03-15,6280,                  13.33,                   1.72,                   4.81,                   0.48,                   1.52
2007-03-16,6300,                  13.37,                   1.73,                   4.83,                   0.48,                   1.51
2007-03-19,6490,                  13.77,                   1.78,                   4.97,                   0.50,                   1.47
2007-03-20,6480,                  13.75,                   1.78,                   4.97,                   0.50,                   1.47
2007-03-21,6460,                  13.71,                   1.77,                   4.95,                   0.49,                   1.47
2007-03-22,6550,                  13.90,                   1.80,                   5.02,                   0.50,                   1.45
2007-03-23,6400,                  13.58,                   1.75,                   4.91,                   0.49,                   1.49
2007-03-26,6350,                  13.47,                   1.74,                   4.87,                   0.49,                   1.50
2007-03-27,6350,                  13.47,                   1.74,                   4.87,                   0.49,                   1.50
2007-03-28,6280,                  13.33,                   1.72,                   4.81,                   0.48,                   1.52
2007-03-29,6330,                  13.43,                   1.73,                   4.85,                   0.48,                   1.50
2007-03-30,6440,                  13.66,                   1.77,                   4.94,                   0.49,                   1.48
2007-04-02,6360,                  13.50,                   1.74,                   4.87,                   0.49,                   1.50
2007-04-03,6460,                  13.71,                   1.77,                   4.95,                   0.49,                   1.47
2007-04-04,6490,                  13.77,                   1.78,                   4.97,                   0.50,                   1.47
2007-04-05,6460,                  13.71,                   1.77,                   4.95,                   0.49,                   1.47
2007-04-06,6640,                  14.09,                   1.82,                   5.09,                   0.51,                   1.43
2007-04-09,6800,                  14.43,                   1.86,                   5.21,                   0.52,                   1.40
2007-04-10,6780,                  14.39,                   1.86,                   5.20,                   0.52,                   1.40
2007-04-11,6670,                  14.15,                   1.83,                   5.11,                   0.51,                   1.43
2007-04-12,6600,                  14.00,                   1.81,                   5.06,                   0.50,                   1.44
2007-04-13,6650,                  14.11,                   1.82,                   5.10,                   0.51,                   1.43
2007-04-16,6930,                  14.70,                   1.90,                   5.31,                   0.53,                   1.37
2007-04-17,6810,                  14.45,                   1.87,                   5.22,                   0.52,                   1.40
2007-04-18,6740,                  14.30,                   1.85,                   5.17,                   0.52,                   1.41
2007-04-19,6710,                  14.24,                   1.84,                   5.14,                   0.51,                   1.42
2007-04-20,6850,                  14.54,                   1.88,                   5.25,                   0.52,                   1.39
2007-04-23,6780,                  14.39,                   1.86,                   5.20,                   0.52,                   1.40
2007-04-24,6990,                  14.83,                   1.92,                   5.36,                   0.53,                   1.36
2007-04-25,7350,                  15.60,                   2.01,                   5.63,                   0.56,                   1.30
2007-04-26,7350,                  15.60,                   2.01,                   5.63,                   0.56,                   1.30
2007-04-27,7540,                  16.00,                   2.07,                   5.78,                   0.58,                   1.26
2007-04-30,7600,                  16.13,                   2.08,                   5.82,                   0.58,                   1.25
2007-05-02,7660,                  16.25,                   2.10,                   5.87,                   0.59,                   1.24
2007-05-03,7950,                  16.87,                   2.18,                   6.09,                   0.61,                   1.20
2007-05-04,8040,                  17.06,                   2.20,                   6.16,                   0.61,                   1.18
2007-05-07,8210,                  17.42,                   2.25,                   6.29,                   0.63,                   1.16
2007-05-08,8130,                  17.25,                   2.23,                   6.23,                   0.62,                   1.17
2007-05-09,8040,                  17.06,                   2.20,                   6.16,                   0.61,                   1.18
2007-05-10,8160,                  17.31,                   2.24,                   6.25,                   0.62,                   1.17
2007-05-11,8420,                  17.87,                   2.31,                   6.45,                   0.64,                   1.13
2007-05-14,8160,                  17.31,                   2.24,                   6.25,                   0.62,                   1.17
2007-05-15,7790,                  16.53,                   2.14,                   5.97,                   0.60,                   1.22
