,종가(원),PER,PBR,PCR,PSR,배당수익률(%)
2009-10-19,42450,                  11.79,                   3.84,                  10.35,                   2.48,
2009-10-20,43000,                  11.94,                   3.89,                  10.49,                   2.51,
2009-10-21,43950,                  12.21,                   3.98,                  10.72,                   2.57,
2009-10-22,43300,                  12.03,                   3.92,                  10.56,                   2.53,
2009-10-23,42800,                  11.89,                   3.88,                  10.44,                   2.50,
2009-10-26,42700,                  11.86,                   3.87,                  10.41,                   2.50,
2009-10-27,43500,                  12.08,                   3.94,                  10.61,                   2.54,
2009-10-28,43450,                  12.07,                   3.94,                  10.60,                   2.54,
2009-10-29,43350,                  12.04,                   3.93,                  10.57,                   2.54,
2009-10-30,43600,                  12.11,                   3.95,                  10.63,                   2.55,
2009-11-02,43300,                  12.03,                   3.92,                  10.56,                   2.53,
2009-11-03,43650,                  12.12,                   3.95,                  10.65,                   2.55,
2009-11-04,44250,                  12.29,                   4.01,                  10.79,                   2.59,
2009-11-05,44000,                  12.22,                   3.98,                  10.73,                   2.57,
2009-11-06,43500,                  12.08,                   3.94,                  10.61,                   2.54,
2009-11-09,42650,                  11.85,                   3.86,                  10.40,                   2.49,
2009-11-10,42400,                  11.78,                   3.84,                  10.34,                   2.48,
2009-11-11,42250,                  11.74,                   3.83,                  10.30,                   2.47,
2009-11-12,42250,                  11.74,                   3.83,                  10.30,                   2.47,
2009-11-13,41900,                  11.64,                   3.79,                  10.22,                   2.45,
2009-11-16,41950,                  11.65,                   3.80,                  10.23,                   2.45,
2009-11-17,41950,                  11.65,                   3.80,                  10.23,                   2.45,
2009-11-18,42250,                  11.74,                   3.83,                  10.30,                   2.47,
2009-11-19,41600,                  11.56,                   3.77,                  10.15,                   2.43,
2009-11-20,41300,                  11.47,                   3.74,                  10.07,                   2.42,
2009-11-23,41000,                  11.39,                   3.71,                  10.00,                   2.40,
2009-11-24,42000,                  11.67,                   3.80,                  10.24,                   2.46,
2009-11-25,41800,                  11.61,                   3.79,                  10.19,                   2.44,
2009-11-26,41300,                  11.47,                   3.74,                  10.07,                   2.42,
2009-11-27,40700,                  11.31,                   3.69,                   9.93,                   2.38,
2009-11-30,40650,                  11.29,                   3.68,                   9.91,                   2.38,
2009-12-01,40550,                  11.26,                   3.67,                   9.89,                   2.37,
2009-12-02,40450,                  11.24,                   3.66,                   9.87,                   2.37,
2009-12-03,41700,                  11.58,                   3.78,                  10.17,                   2.44,
2009-12-04,41750,                  11.60,                   3.78,                  10.18,                   2.44,
2009-12-07,41500,                  11.53,                   3.76,                  10.12,                   2.43,
2009-12-08,41100,                  11.42,                   3.72,                  10.02,                   2.40,
2009-12-09,41000,                  11.39,                   3.71,                  10.00,                   2.40,
2009-12-10,40650,                  11.29,                   3.68,                   9.91,                   2.38,
2009-12-11,41250,                  11.46,                   3.74,                  10.06,                   2.41,
2009-12-14,40850,                  11.35,                   3.70,                   9.96,                   2.39,
2009-12-15,41700,                  11.58,                   3.78,                  10.17,                   2.44,
2009-12-16,41250,                  11.46,                   3.74,                  10.06,                   2.41,
2009-12-17,40700,                  11.31,                   3.69,                   9.93,                   2.38,
2009-12-18,41500,                  11.53,                   3.76,                  10.12,                   2.43,
2009-12-21,41500,                  11.53,                   3.76,                  10.12,                   2.43,
2009-12-22,41700,                  11.58,                   3.78,                  10.17,                   2.44,
2009-12-23,41400,                  11.50,                   3.75,                  10.10,                   2.42,
2009-12-24,41300,                  11.47,                   3.74,                  10.07,                   2.42,
2009-12-28,41550,                  11.54,                   3.76,                  10.13,                   2.43,
2009-12-29,40000,                  11.11,                   3.62,                   9.76,                   2.34,
2009-12-30,39800,                  11.06,                   3.60,                   9.71,                   2.33,
2010-01-04,39950,                  13.94,                   2.18,                  10.73,                   1.75,                   5.01
2010-01-05,40200,                  14.02,                   2.19,                  10.79,                   1.76,                   4.98
2010-01-06,39150,                  13.66,                   2.13,                  10.51,                   1.72,                   5.11
2010-01-07,37600,                  13.12,                   2.05,                  10.10,                   1.65,                   5.32
2010-01-08,36900,                  12.87,                   2.01,                   9.91,                   1.62,                   5.42
2010-01-11,37300,                  13.01,                   2.03,                  10.02,                   1.64,                   5.36
2010-01-12,37250,                  12.99,                   2.03,                  10.00,                   1.63,                   5.37
2010-01-13,37700,                  13.15,                   2.05,                  10.12,                   1.65,                   5.31
2010-01-14,37800,                  13.19,                   2.06,                  10.15,                   1.66,                   5.29
2010-01-15,37650,                  13.13,                   2.05,                  10.11,                   1.65,                   5.31
2010-01-18,37600,                  13.12,                   2.05,                  10.10,                   1.65,                   5.32
2010-01-19,37800,                  13.19,                   2.06,                  10.15,                   1.66,                   5.29
2010-01-20,38150,                  13.31,                   2.08,                  10.24,                   1.67,                   5.24
2010-01-21,38650,                  13.48,                   2.11,                  10.38,                   1.70,                   5.17
2010-01-22,38300,                  13.36,                   2.09,                  10.28,                   1.68,                   5.22
2010-01-25,38050,                  13.27,                   2.07,                  10.22,                   1.67,                   5.26
2010-01-26,38100,                  13.29,                   2.08,                  10.23,                   1.67,                   5.25
2010-01-27,37900,                  13.22,                   2.07,                  10.18,                   1.66,                   5.28
2010-01-28,37900,                  13.22,                   2.07,                  10.18,                   1.66,                   5.28
2010-01-29,38050,                  13.27,                   2.07,                  10.22,                   1.67,                   5.26
2010-02-01,38100,                  13.29,                   2.08,                  10.23,                   1.67,                   5.25
2010-02-02,38050,                  13.27,                   2.07,                  10.22,                   1.67,                   5.26
2010-02-03,38050,                  13.27,                   2.07,                  10.22,                   1.67,                   5.26
2010-02-04,39000,                  13.61,                   2.13,                  10.47,                   1.71,                   5.13
2010-02-05,37700,                  13.15,                   2.05,                  10.12,                   1.65,                   5.31
2010-02-08,35000,                  12.21,                   1.91,                   9.40,                   1.54,                   5.71
2010-02-09,33750,                  11.77,                   1.84,                   9.06,                   1.48,                   5.93
2010-02-10,34550,                  12.05,                   1.88,                   9.28,                   1.52,                   5.79
2010-02-11,35450,                  12.37,                   1.93,                   9.52,                   1.56,                   5.64
2010-02-12,36000,                  12.56,                   1.96,                   9.67,                   1.58,                   5.56
2010-02-16,36000,                  12.56,                   1.96,                   9.67,                   1.58,                   5.56
2010-02-17,36000,                  12.56,                   1.96,                   9.67,                   1.58,                   5.56
2010-02-18,36400,                  12.70,                   1.98,                   9.77,                   1.60,                   5.49
2010-02-19,36900,                  12.87,                   2.01,                   9.91,                   1.62,                   5.42
2010-02-22,36250,                  12.65,                   1.98,                   9.73,                   1.59,                   5.52
2010-02-23,36000,                  12.56,                   1.96,                   9.67,                   1.58,                   5.56
2010-02-24,36000,                  12.56,                   1.96,                   9.67,                   1.58,                   5.56
2010-02-25,35400,                  12.35,                   1.93,                   9.51,                   1.55,                   5.65
2010-02-26,35550,                  12.40,                   1.94,                   9.55,                   1.56,                   5.63
2010-03-02,35000,                  12.21,                   1.91,                   9.40,                   1.54,                   5.71
2010-03-03,35300,                  12.31,                   1.92,                   9.48,                   1.55,                   5.67
2010-03-04,35000,                  12.21,                   1.91,                   9.40,                   1.54,                   5.71
2010-03-05,35000,                  12.21,                   1.91,                   9.40,                   1.54,                   5.71
2010-03-08,35150,                  12.26,                   1.92,                   9.44,                   1.54,                   5.69
