,종가(원),PER,PBR,PCR,PSR,배당수익률(%)
2007-01-02,20300,               4613.64,                   0.49,                   7.94,                   0.18,                   1.23
2007-01-03,19950,               4534.09,                   0.48,                   7.80,                   0.18,                   1.25
2007-01-04,19800,               4500.00,                   0.48,                   7.74,                   0.17,                   1.26
2007-01-05,19300,               4386.36,                   0.47,                   7.54,                   0.17,                   1.30
2007-01-08,18900,               4295.45,                   0.46,                   7.39,                   0.17,                   1.32
2007-01-09,19200,               4363.64,                   0.47,                   7.51,                   0.17,                   1.30
2007-01-10,18700,               4250.00,                   0.45,                   7.31,                   0.16,                   1.34
2007-01-11,19100,               4340.91,                   0.46,                   7.47,                   0.17,                   1.31
2007-01-12,19100,               4340.91,                   0.46,                   7.47,                   0.17,                   1.31
2007-01-15,19400,               4409.09,                   0.47,                   7.58,                   0.17,                   1.29
2007-01-16,19000,               4318.18,                   0.46,                   7.43,                   0.17,                   1.32
2007-01-17,18650,               4238.64,                   0.45,                   7.29,                   0.16,                   1.34
2007-01-18,18750,               4261.36,                   0.46,                   7.33,                   0.16,                   1.33
2007-01-19,18150,               4125.00,                   0.44,                   7.09,                   0.16,                   1.38
2007-01-22,17800,               4045.45,                   0.43,                   6.96,                   0.16,                   1.40
2007-01-23,17350,               3943.18,                   0.42,                   6.78,                   0.15,                   1.44
2007-01-24,17650,               4011.36,                   0.43,                   6.90,                   0.15,                   1.42
2007-01-25,17800,               4045.45,                   0.43,                   6.96,                   0.16,                   1.40
2007-01-26,17600,               4000.00,                   0.43,                   6.88,                   0.15,                   1.42
2007-01-29,17700,               4022.73,                   0.43,                   6.92,                   0.16,                   1.41
2007-01-30,17950,               4079.55,                   0.44,                   7.02,                   0.16,                   1.39
2007-01-31,17550,               3988.64,                   0.43,                   6.86,                   0.15,                   1.42
2007-02-01,17600,               4000.00,                   0.43,                   6.88,                   0.15,                   1.42
2007-02-02,18100,               4113.64,                   0.44,                   7.08,                   0.16,                   1.38
2007-02-05,18400,               4181.82,                   0.45,                   7.19,                   0.16,                   1.36
2007-02-06,18750,               4261.36,                   0.46,                   7.33,                   0.16,                   1.33
2007-02-07,18850,               4284.09,                   0.46,                   7.37,                   0.17,                   1.33
