,종가(원),PER,PBR,PCR,PSR,배당수익률(%)
2007-01-02,7890,                  16.94,                   1.23,                  11.93,                   0.43,                   2.53
2007-01-03,7520,                  16.14,                   1.17,                  11.37,                   0.41,                   2.66
2007-01-04,7490,                  16.08,                   1.16,                  11.32,                   0.40,                   2.67
2007-01-05,7190,                  15.43,                   1.12,                  10.87,                   0.39,                   2.78
2007-01-08,7050,                  15.13,                   1.10,                  10.66,                   0.38,                   2.84
2007-01-09,7100,                  15.24,                   1.10,                  10.73,                   0.38,                   2.82
2007-01-10,7000,                  15.03,                   1.09,                  10.58,                   0.38,                   2.86
2007-01-11,6810,                  14.62,                   1.06,                  10.29,                   0.37,                   2.94
2007-01-12,7180,                  15.41,                   1.12,                  10.85,                   0.39,                   2.79
2007-01-15,7400,                  15.89,                   1.15,                  11.18,                   0.40,                   2.70
2007-01-16,7660,                  16.44,                   1.19,                  11.58,                   0.41,                   2.61
2007-01-17,7500,                  16.10,                   1.17,                  11.34,                   0.40,                   2.67
2007-01-18,7600,                  16.31,                   1.18,                  11.49,                   0.41,                   2.63
2007-01-19,7410,                  15.91,                   1.15,                  11.20,                   0.40,                   2.70
2007-01-22,6700,                  14.38,                   1.04,                  10.13,                   0.36,                   2.99
2007-01-23,7390,                  15.86,                   1.15,                  11.17,                   0.40,                   2.71
2007-01-24,7460,                  16.01,                   1.16,                  11.28,                   0.40,                   2.68
2007-01-25,7580,                  16.27,                   1.18,                  11.46,                   0.41,                   2.64
2007-01-26,7700,                  16.53,                   1.20,                  11.64,                   0.41,                   2.60
2007-01-29,7940,                  17.04,                   1.23,                  12.00,                   0.43,                   2.52
2007-01-30,7970,                  17.11,                   1.24,                  12.05,                   0.43,                   2.51
2007-01-31,7950,                  17.07,                   1.24,                  12.02,                   0.43,                   2.52
2007-02-01,8000,                  17.17,                   1.24,                  12.09,                   0.43,                   2.50
2007-02-02,7950,                  17.07,                   1.24,                  12.02,                   0.43,                   2.52
2007-02-05,8220,                  17.65,                   1.28,                  12.42,                   0.44,                   2.43
2007-02-06,8340,                  17.90,                   1.30,                  12.61,                   0.45,                   2.40
2007-02-07,8200,                  17.60,                   1.28,                  12.39,                   0.44,                   2.44
2007-02-08,8190,                  17.58,                   1.27,                  12.38,                   0.44,                   2.44
2007-02-09,8010,                  17.20,                   1.25,                  12.11,                   0.43,                   2.50
2007-02-12,7990,                  17.15,                   1.24,                  12.08,                   0.43,                   2.50
2007-02-13,8100,                  17.39,                   1.26,                  12.24,                   0.44,                   2.47
2007-02-14,8100,                  17.39,                   1.26,                  12.24,                   0.44,                   2.47
2007-02-15,7990,                  17.15,                   1.24,                  12.08,                   0.43,                   2.50
2007-02-16,7990,                  17.15,                   1.24,                  12.08,                   0.43,                   2.50
2007-02-20,7900,                  16.96,                   1.23,                  11.94,                   0.43,                   2.53
2007-02-21,7850,                  16.85,                   1.22,                  11.86,                   0.42,                   2.55
2007-02-22,7840,                  16.83,                   1.22,                  11.85,                   0.42,                   2.55
2007-02-23,7740,                  16.62,                   1.20,                  11.70,                   0.42,                   2.58
2007-02-26,7850,                  16.85,                   1.22,                  11.86,                   0.42,                   2.55
