,종가(원),PER,PBR,PCR,PSR,배당수익률(%)
2021-10-13,23000,,,,,
2021-10-14,24500,                  40.67,                   5.74,                  24.53,                   0.74,
2021-10-15,24700,                  41.00,                   5.79,                  24.73,                   0.75,
2021-10-18,23900,                  39.67,                   5.60,                  23.93,                   0.72,
2021-10-19,23350,                  38.76,                   5.47,                  23.38,                   0.71,
2021-10-20,23850,                  39.59,                   5.59,                  23.88,                   0.72,
2021-10-21,24850,                  41.25,                   5.82,                  24.88,                   0.75,
2021-10-22,25400,                  42.16,                   5.95,                  25.43,                   0.77,
2021-10-25,25850,                  42.91,                   6.06,                  25.88,                   0.78,
2021-10-26,24800,                  41.17,                   5.81,                  24.83,                   0.75,
2021-10-27,24900,                  41.33,                   5.83,                  24.93,                   0.75,
2021-10-28,25050,                  41.58,                   5.87,                  25.08,                   0.76,
2021-10-29,24500,                  40.67,                   5.74,                  24.53,                   0.74,
2021-11-01,24600,                  40.83,                   5.76,                  24.63,                   0.74,
2021-11-02,25150,                  41.75,                   5.89,                  25.18,                   0.76,
2021-11-03,25150,                  41.75,                   5.89,                  25.18,                   0.76,
2021-11-04,24300,                  40.34,                   5.69,                  24.33,                   0.74,
2021-11-05,23150,                  38.43,                   5.42,                  23.18,                   0.70,
2021-11-08,22400,                  37.18,                   5.25,                  22.43,                   0.68,
2021-11-09,25050,                  41.58,                   5.87,                  25.08,                   0.76,
2021-11-10,23900,                  39.67,                   5.60,                  23.93,                   0.72,
2021-11-11,23400,                  38.84,                   5.48,                  23.43,                   0.71,
2021-11-12,23700,                  39.34,                   5.55,                  23.73,                   0.72,
2021-11-15,24400,                  40.50,                   5.72,                  24.43,                   0.74,
2021-11-16,23900,                  39.67,                   5.60,                  23.93,                   0.72,
2021-11-17,23200,                  38.51,                   5.44,                  23.23,                   0.70,
2021-11-18,23200,                  38.51,                   5.44,                  23.23,                   0.70,
2021-11-19,25000,                  41.50,                   5.86,                  25.03,                   0.76,
2021-11-22,25500,                  42.33,                   5.97,                  25.53,                   0.77,
2021-11-23,33150,                  55.03,                   7.77,                  33.19,                   1.00,
2021-11-24,34700,                  57.60,                   8.13,                  34.74,                   1.05,
2021-11-25,36050,                  59.84,                   8.45,                  36.09,                   1.09,
2021-11-26,36050,                  59.84,                   8.45,                  36.09,                   1.09,
2021-11-29,32500,                  53.95,                   7.61,                  32.54,                   0.98,
2021-11-30,31850,                  52.87,                   7.46,                  31.89,                   0.96,
2021-12-01,34000,                  56.44,                   7.97,                  34.04,                   1.03,
2021-12-02,33350,                  55.36,                   7.81,                  33.39,                   1.01,
2021-12-03,32350,                  53.70,                   7.58,                  32.39,                   0.98,
2021-12-06,35950,                  59.67,                   8.42,                  35.99,                   1.09,
2021-12-07,36650,                  60.84,                   8.59,                  36.70,                   1.11,
2021-12-08,37550,                  62.33,                   8.80,                  37.60,                   1.14,
2021-12-09,37400,                  62.08,                   8.76,                  37.45,                   1.13,
2021-12-10,41700,                  69.22,                   9.77,                  41.75,                   1.26,
2021-12-13,40000,                  66.40,                   9.37,                  40.05,                   1.21,
2021-12-14,37800,                  62.74,                   8.86,                  37.85,                   1.14,
2021-12-15,36600,                  60.75,                   8.57,                  36.65,                   1.11,
2021-12-16,37800,                  62.74,                   8.86,                  37.85,                   1.14,
2021-12-17,35300,                  58.60,                   8.27,                  35.34,                   1.07,
2021-12-20,33400,                  55.44,                   7.82,                  33.44,                   1.01,
2021-12-21,32400,                  53.78,                   7.59,                  32.44,                   0.98,
2021-12-22,33100,                  54.94,                   7.75,                  33.14,                   1.00,
2021-12-23,32550,                  54.03,                   7.63,                  32.59,                   0.99,
2021-12-24,32250,                  53.53,                   7.56,                  32.29,                   0.98,
2021-12-27,33000,                  54.78,                   7.73,                  33.04,                   1.00,
2021-12-28,33200,                  55.11,                   7.78,                  33.24,                   1.01,
2021-12-29,33250,                  55.19,                   7.79,                  33.29,                   1.01,
2021-12-30,34100,                  56.60,                   7.99,                  34.14,                   1.03,
