,종가(원),PER,PBR,PCR,PSR,배당수익률(%)
2007-01-02,127500,                  42.07,                   5.81,                  26.71,                   2.05,                   0.82
2007-01-03,122000,                  40.26,                   5.56,                  25.56,                   1.96,                   0.86
2007-01-04,110000,                  36.30,                   5.01,                  23.04,                   1.77,                   0.95
2007-01-05,106000,                  34.98,                   4.83,                  22.20,                   1.71,                   0.99
2007-01-08,112000,                  36.96,                   5.10,                  23.46,                   1.80,                   0.94
2007-01-09,113500,                  37.45,                   5.17,                  23.78,                   1.83,                   0.93
2007-01-10,108000,                  35.64,                   4.92,                  22.62,                   1.74,                   0.97
2007-01-11,111000,                  36.63,                   5.06,                  23.25,                   1.79,                   0.95
2007-01-12,118500,                  39.10,                   5.40,                  24.82,                   1.91,                   0.89
2007-01-15,118500,                  39.10,                   5.40,                  24.82,                   1.91,                   0.89
2007-01-16,124000,                  40.92,                   5.65,                  25.98,                   1.99,                   0.85
2007-01-17,122500,                  40.42,                   5.58,                  25.66,                   1.97,                   0.86
2007-01-18,125500,                  41.41,                   5.72,                  26.29,                   2.02,                   0.84
2007-01-19,125000,                  41.25,                   5.69,                  26.18,                   2.01,                   0.84
2007-01-22,119000,                  39.27,                   5.42,                  24.93,                   1.91,                   0.88
2007-01-23,120000,                  39.60,                   5.47,                  25.14,                   1.93,                   0.88
2007-01-24,118500,                  39.10,                   5.40,                  24.82,                   1.91,                   0.89
2007-01-25,120000,                  39.60,                   5.47,                  25.14,                   1.93,                   0.88
2007-01-26,116500,                  38.44,                   5.31,                  24.40,                   1.87,                   0.90
2007-01-29,116000,                  38.28,                   5.28,                  24.30,                   1.87,                   0.91
2007-01-30,114500,                  37.78,                   5.21,                  23.99,                   1.84,                   0.92
2007-01-31,113500,                  37.45,                   5.17,                  23.78,                   1.83,                   0.93
2007-02-01,116000,                  38.28,                   5.28,                  24.30,                   1.87,                   0.91
2007-02-02,119000,                  39.27,                   5.42,                  24.93,                   1.91,                   0.88
2007-02-05,117000,                  38.61,                   5.33,                  24.51,                   1.88,                   0.90
2007-02-06,114500,                  37.78,                   5.21,                  23.99,                   1.84,                   0.92
2007-02-07,119000,                  39.27,                   5.42,                  24.93,                   1.91,                   0.88
2007-02-08,121000,                  39.93,                   5.51,                  25.35,                   1.95,                   0.87
2007-02-09,119500,                  39.43,                   5.44,                  25.03,                   1.92,                   0.88
2007-02-12,120000,                  39.60,                   5.47,                  25.14,                   1.93,                   0.88
2007-02-13,120000,                  39.60,                   5.47,                  25.14,                   1.93,                   0.88
2007-02-14,116000,                  38.28,                   5.28,                  24.30,                   1.87,                   0.91
2007-02-15,111000,                  36.63,                   5.06,                  23.25,                   1.79,                   0.95
2007-02-16,111000,                  36.63,                   5.06,                  23.25,                   1.79,                   0.95
2007-02-20,107500,                  35.47,                   4.90,                  22.52,                   1.73,                   0.98
2007-02-21,108500,                  35.80,                   4.94,                  22.73,                   1.75,                   0.97
2007-02-22,108000,                  35.64,                   4.92,                  22.62,                   1.74,                   0.97
2007-02-23,107000,                  35.31,                   4.87,                  22.41,                   1.72,                   0.98
2007-02-26,111500,                  36.79,                   5.08,                  23.36,                   1.79,                   0.94
2007-02-27,114000,                  37.62,                   5.19,                  23.88,                   1.83,                   0.92
2007-02-28,114000,                  37.62,                   5.19,                  23.88,                   1.83,                   0.92
2007-03-02,109000,                  35.97,                   4.96,                  22.83,                   1.75,                   0.96
2007-03-05,102000,                  33.66,                   4.65,                  21.37,                   1.64,                   1.03
2007-03-06,109000,                  35.97,                   4.96,                  22.83,                   1.75,                   0.96
2007-03-07,106000,                  34.98,                   4.83,                  22.20,                   1.71,                   0.99
2007-03-08,108500,                  35.80,                   4.94,                  22.73,                   1.75,                   0.97
2007-03-09,106000,                  34.98,                   4.83,                  22.20,                   1.71,                   0.99
2007-03-12,113000,                  37.29,                   5.15,                  23.67,                   1.82,                   0.93
2007-03-13,111500,                  36.79,                   5.08,                  23.36,                   1.79,                   0.94
2007-03-14,108000,                  35.64,                   4.92,                  22.62,                   1.74,                   0.97
2007-03-15,109000,                  35.97,                   4.96,                  22.83,                   1.75,                   0.96
2007-03-16,107500,                  35.47,                   4.90,                  22.52,                   1.73,                   0.98
2007-03-19,110500,                  36.46,                   5.03,                  23.15,                   1.78,                   0.95
2007-03-20,112000,                  36.96,                   5.10,                  23.46,                   1.80,                   0.94
2007-03-21,115000,                  37.95,                   5.24,                  24.09,                   1.85,                   0.91
2007-03-22,117000,                  38.61,                   5.33,                  24.51,                   1.88,                   0.90
2007-03-23,120000,                  39.60,                   5.47,                  25.14,                   1.93,                   0.88
2007-03-26,118500,                  39.10,                   5.40,                  24.82,                   1.91,                   0.89
2007-03-27,116000,                  38.28,                   5.28,                  24.30,                   1.87,                   0.91
2007-03-28,115000,                  37.95,                   5.24,                  24.09,                   1.85,                   0.91
2007-03-29,114000,                  37.62,                   5.19,                  23.88,                   1.83,                   0.92
2007-03-30,116000,                  38.28,                   5.28,                  24.30,                   1.87,                   0.91
2007-04-02,119000,                  39.27,                   5.42,                  24.93,                   1.91,                   0.88
2007-04-03,116000,                  38.28,                   5.28,                  24.30,                   1.87,                   0.91
2007-04-04,115500,                  38.11,                   5.26,                  24.19,                   1.86,                   0.91
2007-04-05,120000,                  39.60,                   5.47,                  25.14,                   1.93,                   0.88
2007-04-06,122000,                  40.26,                   5.56,                  25.56,                   1.96,                   0.86
2007-04-09,122000,                  40.26,                   5.56,                  25.56,                   1.96,                   0.86
2007-04-10,125500,                  41.41,                   5.72,                  26.29,                   2.02,                   0.84
2007-04-11,125000,                  41.25,                   5.69,                  26.18,                   2.01,                   0.84
2007-04-12,134000,                  44.22,                   6.10,                  28.07,                   2.16,                   0.78
2007-04-13,130000,                  42.90,                   5.92,                  27.23,                   2.09,                   0.81
2007-04-16,127500,                  42.07,                   5.81,                  26.71,                   2.05,                   0.82
2007-04-17,132000,                  43.56,                   6.01,                  27.65,                   2.12,                   0.80
