,종가(원),PER,PBR,PCR,PSR,배당수익률(%)
2007-01-02,12900,                   7.84,                   0.86,                   4.20,                   0.40,                   2.26
2007-01-03,12850,                   7.81,                   0.86,                   4.18,                   0.40,                   2.27
2007-01-04,12850,                   7.81,                   0.86,                   4.18,                   0.40,                   2.27
2007-01-05,12400,                   7.53,                   0.83,                   4.03,                   0.39,                   2.35
2007-01-08,12150,                   7.38,                   0.81,                   3.95,                   0.38,                   2.40
2007-01-09,12550,                   7.62,                   0.84,                   4.08,                   0.39,                   2.32
2007-01-10,12350,                   7.50,                   0.83,                   4.02,                   0.38,                   2.36
2007-01-11,12600,                   7.65,                   0.84,                   4.10,                   0.39,                   2.32
2007-01-12,12600,                   7.65,                   0.84,                   4.10,                   0.39,                   2.32
2007-01-15,12200,                   7.41,                   0.82,                   3.97,                   0.38,                   2.39
2007-01-16,12150,                   7.38,                   0.81,                   3.95,                   0.38,                   2.40
2007-01-17,12250,                   7.44,                   0.82,                   3.98,                   0.38,                   2.38
2007-01-18,12800,                   7.78,                   0.86,                   4.16,                   0.40,                   2.28
2007-01-19,12250,                   7.44,                   0.82,                   3.98,                   0.38,                   2.38
2007-01-22,12050,                   7.32,                   0.81,                   3.92,                   0.37,                   2.42
2007-01-23,12250,                   7.44,                   0.82,                   3.98,                   0.38,                   2.38
2007-01-24,12350,                   7.50,                   0.83,                   4.02,                   0.38,                   2.36
2007-01-25,12750,                   7.75,                   0.85,                   4.15,                   0.40,                   2.29
2007-01-26,12700,                   7.72,                   0.85,                   4.13,                   0.39,                   2.30
2007-01-29,12250,                   7.44,                   0.82,                   3.98,                   0.38,                   2.38
2007-01-30,12700,                   7.72,                   0.85,                   4.13,                   0.39,                   2.30
2007-01-31,12350,                   7.50,                   0.83,                   4.02,                   0.38,                   2.36
2007-02-01,12700,                   7.72,                   0.85,                   4.13,                   0.39,                   2.30
2007-02-02,13000,                   7.90,                   0.87,                   4.23,                   0.40,                   2.24
2007-02-05,12800,                   7.78,                   0.86,                   4.16,                   0.40,                   2.28
2007-02-06,13000,                   7.90,                   0.87,                   4.23,                   0.40,                   2.24
2007-02-07,12850,                   7.81,                   0.86,                   4.18,                   0.40,                   2.27
2007-02-08,13000,                   7.90,                   0.87,                   4.23,                   0.40,                   2.24
2007-02-09,12300,                   7.47,                   0.82,                   4.00,                   0.38,                   2.37
2007-02-12,12650,                   7.69,                   0.85,                   4.11,                   0.39,                   2.31
2007-02-13,12900,                   7.84,                   0.86,                   4.20,                   0.40,                   2.26
2007-02-14,13400,                   8.14,                   0.90,                   4.36,                   0.42,                   2.18
2007-02-15,13550,                   8.23,                   0.91,                   4.41,                   0.42,                   2.15
2007-02-16,13600,                   8.26,                   0.91,                   4.42,                   0.42,                   2.14
2007-02-20,13650,                   8.29,                   0.91,                   4.44,                   0.42,                   2.14
2007-02-21,13250,                   8.05,                   0.89,                   4.31,                   0.41,                   2.20
2007-02-22,13150,                   7.99,                   0.88,                   4.28,                   0.41,                   2.22
2007-02-23,13500,                   8.20,                   0.90,                   4.39,                   0.42,                   2.16
2007-02-26,13650,                   8.29,                   0.91,                   4.44,                   0.42,                   2.14
2007-02-27,13650,                   8.29,                   0.91,                   4.44,                   0.42,                   2.14
2007-02-28,13400,                   8.14,                   0.90,                   4.36,                   0.42,                   2.18
2007-03-02,13500,                   8.20,                   0.90,                   4.39,                   0.42,                   2.16
2007-03-05,13200,                   8.02,                   0.88,                   4.29,                   0.41,                   2.21
2007-03-06,13700,                   8.32,                   0.92,                   4.46,                   0.43,                   2.13
2007-03-07,14050,                   8.54,                   0.94,                   4.57,                   0.44,                   2.08
2007-03-08,14250,                   8.66,                   0.95,                   4.64,                   0.44,                   2.05
2007-03-09,14000,                   8.51,                   0.94,                   4.55,                   0.44,                   2.08
2007-03-12,14300,                   8.69,                   0.96,                   4.65,                   0.44,                   2.04
2007-03-13,14200,                   8.63,                   0.95,                   4.62,                   0.44,                   2.05
2007-03-14,14150,                   8.60,                   0.95,                   4.60,                   0.44,                   2.06
2007-03-15,14400,                   8.75,                   0.96,                   4.68,                   0.45,                   2.03
2007-03-16,14200,                   8.63,                   0.95,                   4.62,                   0.44,                   2.05
2007-03-19,14350,                   8.72,                   0.96,                   4.67,                   0.45,                   2.03
2007-03-20,14500,                   8.81,                   0.97,                   4.72,                   0.45,                   2.01
2007-03-21,14750,                   8.96,                   0.99,                   4.80,                   0.46,                   1.98
2007-03-22,14600,                   8.87,                   0.98,                   4.75,                   0.45,                   2.00
2007-03-23,14750,                   8.96,                   0.99,                   4.80,                   0.46,                   1.98
2007-03-26,14500,                   8.81,                   0.97,                   4.72,                   0.45,                   2.01
2007-03-27,14800,                   8.99,                   0.99,                   4.81,                   0.46,                   1.97
2007-03-28,14700,                   8.93,                   0.98,                   4.78,                   0.46,                   1.98
2007-03-29,15000,                   9.11,                   1.01,                   4.88,                   0.47,                   1.94
2007-03-30,14650,                   8.90,                   0.98,                   4.77,                   0.46,                   1.99
2007-04-02,14350,                   8.72,                   0.96,                   4.67,                   0.45,                   2.03
2007-04-03,14600,                   8.87,                   0.98,                   4.75,                   0.45,                   2.00
2007-04-04,14750,                   8.96,                   0.99,                   4.80,                   0.46,                   1.98
2007-04-05,14650,                   8.90,                   0.98,                   4.77,                   0.46,                   1.99
2007-04-06,14350,                   8.72,                   0.96,                   4.67,                   0.45,                   2.03
2007-04-09,14700,                   8.93,                   0.98,                   4.78,                   0.46,                   1.98
