,종가(원),PER,PBR,PCR,PSR,배당수익률(%)
2011-06-30,22150,                  22.16,                   3.14,                  14.85,                   1.50,
2011-07-01,22750,                  22.77,                   3.22,                  15.25,                   1.54,
2011-07-04,22850,                  22.87,                   3.24,                  15.31,                   1.55,
2011-07-05,24550,                  24.57,                   3.48,                  16.45,                   1.66,
2011-07-06,25650,                  25.67,                   3.63,                  17.19,                   1.74,
2011-07-07,25400,                  25.42,                   3.60,                  17.02,                   1.72,
2011-07-08,26100,                  26.12,                   3.70,                  17.49,                   1.77,
2011-07-11,28500,                  28.52,                   4.04,                  19.10,                   1.93,
2011-07-12,29300,                  29.32,                   4.15,                  19.64,                   1.98,
2011-07-13,25250,                  25.27,                   3.58,                  16.92,                   1.71,
2011-07-14,25600,                  25.62,                   3.63,                  17.16,                   1.73,
2011-07-15,28600,                  28.62,                   4.05,                  19.17,                   1.93,
2011-07-18,29250,                  29.27,                   4.14,                  19.60,                   1.98,
2011-07-19,29300,                  29.32,                   4.15,                  19.64,                   1.98,
2011-07-20,27750,                  27.77,                   3.93,                  18.60,                   1.88,
2011-07-21,27050,                  27.07,                   3.83,                  18.13,                   1.83,
2011-07-22,27600,                  27.62,                   3.91,                  18.50,                   1.87,
2011-07-25,25600,                  25.62,                   3.63,                  17.16,                   1.73,
2011-07-26,26000,                  26.02,                   3.68,                  17.43,                   1.76,
2011-07-27,28000,                  28.02,                   3.97,                  18.77,                   1.89,
2011-07-28,27200,                  27.22,                   3.85,                  18.23,                   1.84,
2011-07-29,27700,                  27.72,                   3.92,                  18.56,                   1.87,
2011-08-01,28650,                  28.67,                   4.06,                  19.20,                   1.94,
2011-08-02,28200,                  28.22,                   4.00,                  18.90,                   1.91,
2011-08-03,28750,                  28.77,                   4.07,                  19.27,                   1.94,
2011-08-04,27700,                  27.72,                   3.92,                  18.56,                   1.87,
2011-08-05,26100,                  26.12,                   3.70,                  17.49,                   1.77,
2011-08-08,23400,                  23.42,                   3.32,                  15.68,                   1.58,
2011-08-09,24800,                  24.82,                   3.51,                  16.62,                   1.68,
2011-08-10,26100,                  26.12,                   3.70,                  17.49,                   1.77,
2011-08-11,28200,                  28.22,                   4.00,                  18.90,                   1.91,
2011-08-12,27050,                  27.07,                   3.83,                  18.13,                   1.83,
2011-08-16,27800,                  27.82,                   3.94,                  18.63,                   1.88,
2011-08-17,30150,                  30.17,                   4.27,                  20.21,                   2.04,
2011-08-18,30600,                  30.62,                   4.34,                  20.51,                   2.07,
2011-08-19,29200,                  29.22,                   4.14,                  19.57,                   1.98,
2011-08-22,29000,                  29.02,                   4.11,                  19.44,                   1.96,
2011-08-23,28200,                  28.22,                   4.00,                  18.90,                   1.91,
2011-08-24,27300,                  27.32,                   3.87,                  18.30,                   1.85,
2011-08-25,26200,                  26.22,                   3.71,                  17.56,                   1.77,
2011-08-26,27850,                  27.87,                   3.95,                  18.67,                   1.88,
2011-08-29,29000,                  29.02,                   4.11,                  19.44,                   1.96,
2011-08-30,29400,                  29.42,                   4.17,                  19.70,                   1.99,
2011-08-31,29500,                  29.52,                   4.18,                  19.77,                   2.00,
2011-09-01,28700,                  28.72,                   4.07,                  19.23,                   1.94,
2011-09-02,31950,                  31.97,                   4.53,                  21.41,                   2.16,
2011-09-05,31550,                  31.57,                   4.47,                  21.14,                   2.13,
2011-09-06,32650,                  32.67,                   4.63,                  21.88,                   2.21,
2011-09-07,33000,                  33.02,                   4.68,                  22.12,                   2.23,
2011-09-08,33400,                  33.42,                   4.73,                  22.38,                   2.26,
2011-09-09,33450,                  33.47,                   4.74,                  22.42,                   2.26,
2011-09-14,30950,                  30.97,                   4.39,                  20.74,                   2.09,
2011-09-15,33800,                  33.82,                   4.79,                  22.65,                   2.29,
2011-09-16,34350,                  34.37,                   4.87,                  23.02,                   2.32,
2011-09-19,33500,                  33.52,                   4.75,                  22.45,                   2.27,
2011-09-20,34200,                  34.22,                   4.85,                  22.92,                   2.31,
2011-09-21,34000,                  34.02,                   4.82,                  22.79,                   2.30,
2011-09-22,34000,                  34.02,                   4.82,                  22.79,                   2.30,
2011-09-23,32000,                  32.02,                   4.53,                  21.45,                   2.16,
2011-09-26,30150,                  30.17,                   4.27,                  20.21,                   2.04,
2011-09-27,32900,                  32.92,                   4.66,                  22.05,                   2.23,
2011-09-28,32100,                  32.12,                   4.55,                  21.51,                   2.17,
2011-09-29,33600,                  33.62,                   4.76,                  22.52,                   2.27,
2011-09-30,35450,                  35.47,                   5.02,                  23.76,                   2.40,
2011-10-04,36500,                  36.52,                   5.17,                  24.46,                   2.47,
2011-10-05,35850,                  35.87,                   5.08,                  24.03,                   2.43,
2011-10-06,31600,                  31.62,                   4.48,                  21.18,                   2.14,
2011-10-07,32300,                  32.32,                   4.58,                  21.65,                   2.18,
2011-10-10,32250,                  32.27,                   4.57,                  21.61,                   2.18,
2011-10-11,33700,                  33.72,                   4.77,                  22.59,                   2.28,
2011-10-12,33350,                  33.37,                   4.73,                  22.35,                   2.26,
2011-10-13,33500,                  33.52,                   4.75,                  22.45,                   2.27,
2011-10-14,33750,                  33.77,                   4.78,                  22.62,                   2.28,
2011-10-17,38250,                  38.28,                   5.42,                  25.64,                   2.59,
2011-10-18,38350,                  38.38,                   5.43,                  25.70,                   2.59,
2011-10-19,39000,                  39.03,                   5.53,                  26.14,                   2.64,
2011-10-20,37400,                  37.43,                   5.30,                  25.07,                   2.53,
2011-10-21,39900,                  39.93,                   5.65,                  26.74,                   2.70,
2011-10-24,39750,                  39.78,                   5.63,                  26.64,                   2.69,
2011-10-25,38600,                  38.63,                   5.47,                  25.87,                   2.61,
2011-10-26,39200,                  39.23,                   5.55,                  26.27,                   2.65,
2011-10-27,39550,                  39.58,                   5.60,                  26.51,                   2.68,
2011-10-28,39000,                  39.03,                   5.53,                  26.14,                   2.64,
2011-10-31,37400,                  37.43,                   5.30,                  25.07,                   2.53,
2011-11-01,37150,                  37.17,                   5.26,                  24.90,                   2.51,
2011-11-02,38150,                  38.18,                   5.41,                  25.57,                   2.58,
2011-11-03,37500,                  37.53,                   5.31,                  25.13,                   2.54,
2011-11-04,38650,                  38.68,                   5.48,                  25.90,                   2.61,
2011-11-07,38450,                  38.48,                   5.45,                  25.77,                   2.60,
2011-11-08,37350,                  37.38,                   5.29,                  25.03,                   2.53,
2011-11-09,38400,                  38.43,                   5.44,                  25.74,                   2.60,
2011-11-10,37600,                  37.63,                   5.33,                  25.20,                   2.54,
2011-11-11,39600,                  39.63,                   5.61,                  26.54,                   2.68,
2011-11-14,39700,                  39.73,                   5.62,                  26.61,                   2.69,
2011-11-15,38600,                  38.63,                   5.47,                  25.87,                   2.61,
2011-11-16,37700,                  37.73,                   5.34,                  25.27,                   2.55,
2011-11-17,38600,                  38.63,                   5.47,                  25.87,                   2.61,
2011-11-18,38650,                  38.68,                   5.48,                  25.90,                   2.61,
2011-11-21,38950,                  38.98,                   5.52,                  26.10,                   2.63,
2011-11-22,38650,                  38.68,                   5.48,                  25.90,                   2.61,
2011-11-23,38550,                  38.58,                   5.46,                  25.84,                   2.61,
2011-11-24,39250,                  39.28,                   5.56,                  26.31,                   2.66,
2011-11-25,39200,                  39.23,                   5.55,                  26.27,                   2.65,
2011-11-28,39400,                  39.43,                   5.58,                  26.41,                   2.67,
2011-11-29,40500,                  40.53,                   5.74,                  27.14,                   2.74,
2011-11-30,41100,                  41.13,                   5.82,                  27.55,                   2.78,
2011-12-01,40150,                  40.18,                   5.69,                  26.91,                   2.72,
2011-12-02,39400,                  39.43,                   5.58,                  26.41,                   2.67,
2011-12-05,39200,                  39.23,                   5.55,                  26.27,                   2.65,
2011-12-06,38250,                  38.28,                   5.42,                  25.64,                   2.59,
2011-12-07,37450,                  37.48,                   5.31,                  25.10,                   2.53,
2011-12-08,39000,                  39.03,                   5.53,                  26.14,                   2.64,
2011-12-09,38950,                  38.98,                   5.52,                  26.10,                   2.63,
2011-12-12,38850,                  38.88,                   5.50,                  26.04,                   2.63,
2011-12-13,38250,                  38.28,                   5.42,                  25.64,                   2.59,
2011-12-14,38000,                  38.03,                   5.38,                  25.47,                   2.57,
2011-12-15,39400,                  39.43,                   5.58,                  26.41,                   2.67,
2011-12-16,39550,                  39.58,                   5.60,                  26.51,                   2.68,
2011-12-19,38450,                  38.48,                   5.45,                  25.77,                   2.60,
2011-12-20,38200,                  38.23,                   5.41,                  25.60,                   2.58,
2011-12-21,38500,                  38.53,                   5.45,                  25.80,                   2.60,
2011-12-22,38650,                  38.68,                   5.48,                  25.90,                   2.61,
2011-12-23,38300,                  38.33,                   5.43,                  25.67,                   2.59,
2011-12-26,38450,                  38.48,                   5.45,                  25.77,                   2.60,
2011-12-27,39000,                  39.03,                   5.53,                  26.14,                   2.64,
2011-12-28,39200,                  39.23,                   5.55,                  26.27,                   2.65,
2011-12-29,39550,                  39.58,                   5.60,                  26.51,                   2.68,
2012-01-02,39350,                  49.37,                   4.54,                  31.89,                   2.82,                   0.51
2012-01-03,39300,                  49.31,                   4.53,                  31.85,                   2.81,                   0.51
2012-01-04,38900,                  48.81,                   4.48,                  31.53,                   2.79,                   0.51
2012-01-05,38600,                  48.43,                   4.45,                  31.28,                   2.76,                   0.52
2012-01-06,38350,                  48.12,                   4.42,                  31.08,                   2.75,                   0.52
2012-01-09,37250,                  46.74,                   4.29,                  30.19,                   2.67,                   0.54
2012-01-10,37750,                  47.36,                   4.35,                  30.60,                   2.70,                   0.53
2012-01-11,38600,                  48.43,                   4.45,                  31.28,                   2.76,                   0.52
2012-01-12,38100,                  47.80,                   4.39,                  30.88,                   2.73,                   0.52
2012-01-13,37400,                  46.92,                   4.31,                  30.31,                   2.68,                   0.53
2012-01-16,36450,                  45.73,                   4.20,                  29.54,                   2.61,                   0.55
2012-01-17,35600,                  44.67,                   4.10,                  28.85,                   2.55,                   0.56
2012-01-18,33800,                  42.41,                   3.90,                  27.39,                   2.42,                   0.59
2012-01-19,33000,                  41.40,                   3.80,                  26.75,                   2.36,                   0.61
2012-01-20,33900,                  42.53,                   3.91,                  27.47,                   2.43,                   0.59
2012-01-25,32100,                  40.28,                   3.70,                  26.02,                   2.30,                   0.62
2012-01-26,33050,                  41.47,                   3.81,                  26.79,                   2.37,                   0.61
2012-01-27,32250,                  40.46,                   3.72,                  26.14,                   2.31,                   0.62
2012-01-30,32650,                  40.97,                   3.76,                  26.46,                   2.34,                   0.61
2012-01-31,32000,                  40.15,                   3.69,                  25.93,                   2.29,                   0.63
2012-02-01,33200,                  41.66,                   3.83,                  26.91,                   2.38,                   0.60
2012-02-02,32900,                  41.28,                   3.79,                  26.66,                   2.36,                   0.61
2012-02-03,32350,                  40.59,                   3.73,                  26.22,                   2.32,                   0.62
2012-02-06,31150,                  39.08,                   3.59,                  25.25,                   2.23,                   0.64
2012-02-07,31300,                  39.27,                   3.61,                  25.37,                   2.24,                   0.64
2012-02-08,30700,                  38.52,                   3.54,                  24.88,                   2.20,                   0.65
2012-02-09,31250,                  39.21,                   3.60,                  25.33,                   2.24,                   0.64
2012-02-10,31550,                  39.58,                   3.64,                  25.57,                   2.26,                   0.63
2012-02-13,33950,                  42.60,                   3.91,                  27.52,                   2.43,                   0.59
2012-02-14,33550,                  42.09,                   3.87,                  27.19,                   2.40,                   0.60
2012-02-15,33600,                  42.16,                   3.87,                  27.23,                   2.41,                   0.60
2012-02-16,33600,                  42.16,                   3.87,                  27.23,                   2.41,                   0.60
2012-02-17,31650,                  39.71,                   3.65,                  25.65,                   2.27,                   0.63
2012-02-20,31550,                  39.58,                   3.64,                  25.57,                   2.26,                   0.63
2012-02-21,32150,                  40.34,                   3.71,                  26.06,                   2.30,                   0.62
2012-02-22,32300,                  40.53,                   3.72,                  26.18,                   2.31,                   0.62
2012-02-23,31700,                  39.77,                   3.65,                  25.69,                   2.27,                   0.63
2012-02-24,31700,                  39.77,                   3.65,                  25.69,                   2.27,                   0.63
2012-02-27,30800,                  38.64,                   3.55,                  24.96,                   2.21,                   0.65
2012-02-28,29750,                  37.33,                   3.43,                  24.11,                   2.13,                   0.67
2012-02-29,30100,                  37.77,                   3.47,                  24.39,                   2.16,                   0.66
2012-03-02,31000,                  38.89,                   3.57,                  25.12,                   2.22,                   0.65
2012-03-05,31050,                  38.96,                   3.58,                  25.16,                   2.22,                   0.64
2012-03-06,30500,                  38.27,                   3.52,                  24.72,                   2.18,                   0.66
2012-03-07,30100,                  37.77,                   3.47,                  24.39,                   2.16,                   0.66
2012-03-08,30600,                  38.39,                   3.53,                  24.80,                   2.19,                   0.65
2012-03-09,30250,                  37.95,                   3.49,                  24.52,                   2.17,                   0.66
2012-03-12,29900,                  37.51,                   3.45,                  24.23,                   2.14,                   0.67
2012-03-13,29500,                  37.01,                   3.40,                  23.91,                   2.11,                   0.68
2012-03-14,29050,                  36.45,                   3.35,                  23.54,                   2.08,                   0.69
2012-03-15,29500,                  37.01,                   3.40,                  23.91,                   2.11,                   0.68
2012-03-16,29500,                  37.01,                   3.40,                  23.91,                   2.11,                   0.68
2012-03-19,29800,                  37.39,                   3.43,                  24.15,                   2.13,                   0.67
2012-03-20,31850,                  39.96,                   3.67,                  25.81,                   2.28,                   0.63
