,종가(원),PER,PBR,PCR,PSR,배당수익률(%)
2007-01-02,13500,,                   1.04,                   8.29,                   0.24,
2007-01-03,13450,,                   1.03,                   8.26,                   0.24,
2007-01-04,13250,,                   1.02,                   8.14,                   0.23,
2007-01-05,12950,,                   0.99,                   7.95,                   0.23,
2007-01-08,12650,,                   0.97,                   7.77,                   0.22,
2007-01-09,12150,,                   0.93,                   7.46,                   0.21,
2007-01-10,12150,,                   0.93,                   7.46,                   0.21,
2007-01-11,12100,,                   0.93,                   7.43,                   0.21,
2007-01-12,12200,,                   0.94,                   7.49,                   0.21,
2007-01-15,12250,,                   0.94,                   7.52,                   0.21,
2007-01-16,12350,,                   0.95,                   7.58,                   0.22,
2007-01-17,12250,,                   0.94,                   7.52,                   0.21,
2007-01-18,12200,,                   0.94,                   7.49,                   0.21,
2007-01-19,11700,,                   0.90,                   7.18,                   0.21,
2007-01-22,11300,,                   0.87,                   6.94,                   0.20,
2007-01-23,11150,,                   0.86,                   6.85,                   0.20,
2007-01-24,11450,,                   0.88,                   7.03,                   0.20,
2007-01-25,11650,,                   0.89,                   7.15,                   0.20,
2007-01-26,11750,,                   0.90,                   7.22,                   0.21,
2007-01-29,11400,,                   0.87,                   7.00,                   0.20,
2007-01-30,11700,,                   0.90,                   7.18,                   0.21,
2007-01-31,11500,,                   0.88,                   7.06,                   0.20,
2007-02-01,11750,,                   0.90,                   7.22,                   0.21,
2007-02-02,12100,,                   0.93,                   7.43,                   0.21,
2007-02-05,12050,,                   0.92,                   7.40,                   0.21,
2007-02-06,11950,,                   0.92,                   7.34,                   0.21,
2007-02-07,12100,,                   0.93,                   7.43,                   0.21,
2007-02-08,12250,,                   0.94,                   7.52,                   0.21,
2007-02-09,12300,,                   0.94,                   7.55,                   0.22,
2007-02-12,12400,,                   0.95,                   7.61,                   0.22,
2007-02-13,12650,,                   0.97,                   7.77,                   0.22,
2007-02-14,13300,,                   1.02,                   8.17,                   0.23,
2007-02-15,13000,,                   1.00,                   7.98,                   0.23,
2007-02-16,12800,,                   0.98,                   7.86,                   0.22,
2007-02-20,13250,,                   1.02,                   8.14,                   0.23,
2007-02-21,13300,,                   1.02,                   8.17,                   0.23,
2007-02-22,13050,,                   1.00,                   8.01,                   0.23,
2007-02-23,12900,,                   0.99,                   7.92,                   0.23,
2007-02-26,12600,,                   0.97,                   7.74,                   0.22,
2007-02-27,12500,,                   0.96,                   7.68,                   0.22,
2007-02-28,12150,,                   0.93,                   7.46,                   0.21,
2007-03-02,12350,,                   0.95,                   7.58,                   0.22,
2007-03-05,12450,,                   0.96,                   7.65,                   0.22,
2007-03-06,12700,,                   0.97,                   7.80,                   0.22,
2007-03-07,12650,,                   0.97,                   7.77,                   0.22,
2007-03-08,12550,,                   0.96,                   7.71,                   0.22,
2007-03-09,12600,,                   0.97,                   7.74,                   0.22,
2007-03-12,12450,,                   0.96,                   7.65,                   0.22,
2007-03-13,12400,,                   0.95,                   7.61,                   0.22,
2007-03-14,12100,,                   0.93,                   7.43,                   0.21,
2007-03-15,12250,,                   0.94,                   7.52,                   0.21,
2007-03-16,12250,,                   0.94,                   7.52,                   0.21,
2007-03-19,12300,,                   0.94,                   7.55,                   0.22,
2007-03-20,12250,,                   0.94,                   7.52,                   0.21,
2007-03-21,12300,,                   0.94,                   7.55,                   0.22,
2007-03-22,12200,,                   0.94,                   7.49,                   0.21,
2007-03-23,12250,,                   0.94,                   7.52,                   0.21,
2007-03-26,12250,,                   0.94,                   7.52,                   0.21,
2007-03-27,12200,,                   0.94,                   7.49,                   0.21,
2007-03-28,12200,,                   0.94,                   7.49,                   0.21,
2007-03-29,12300,,                   0.94,                   7.55,                   0.22,
2007-03-30,12700,,                   0.97,                   7.80,                   0.22,
2007-04-02,13400,,                   1.03,                   8.23,                   0.23,
2007-04-03,13400,,                   1.03,                   8.23,                   0.23,
2007-04-04,13100,,                   1.01,                   8.04,                   0.23,
2007-04-05,13000,,                   1.00,                   7.98,                   0.23,
2007-04-06,12950,,                   0.99,                   7.95,                   0.23,
2007-04-09,12850,,                   0.99,                   7.89,                   0.23,
2007-04-10,12950,,                   0.99,                   7.95,                   0.23,
2007-04-11,13100,,                   1.01,                   8.04,                   0.23,
2007-04-12,13200,,                   1.01,                   8.11,                   0.23,
2007-04-13,13000,,                   1.00,                   7.98,                   0.23,
2007-04-16,12700,,                   0.97,                   7.80,                   0.22,
2007-04-17,12550,,                   0.96,                   7.71,                   0.22,
2007-04-18,12450,,                   0.96,                   7.65,                   0.22,
2007-04-19,12300,,                   0.94,                   7.55,                   0.22,
2007-04-20,11700,,                   0.90,                   7.18,                   0.21,
2007-04-23,11550,,                   0.89,                   7.09,                   0.20,
2007-04-24,11200,,                   0.86,                   6.88,                   0.20,
2007-04-25,11000,,                   0.84,                   6.75,                   0.19,
2007-04-26,11250,,                   0.86,                   6.91,                   0.20,
2007-04-27,11100,,                   0.85,                   6.82,                   0.19,
2007-04-30,11100,,                   0.85,                   6.82,                   0.19,
2007-05-02,11200,,                   0.86,                   6.88,                   0.20,
2007-05-03,11150,,                   0.86,                   6.85,                   0.20,
2007-05-04,11200,,                   0.86,                   6.88,                   0.20,
2007-05-07,11250,,                   0.86,                   6.91,                   0.20,
2007-05-08,11200,,                   0.86,                   6.88,                   0.20,
2007-05-09,11100,,                   0.85,                   6.82,                   0.19,
2007-05-10,11050,,                   0.85,                   6.79,                   0.19,
2007-05-11,11200,,                   0.86,                   6.88,                   0.20,
2007-05-14,11600,,                   0.89,                   7.12,                   0.20,
2007-05-15,11600,,                   0.89,                   7.12,                   0.20,
2007-05-16,11450,,                   0.88,                   7.03,                   0.20,
2007-05-17,11350,,                   0.87,                   6.97,                   0.20,
2007-05-18,11250,,                   0.86,                   6.91,                   0.20,
2007-05-21,11650,,                   0.89,                   7.15,                   0.20,
2007-05-22,11900,,                   0.91,                   7.31,                   0.21,
2007-05-23,11900,,                   0.91,                   7.31,                   0.21,
2007-05-25,11850,,                   0.91,                   7.28,                   0.21,
2007-05-28,11850,,                   0.91,                   7.28,                   0.21,
2007-05-29,12100,,                   0.93,                   7.43,                   0.21,
2007-05-30,12000,,                   0.92,                   7.37,                   0.21,
2007-05-31,11950,,                   0.92,                   7.34,                   0.21,
2007-06-01,12000,,                   0.92,                   7.37,                   0.21,
2007-06-04,12500,,                   0.96,                   7.68,                   0.22,
2007-06-05,12950,,                   0.99,                   7.95,                   0.23,
2007-06-07,13000,,                   1.00,                   7.98,                   0.23,
2007-06-08,13450,,                   1.03,                   8.26,                   0.24,
2007-06-11,13550,,                   1.04,                   8.32,                   0.24,
2007-06-12,13650,,                   1.05,                   8.38,                   0.24,
2007-06-13,13450,,                   1.03,                   8.26,                   0.24,
2007-06-14,13550,,                   1.04,                   8.32,                   0.24,
2007-06-15,13100,,                   1.01,                   8.04,                   0.23,
2007-06-18,13050,,                   1.00,                   8.01,                   0.23,
2007-06-19,13300,,                   1.02,                   8.17,                   0.23,
2007-06-20,13050,,                   1.00,                   8.01,                   0.23,
2007-06-21,13450,,                   1.03,                   8.26,                   0.24,
2007-06-22,13300,,                   1.02,                   8.17,                   0.23,
2007-06-25,13550,,                   1.04,                   8.32,                   0.24,
2007-06-26,13800,,                   1.06,                   8.47,                   0.24,
2007-06-27,14600,,                   1.12,                   8.97,                   0.26,
2007-06-28,14600,,                   1.12,                   8.97,                   0.26,
2007-06-29,14400,,                   1.10,                   8.84,                   0.25,
2007-07-02,14150,,                   1.09,                   8.69,                   0.25,
2007-07-03,14600,,                   1.12,                   8.97,                   0.26,
2007-07-04,15000,,                   1.15,                   9.21,                   0.26,
2007-07-05,14950,,                   1.15,                   9.18,                   0.26,
2007-07-06,14950,,                   1.15,                   9.18,                   0.26,
2007-07-09,14750,,                   1.13,                   9.06,                   0.26,
2007-07-10,14850,,                   1.14,                   9.12,                   0.26,
2007-07-11,14450,,                   1.11,                   8.87,                   0.25,
2007-07-12,14450,,                   1.11,                   8.87,                   0.25,
2007-07-13,14600,,                   1.12,                   8.97,                   0.26,
2007-07-16,15150,,                   1.16,                   9.30,                   0.27,
2007-07-18,14700,,                   1.13,                   9.03,                   0.26,
2007-07-19,14700,,                   1.13,                   9.03,                   0.26,
2007-07-20,15050,,                   1.15,                   9.24,                   0.26,
2007-07-23,15000,,                   1.15,                   9.21,                   0.26,
2007-07-24,15250,,                   1.17,                   9.36,                   0.27,
2007-07-25,15350,,                   1.18,                   9.43,                   0.27,
2007-07-26,15200,,                   1.17,                   9.33,                   0.27,
2007-07-27,14550,,                   1.12,                   8.93,                   0.25,
2007-07-30,14100,,                   1.08,                   8.66,                   0.25,
2007-07-31,14050,,                   1.08,                   8.63,                   0.25,
2007-08-01,12550,,                   0.96,                   7.71,                   0.22,
