,종가(원),PER,PBR,PCR,PSR,배당수익률(%)
2007-01-02,67700,                  10.41,                   2.48,                   8.47,                   0.53,                   7.57
2007-01-03,67600,                  10.39,                   2.48,                   8.46,                   0.53,                   7.58
2007-01-04,67000,                  10.30,                   2.45,                   8.39,                   0.53,                   7.65
2007-01-05,66700,                  10.25,                   2.44,                   8.35,                   0.53,                   7.68
2007-01-08,66200,                  10.18,                   2.42,                   8.29,                   0.52,                   7.74
2007-01-09,65900,                  10.13,                   2.41,                   8.25,                   0.52,                   7.78
2007-01-10,64300,                   9.88,                   2.35,                   8.05,                   0.51,                   7.97
2007-01-11,65300,                  10.04,                   2.39,                   8.17,                   0.51,                   7.85
2007-01-12,64700,                   9.95,                   2.37,                   8.10,                   0.51,                   7.92
2007-01-15,64300,                   9.88,                   2.35,                   8.05,                   0.51,                   7.97
2007-01-16,64900,                   9.98,                   2.38,                   8.12,                   0.51,                   7.90
2007-01-17,64300,                   9.88,                   2.35,                   8.05,                   0.51,                   7.97
2007-01-18,66000,                  10.15,                   2.42,                   8.26,                   0.52,                   7.77
2007-01-19,65500,                  10.07,                   2.40,                   8.20,                   0.52,                   7.82
2007-01-22,65200,                  10.02,                   2.39,                   8.16,                   0.51,                   7.86
2007-01-23,65000,                   9.99,                   2.38,                   8.14,                   0.51,                   7.88
2007-01-24,64600,                   9.93,                   2.37,                   8.09,                   0.51,                   7.93
2007-01-25,64600,                   9.93,                   2.37,                   8.09,                   0.51,                   7.93
2007-01-26,64500,                   9.91,                   2.36,                   8.07,                   0.51,                   7.95
2007-01-29,64600,                   9.93,                   2.37,                   8.09,                   0.51,                   7.93
2007-01-30,65000,                   9.99,                   2.38,                   8.14,                   0.51,                   7.88
2007-01-31,65300,                  10.04,                   2.39,                   8.17,                   0.51,                   7.85
2007-02-01,66100,                  10.16,                   2.42,                   8.27,                   0.52,                   7.75
2007-02-02,65800,                  10.11,                   2.41,                   8.24,                   0.52,                   7.79
2007-02-05,65900,                  10.13,                   2.41,                   8.25,                   0.52,                   7.78
2007-02-06,66700,                  10.25,                   2.44,                   8.35,                   0.53,                   7.68
2007-02-07,66500,                  10.22,                   2.44,                   8.32,                   0.52,                   7.71
2007-02-08,66400,                  10.21,                   2.43,                   8.31,                   0.52,                   7.72
