,종가(원),PER,PBR,PCR,PSR,배당수익률(%)
2019-10-18,5510,,,,,
2019-10-21,7160,,,,,
2019-10-22,8930,,,,,
2019-10-23,7930,,,,,
2019-10-24,7800,,,,,
2019-10-25,7230,,,,,
2019-10-28,6800,,,,,
2019-10-29,6720,,,,,
2019-10-30,8040,,,,,
2019-10-31,7720,,,,,
2019-11-01,7860,,,,,
2019-11-04,7780,,,,,
2019-11-05,7480,,,,,
2019-11-06,7380,,,,,
2019-11-07,7280,,,,,
2019-11-08,7240,,,,,
2019-11-11,7300,,,,,
2019-11-12,7590,,,,,
2019-11-13,7930,,,,,
2019-11-14,7890,,,,,
2019-11-15,8840,,,,,
2019-11-18,9100,,,,,
2019-11-19,9410,,,,,
2019-11-20,9000,,,,,
2019-11-21,8620,,,,,
2019-11-22,8450,,,,,
2019-11-25,8630,,,,,
2019-11-26,8890,,,,,
2019-11-27,8600,,,,,
2019-11-28,8280,,,,,
2019-11-29,7870,,,,,
2019-12-02,7990,,,,,
2019-12-03,8310,,,,,
2019-12-04,7890,,,,,
2019-12-05,7940,,,,,
2019-12-06,7860,,,,,
2019-12-09,7810,,,,,
2019-12-10,7960,,,,,
2019-12-11,8290,,,,,
2019-12-12,8190,,,,,
2019-12-13,8300,,,,,
2019-12-16,8570,,,,,
2019-12-17,8150,,,,,
2019-12-18,8270,,,,,
2019-12-19,8290,,,,,
2019-12-20,8320,,,,,
2019-12-23,8280,,,,,
2019-12-24,8230,,,,,
2019-12-26,8250,,,,,
2019-12-27,8570,,,,,
2019-12-30,8760,,,,,
2020-01-02,8800,                  43.22,                   3.72,                  37.99,                   2.32,
2020-01-03,8690,                  42.68,                   3.67,                  37.52,                   2.29,
2020-01-06,8330,                  40.91,                   3.52,                  35.96,                   2.20,
2020-01-07,8210,                  40.32,                   3.47,                  35.45,                   2.16,
2020-01-08,7740,                  38.01,                   3.27,                  33.42,                   2.04,
2020-01-09,8050,                  39.53,                   3.40,                  34.75,                   2.12,
2020-01-10,8240,                  40.47,                   3.48,                  35.57,                   2.17,
2020-01-13,8140,                  39.97,                   3.44,                  35.14,                   2.15,
2020-01-14,8420,                  41.35,                   3.56,                  36.35,                   2.22,
2020-01-15,8300,                  40.76,                   3.51,                  35.83,                   2.19,
2020-01-16,8320,                  40.86,                   3.52,                  35.92,                   2.19,
2020-01-17,8340,                  40.96,                   3.52,                  36.00,                   2.20,
2020-01-20,8300,                  40.76,                   3.51,                  35.83,                   2.19,
2020-01-21,8250,                  40.52,                   3.49,                  35.62,                   2.17,
2020-01-22,8280,                  40.66,                   3.50,                  35.74,                   2.18,
2020-01-23,8480,                  41.65,                   3.58,                  36.61,                   2.24,
2020-01-28,8100,                  39.78,                   3.42,                  34.97,                   2.14,
2020-01-29,8100,                  39.78,                   3.42,                  34.97,                   2.14,
2020-01-30,7920,                  38.89,                   3.35,                  34.19,                   2.09,
2020-01-31,7510,                  36.88,                   3.17,                  32.42,                   1.98,
2020-02-03,7540,                  37.03,                   3.19,                  32.55,                   1.99,
2020-02-04,7850,                  38.55,                   3.32,                  33.89,                   2.07,
2020-02-05,7850,                  38.55,                   3.32,                  33.89,                   2.07,
2020-02-06,7990,                  39.24,                   3.38,                  34.49,                   2.11,
2020-02-07,7920,                  38.89,                   3.35,                  34.19,                   2.09,
2020-02-10,7840,                  38.50,                   3.31,                  33.85,                   2.07,
2020-02-11,7940,                  38.99,                   3.36,                  34.28,                   2.09,
2020-02-12,7870,                  38.65,                   3.33,                  33.98,                   2.07,
2020-02-13,7760,                  38.11,                   3.28,                  33.50,                   2.05,
2020-02-14,7780,                  38.21,                   3.29,                  33.59,                   2.05,
2020-02-17,7800,                  38.30,                   3.30,                  33.67,                   2.06,
2020-02-18,7670,                  37.67,                   3.24,                  33.11,                   2.02,
