,종가(원),PER,PBR,PCR,PSR,배당수익률(%)
2007-09-21,2040,                  18.49,                   2.28,                  11.35,                   0.68,
2007-09-27,2345,                  21.25,                   2.62,                  13.04,                   0.78,
2007-09-28,2465,                  22.34,                   2.76,                  13.71,                   0.82,
2007-10-01,2475,                  22.43,                   2.77,                  13.76,                   0.82,
2007-10-02,2280,                  20.66,                   2.55,                  12.68,                   0.75,
2007-10-04,2210,                  20.03,                   2.47,                  12.29,                   0.73,
2007-10-05,2150,                  19.48,                   2.41,                  11.96,                   0.71,
2007-10-08,2470,                  22.38,                   2.76,                  13.74,                   0.82,
2007-10-09,2480,                  22.48,                   2.78,                  13.79,                   0.82,
2007-10-10,2480,                  22.48,                   2.78,                  13.79,                   0.82,
2007-10-11,2760,                  25.01,                   3.09,                  15.35,                   0.91,
2007-10-12,3070,                  27.82,                   3.44,                  17.07,                   1.02,
2007-10-15,3530,                  31.99,                   3.95,                  19.63,                   1.17,
2007-10-16,4055,                  36.75,                   4.54,                  22.55,                   1.34,
2007-10-17,3985,                  36.11,                   4.46,                  22.16,                   1.32,
2007-10-18,3930,                  35.62,                   4.40,                  21.86,                   1.30,
2007-10-19,3750,                  33.99,                   4.20,                  20.86,                   1.24,
2007-10-22,3400,                  30.81,                   3.80,                  18.91,                   1.13,
2007-10-23,3910,                  35.44,                   4.38,                  21.74,                   1.29,
2007-10-24,4050,                  36.70,                   4.53,                  22.52,                   1.34,
2007-10-25,4655,                  42.19,                   5.21,                  25.89,                   1.54,
2007-10-26,4815,                  43.64,                   5.39,                  26.78,                   1.59,
2007-10-29,4615,                  41.82,                   5.16,                  25.67,                   1.53,
2007-10-30,4810,                  43.59,                   5.38,                  26.75,                   1.59,
2007-10-31,4700,                  42.59,                   5.26,                  26.14,                   1.56,
2007-11-01,4335,                  39.29,                   4.85,                  24.11,                   1.43,
2007-11-02,4420,                  40.06,                   4.95,                  24.58,                   1.46,
2007-11-05,4410,                  39.97,                   4.94,                  24.53,                   1.46,
2007-11-06,4420,                  40.06,                   4.95,                  24.58,                   1.46,
2007-11-07,4250,                  38.52,                   4.76,                  23.64,                   1.41,
2007-11-08,4150,                  37.61,                   4.64,                  23.08,                   1.37,
2007-11-09,3675,                  33.31,                   4.11,                  20.44,                   1.22,
2007-11-12,3265,                  29.59,                   3.65,                  18.16,                   1.08,
2007-11-13,3750,                  33.99,                   4.20,                  20.86,                   1.24,
2007-11-14,4310,                  39.06,                   4.82,                  23.97,                   1.43,
2007-11-15,4020,                  36.43,                   4.50,                  22.36,                   1.33,
2007-11-16,4040,                  36.61,                   4.52,                  22.47,                   1.34,
2007-11-19,3855,                  34.94,                   4.31,                  21.44,                   1.28,
2007-11-20,4020,                  36.43,                   4.50,                  22.36,                   1.33,
2007-11-21,3760,                  34.08,                   4.21,                  20.91,                   1.24,
2007-11-22,3805,                  34.48,                   4.26,                  21.16,                   1.26,
2007-11-23,3615,                  32.76,                   4.05,                  20.10,                   1.20,
2007-11-26,3950,                  35.80,                   4.42,                  21.97,                   1.31,
2007-11-27,3905,                  35.39,                   4.37,                  21.72,                   1.29,
2007-11-28,3750,                  33.99,                   4.20,                  20.86,                   1.24,
2007-11-29,3755,                  34.03,                   4.20,                  20.88,                   1.24,
2007-11-30,3760,                  34.08,                   4.21,                  20.91,                   1.24,
2007-12-03,3675,                  33.31,                   4.11,                  20.44,                   1.22,
2007-12-04,3600,                  32.63,                   4.03,                  20.02,                   1.19,
2007-12-05,3525,                  31.95,                   3.94,                  19.60,                   1.17,
2007-12-06,3400,                  30.81,                   3.80,                  18.91,                   1.13,
2007-12-07,3540,                  32.08,                   3.96,                  19.69,                   1.17,
2007-12-10,3345,                  30.31,                   3.74,                  18.60,                   1.11,
2007-12-11,3285,                  29.77,                   3.68,                  18.27,                   1.09,
2007-12-12,3165,                  28.68,                   3.54,                  17.60,                   1.05,
2007-12-13,3280,                  29.73,                   3.67,                  18.24,                   1.09,
2007-12-14,3190,                  28.91,                   3.57,                  17.74,                   1.06,
2007-12-17,2965,                  26.87,                   3.32,                  16.49,                   0.98,
2007-12-18,2990,                  27.10,                   3.35,                  16.63,                   0.99,
2007-12-20,3060,                  27.73,                   3.42,                  17.02,                   1.01,
2007-12-21,3000,                  27.19,                   3.36,                  16.68,                   0.99,
2007-12-24,2980,                  27.01,                   3.33,                  16.57,                   0.99,
2007-12-26,3005,                  27.23,                   3.36,                  16.71,                   0.99,
2007-12-27,3020,                  27.37,                   3.38,                  16.80,                   1.00,
2007-12-28,2990,                  27.10,                   3.35,                  16.63,                   0.99,
2008-01-02,2805,                   6.27,                   1.79,                   5.44,                   0.52,
2008-01-03,2815,                   6.29,                   1.79,                   5.46,                   0.52,
2008-01-04,2710,                   6.06,                   1.73,                   5.26,                   0.50,
2008-01-07,2625,                   5.87,                   1.67,                   5.09,                   0.49,
2008-01-08,2630,                   5.88,                   1.68,                   5.10,                   0.49,
2008-01-09,2770,                   6.19,                   1.76,                   5.37,                   0.51,
2008-01-10,2910,                   6.50,                   1.85,                   5.64,                   0.54,
2008-01-11,2715,                   6.07,                   1.73,                   5.27,                   0.50,
2008-01-14,2620,                   5.86,                   1.67,                   5.08,                   0.48,
2008-01-15,2525,                   5.64,                   1.61,                   4.90,                   0.47,
2008-01-16,2300,                   5.14,                   1.47,                   4.46,                   0.43,
2008-01-17,2300,                   5.14,                   1.47,                   4.46,                   0.43,
2008-01-18,2445,                   5.46,                   1.56,                   4.74,                   0.45,
2008-01-21,2295,                   5.13,                   1.46,                   4.45,                   0.42,
2008-01-22,2125,                   4.75,                   1.35,                   4.12,                   0.39,
2008-01-23,2185,                   4.88,                   1.39,                   4.24,                   0.40,
2008-01-24,2295,                   5.13,                   1.46,                   4.45,                   0.42,
2008-01-25,2235,                   5.00,                   1.42,                   4.33,                   0.41,
2008-01-28,2110,                   4.72,                   1.34,                   4.09,                   0.39,
2008-01-29,2015,                   4.50,                   1.28,                   3.91,                   0.37,
2008-01-30,1715,                   3.83,                   1.09,                   3.33,                   0.32,
2008-01-31,1970,                   4.40,                   1.25,                   3.82,                   0.36,
2008-02-01,1890,                   4.22,                   1.20,                   3.67,                   0.35,
2008-02-04,1930,                   4.31,                   1.23,                   3.74,                   0.36,
2008-02-05,1870,                   4.18,                   1.19,                   3.63,                   0.35,
2008-02-11,1815,                   4.06,                   1.16,                   3.52,                   0.34,
2008-02-12,1840,                   4.11,                   1.17,                   3.57,                   0.34,
2008-02-13,1785,                   3.99,                   1.14,                   3.46,                   0.33,
2008-02-14,2050,                   4.58,                   1.31,                   3.98,                   0.38,
2008-02-15,2195,                   4.91,                   1.40,                   4.26,                   0.41,
2008-02-18,2165,                   4.84,                   1.38,                   4.20,                   0.40,
2008-02-19,2200,                   4.92,                   1.40,                   4.27,                   0.41,
2008-02-20,2060,                   4.60,                   1.31,                   3.99,                   0.38,
2008-02-21,2030,                   4.54,                   1.29,                   3.94,                   0.38,
2008-02-22,2065,                   4.62,                   1.32,                   4.00,                   0.38,
2008-02-25,2150,                   4.81,                   1.37,                   4.17,                   0.40,
2008-02-26,2160,                   4.83,                   1.38,                   4.19,                   0.40,
2008-02-27,2200,                   4.92,                   1.40,                   4.27,                   0.41,
2008-02-28,2185,                   4.88,                   1.39,                   4.24,                   0.40,
2008-02-29,2205,                   4.93,                   1.40,                   4.28,                   0.41,
2008-03-03,2130,                   4.76,                   1.36,                   4.13,                   0.39,
2008-03-04,2090,                   4.67,                   1.33,                   4.05,                   0.39,
2008-03-05,2115,                   4.73,                   1.35,                   4.10,                   0.39,
2008-03-06,2365,                   5.29,                   1.51,                   4.59,                   0.44,
2008-03-07,2345,                   5.24,                   1.49,                   4.55,                   0.43,
2008-03-10,2090,                   4.67,                   1.33,                   4.05,                   0.39,
2008-03-11,2130,                   4.76,                   1.36,                   4.13,                   0.39,
2008-03-12,2110,                   4.72,                   1.34,                   4.09,                   0.39,
2008-03-13,2000,                   4.47,                   1.27,                   3.88,                   0.37,
2008-03-14,1855,                   4.15,                   1.18,                   3.60,                   0.34,
2008-03-17,1770,                   3.96,                   1.13,                   3.43,                   0.33,
2008-03-18,1795,                   4.01,                   1.14,                   3.48,                   0.33,
2008-03-19,1855,                   4.15,                   1.18,                   3.60,                   0.34,
2008-03-20,1815,                   4.06,                   1.16,                   3.52,                   0.34,
2008-03-21,1810,                   4.05,                   1.15,                   3.51,                   0.33,
2008-03-24,1830,                   4.09,                   1.17,                   3.55,                   0.34,
2008-03-25,1915,                   4.28,                   1.22,                   3.71,                   0.35,
2008-03-26,1985,                   4.44,                   1.26,                   3.85,                   0.37,
2008-03-27,2100,                   4.69,                   1.34,                   4.07,                   0.39,
2008-03-28,2135,                   4.77,                   1.36,                   4.14,                   0.39,
2008-03-31,2160,                   4.83,                   1.38,                   4.19,                   0.40,
2008-04-01,2035,                   4.55,                   1.30,                   3.95,                   0.38,
2008-04-02,2050,                   4.58,                   1.31,                   3.98,                   0.38,
2008-04-03,2060,                   4.60,                   1.31,                   3.99,                   0.38,
2008-04-04,2075,                   4.64,                   1.32,                   4.02,                   0.38,
2008-04-07,2170,                   4.85,                   1.38,                   4.21,                   0.40,
2008-04-08,2195,                   4.91,                   1.40,                   4.26,                   0.41,
2008-04-10,2220,                   4.96,                   1.41,                   4.31,                   0.41,
2008-04-11,2195,                   4.91,                   1.40,                   4.26,                   0.41,
2008-04-14,2105,                   4.70,                   1.34,                   4.08,                   0.39,
2008-04-15,2255,                   5.04,                   1.44,                   4.37,                   0.42,
2008-04-16,2345,                   5.24,                   1.49,                   4.55,                   0.43,
2008-04-17,2310,                   5.16,                   1.47,                   4.48,                   0.43,
2008-04-18,2395,                   5.35,                   1.53,                   4.64,                   0.44,
2008-04-21,2530,                   5.65,                   1.61,                   4.91,                   0.47,
2008-04-22,2625,                   5.87,                   1.67,                   5.09,                   0.49,
2008-04-23,2840,                   6.35,                   1.81,                   5.51,                   0.53,
2008-04-24,2735,                   6.11,                   1.74,                   5.30,                   0.51,
2008-04-25,2725,                   6.09,                   1.74,                   5.28,                   0.50,
2008-04-28,2580,                   5.77,                   1.64,                   5.00,                   0.48,
2008-04-29,2675,                   5.98,                   1.70,                   5.19,                   0.49,
2008-04-30,2610,                   5.83,                   1.66,                   5.06,                   0.48,
2008-05-02,2740,                   6.12,                   1.75,                   5.31,                   0.51,
2008-05-06,2890,                   6.46,                   1.84,                   5.60,                   0.53,
2008-05-07,2955,                   6.60,                   1.88,                   5.73,                   0.55,
2008-05-08,2935,                   6.56,                   1.87,                   5.69,                   0.54,
2008-05-09,2790,                   6.24,                   1.78,                   5.41,                   0.52,
2008-05-13,2760,                   6.17,                   1.76,                   5.35,                   0.51,
2008-05-14,2815,                   6.29,                   1.79,                   5.46,                   0.52,
2008-05-15,2835,                   6.34,                   1.81,                   5.50,                   0.52,
2008-05-16,2850,                   6.37,                   1.82,                   5.53,                   0.53,
2008-05-19,3115,                   6.96,                   1.98,                   6.04,                   0.58,
2008-05-20,3060,                   6.84,                   1.95,                   5.93,                   0.57,
2008-05-21,2915,                   6.52,                   1.86,                   5.65,                   0.54,
2008-05-22,2760,                   6.17,                   1.76,                   5.35,                   0.51,
2008-05-23,2630,                   5.88,                   1.68,                   5.10,                   0.49,
2008-05-26,2480,                   5.54,                   1.58,                   4.81,                   0.46,
2008-05-27,2600,                   5.81,                   1.66,                   5.04,                   0.48,
2008-05-28,2555,                   5.71,                   1.63,                   4.95,                   0.47,
2008-05-29,2645,                   5.91,                   1.68,                   5.13,                   0.49,
2008-05-30,2635,                   5.89,                   1.68,                   5.11,                   0.49,
2008-06-02,2710,                   6.06,                   1.73,                   5.26,                   0.50,
2008-06-03,2655,                   5.93,                   1.69,                   5.15,                   0.49,
2008-06-04,2695,                   6.02,                   1.72,                   5.23,                   0.50,
2008-06-05,2680,                   5.99,                   1.71,                   5.20,                   0.50,
2008-06-09,2545,                   5.69,                   1.62,                   4.94,                   0.47,
2008-06-10,2425,                   5.42,                   1.54,                   4.70,                   0.45,
2008-06-11,2460,                   5.50,                   1.57,                   4.77,                   0.46,
2008-06-12,2280,                   5.10,                   1.45,                   4.42,                   0.42,
2008-06-13,2085,                   4.66,                   1.33,                   4.04,                   0.39,
2008-06-16,1980,                   4.43,                   1.26,                   3.84,                   0.37,
2008-06-17,2020,                   4.51,                   1.29,                   3.92,                   0.37,
2008-06-18,2240,                   5.01,                   1.43,                   4.34,                   0.41,
2008-06-19,2155,                   4.82,                   1.37,                   4.18,                   0.40,
2008-06-20,2190,                   4.89,                   1.40,                   4.25,                   0.41,
2008-06-23,2160,                   4.83,                   1.38,                   4.19,                   0.40,
2008-06-24,2105,                   4.70,                   1.34,                   4.08,                   0.39,
2008-06-25,2165,                   4.84,                   1.38,                   4.20,                   0.40,
2008-06-26,2100,                   4.69,                   1.34,                   4.07,                   0.39,
2008-06-27,2125,                   4.75,                   1.35,                   4.12,                   0.39,
2008-06-30,2075,                   4.64,                   1.32,                   4.02,                   0.38,
2008-07-01,2010,                   4.49,                   1.28,                   3.90,                   0.37,
2008-07-02,1900,                   4.25,                   1.21,                   3.68,                   0.35,
2008-07-03,1905,                   4.26,                   1.21,                   3.69,                   0.35,
2008-07-04,1855,                   4.15,                   1.18,                   3.60,                   0.34,
2008-07-07,1875,                   4.19,                   1.19,                   3.64,                   0.35,
2008-07-08,1855,                   4.15,                   1.18,                   3.60,                   0.34,
2008-07-09,1885,                   4.21,                   1.20,                   3.66,                   0.35,
2008-07-10,2065,                   4.62,                   1.32,                   4.00,                   0.38,
2008-07-11,2065,                   4.62,                   1.32,                   4.00,                   0.38,
2008-07-14,2040,                   4.56,                   1.30,                   3.96,                   0.38,
2008-07-15,1915,                   4.28,                   1.22,                   3.71,                   0.35,
2008-07-16,2025,                   4.53,                   1.29,                   3.93,                   0.37,
2008-07-17,2060,                   4.60,                   1.31,                   3.99,                   0.38,
2008-07-18,2005,                   4.48,                   1.28,                   3.89,                   0.37,
2008-07-21,2115,                   4.73,                   1.35,                   4.10,                   0.39,
2008-07-22,2090,                   4.67,                   1.33,                   4.05,                   0.39,
2008-07-23,2130,                   4.76,                   1.36,                   4.13,                   0.39,
2008-07-24,2165,                   4.84,                   1.38,                   4.20,                   0.40,
2008-07-25,2155,                   4.82,                   1.37,                   4.18,                   0.40,
2008-07-28,2115,                   4.73,                   1.35,                   4.10,                   0.39,
2008-07-29,2015,                   4.50,                   1.28,                   3.91,                   0.37,
2008-07-30,2000,                   4.47,                   1.27,                   3.88,                   0.37,
2008-07-31,1950,                   4.36,                   1.24,                   3.78,                   0.36,
2008-08-01,1910,                   4.27,                   1.22,                   3.70,                   0.35,
2008-08-04,1825,                   4.08,                   1.16,                   3.54,                   0.34,
2008-08-05,1840,                   4.11,                   1.17,                   3.57,                   0.34,
2008-08-06,1890,                   4.22,                   1.20,                   3.67,                   0.35,
2008-08-07,1830,                   4.09,                   1.17,                   3.55,                   0.34,
2008-08-08,1840,                   4.11,                   1.17,                   3.57,                   0.34,
2008-08-11,1885,                   4.21,                   1.20,                   3.66,                   0.35,
2008-08-12,1905,                   4.26,                   1.21,                   3.69,                   0.35,
2008-08-13,1905,                   4.26,                   1.21,                   3.69,                   0.35,
2008-08-14,2065,                   4.62,                   1.32,                   4.00,                   0.38,
2008-08-18,2020,                   4.51,                   1.29,                   3.92,                   0.37,
2008-08-19,1925,                   4.30,                   1.23,                   3.73,                   0.36,
2008-08-20,1945,                   4.35,                   1.24,                   3.77,                   0.36,
2008-08-21,1850,                   4.14,                   1.18,                   3.59,                   0.34,
2008-08-22,1860,                   4.16,                   1.18,                   3.61,                   0.34,
2008-08-25,1830,                   4.09,                   1.17,                   3.55,                   0.34,
2008-08-26,1820,                   4.07,                   1.16,                   3.53,                   0.34,
2008-08-27,1870,                   4.18,                   1.19,                   3.63,                   0.35,
2008-08-28,1870,                   4.18,                   1.19,                   3.63,                   0.35,
2008-08-29,1875,                   4.19,                   1.19,                   3.64,                   0.35,
2008-09-01,1745,                   3.90,                   1.11,                   3.38,                   0.32,
2008-09-02,1655,                   3.70,                   1.05,                   3.21,                   0.31,
2008-09-03,1800,                   4.02,                   1.15,                   3.49,                   0.33,
2008-09-04,1790,                   4.00,                   1.14,                   3.47,                   0.33,
2008-09-05,1785,                   3.99,                   1.14,                   3.46,                   0.33,
2008-09-08,1885,                   4.21,                   1.20,                   3.66,                   0.35,
2008-09-09,1800,                   4.02,                   1.15,                   3.49,                   0.33,
