,종가(원),PER,PBR,PCR,PSR,배당수익률(%)
2007-01-02,57100,                  14.71,                   2.70,                  11.86,                   1.26,                   1.32
2007-01-03,55600,                  14.32,                   2.63,                  11.55,                   1.23,                   1.35
2007-01-04,55800,                  14.37,                   2.64,                  11.59,                   1.23,                   1.35
2007-01-05,54100,                  13.93,                   2.56,                  11.24,                   1.20,                   1.39
2007-01-08,53700,                  13.83,                   2.54,                  11.15,                   1.19,                   1.40
2007-01-09,55000,                  14.16,                   2.60,                  11.42,                   1.22,                   1.37
2007-01-10,55100,                  14.19,                   2.61,                  11.44,                   1.22,                   1.37
2007-01-11,55000,                  14.16,                   2.60,                  11.42,                   1.22,                   1.37
2007-01-12,55300,                  14.24,                   2.62,                  11.49,                   1.22,                   1.36
2007-01-15,55700,                  14.34,                   2.64,                  11.57,                   1.23,                   1.35
2007-01-16,56300,                  14.50,                   2.67,                  11.69,                   1.25,                   1.34
2007-01-17,55300,                  14.24,                   2.62,                  11.49,                   1.22,                   1.36
2007-01-18,56000,                  14.42,                   2.65,                  11.63,                   1.24,                   1.34
2007-01-19,56400,                  14.52,                   2.67,                  11.71,                   1.25,                   1.34
2007-01-22,54700,                  14.09,                   2.59,                  11.36,                   1.21,                   1.38
2007-01-23,54600,                  14.06,                   2.59,                  11.34,                   1.21,                   1.38
2007-01-24,54000,                  13.91,                   2.56,                  11.22,                   1.19,                   1.39
2007-01-25,53800,                  13.86,                   2.55,                  11.17,                   1.19,                   1.40
2007-01-26,53400,                  13.75,                   2.53,                  11.09,                   1.18,                   1.41
2007-01-29,53300,                  13.73,                   2.52,                  11.07,                   1.18,                   1.41
2007-01-30,53700,                  13.83,                   2.54,                  11.15,                   1.19,                   1.40
2007-01-31,52700,                  13.57,                   2.50,                  10.95,                   1.17,                   1.43
2007-02-01,53100,                  13.68,                   2.51,                  11.03,                   1.17,                   1.42
2007-02-02,53700,                  13.83,                   2.54,                  11.15,                   1.19,                   1.40
2007-02-05,53500,                  13.78,                   2.53,                  11.11,                   1.18,                   1.41
2007-02-06,53300,                  13.73,                   2.52,                  11.07,                   1.18,                   1.41
2007-02-07,53100,                  13.68,                   2.51,                  11.03,                   1.17,                   1.42
