,종가(원),PER,PBR,PCR,PSR,배당수익률(%)
2021-07-16,61000,                   9.25,                   7.61,                   9.13,                   3.38,
2021-07-19,59100,                   8.96,                   7.37,                   8.84,                   3.27,
2021-07-20,58400,                   8.85,                   7.29,                   8.74,                   3.23,
2021-07-21,57800,                   8.76,                   7.21,                   8.65,                   3.20,
2021-07-22,55000,                   8.34,                   6.86,                   8.23,                   3.04,
2021-07-23,57000,                   8.64,                   7.11,                   8.53,                   3.15,
2021-07-26,58900,                   8.93,                   7.35,                   8.81,                   3.26,
2021-07-27,58000,                   8.79,                   7.24,                   8.68,                   3.21,
2021-07-28,56400,                   8.55,                   7.04,                   8.44,                   3.12,
2021-07-29,55800,                   8.46,                   6.96,                   8.35,                   3.09,
2021-07-30,56400,                   8.55,                   7.04,                   8.44,                   3.12,
2021-08-02,55600,                   8.43,                   6.94,                   8.32,                   3.08,
2021-08-03,58300,                   8.84,                   7.27,                   8.72,                   3.23,
2021-08-04,58200,                   8.82,                   7.26,                   8.71,                   3.22,
2021-08-05,58800,                   8.91,                   7.34,                   8.80,                   3.25,
2021-08-06,57900,                   8.78,                   7.22,                   8.66,                   3.20,
2021-08-09,58300,                   8.84,                   7.27,                   8.72,                   3.23,
2021-08-10,61800,                   9.37,                   7.71,                   9.25,                   3.42,
2021-08-11,64100,                   9.72,                   8.00,                   9.59,                   3.55,
2021-08-12,61200,                   9.28,                   7.63,                   9.16,                   3.39,
2021-08-13,59000,                   8.94,                   7.36,                   8.83,                   3.27,
2021-08-17,56000,                   8.49,                   6.99,                   8.38,                   3.10,
2021-08-18,56200,                   8.52,                   7.01,                   8.41,                   3.11,
2021-08-19,55500,                   8.41,                   6.92,                   8.31,                   3.07,
2021-08-20,52600,                   7.97,                   6.56,                   7.87,                   2.91,
2021-08-23,50800,                   7.70,                   6.34,                   7.60,                   2.81,
2021-08-24,52400,                   7.94,                   6.54,                   7.84,                   2.90,
2021-08-25,51100,                   7.75,                   6.37,                   7.65,                   2.83,
2021-08-26,51200,                   7.76,                   6.39,                   7.66,                   2.83,
2021-08-27,52800,                   8.00,                   6.59,                   7.90,                   2.92,
2021-08-30,50700,                   7.69,                   6.32,                   7.59,                   2.81,
2021-08-31,49000,                   7.43,                   6.11,                   7.33,                   2.71,
2021-09-01,49100,                   7.44,                   6.13,                   7.35,                   2.72,
2021-09-02,46850,                   7.10,                   5.84,                   7.01,                   2.59,
2021-09-03,47150,                   7.15,                   5.88,                   7.06,                   2.61,
2021-09-06,45950,                   6.97,                   5.73,                   6.88,                   2.54,
2021-09-07,45750,                   6.93,                   5.71,                   6.85,                   2.53,
2021-09-08,42700,                   6.47,                   5.33,                   6.39,                   2.36,
2021-09-09,41850,                   6.34,                   5.22,                   6.26,                   2.32,
2021-09-10,40950,                   6.21,                   5.11,                   6.13,                   2.27,
2021-09-13,42800,                   6.49,                   5.34,                   6.40,                   2.37,
2021-09-14,44600,                   6.76,                   5.56,                   6.67,                   2.47,
2021-09-15,47900,                   7.26,                   5.98,                   7.17,                   2.65,
2021-09-16,47100,                   7.14,                   5.88,                   7.05,                   2.61,
2021-09-17,48250,                   7.31,                   6.02,                   7.22,                   2.67,
2021-09-23,49900,                   7.56,                   6.23,                   7.47,                   2.76,
2021-09-24,49350,                   7.48,                   6.16,                   7.38,                   2.73,
2021-09-27,47600,                   7.22,                   5.94,                   7.12,                   2.63,
2021-09-28,46700,                   7.08,                   5.83,                   6.99,                   2.58,
2021-09-29,45050,                   6.83,                   5.62,                   6.74,                   2.49,
2021-09-30,45150,                   6.84,                   5.63,                   6.76,                   2.50,
2021-10-01,44250,                   6.71,                   5.52,                   6.62,                   2.45,
2021-10-05,44850,                   6.80,                   5.60,                   6.71,                   2.48,
2021-10-06,42250,                   6.40,                   5.27,                   6.32,                   2.34,
2021-10-07,43400,                   6.58,                   5.41,                   6.49,                   2.40,
2021-10-08,43700,                   6.62,                   5.45,                   6.54,                   2.42,
2021-10-12,43500,                   6.59,                   5.43,                   6.51,                   2.41,
2021-10-13,44500,                   6.75,                   5.55,                   6.66,                   2.46,
2021-10-14,45700,                   6.93,                   5.70,                   6.84,                   2.53,
2021-10-15,46250,                   7.01,                   5.77,                   6.92,                   2.56,
2021-10-18,45900,                   6.96,                   5.73,                   6.87,                   2.54,
2021-10-19,46400,                   7.03,                   5.79,                   6.94,                   2.57,
2021-10-20,46450,                   7.04,                   5.79,                   6.95,                   2.57,
2021-10-21,45800,                   6.94,                   5.71,                   6.85,                   2.53,
2021-10-22,47000,                   7.12,                   5.86,                   7.03,                   2.60,
2021-10-25,45450,                   6.89,                   5.67,                   6.80,                   2.52,
2021-10-26,45600,                   6.91,                   5.69,                   6.82,                   2.52,
2021-10-27,45650,                   6.92,                   5.69,                   6.83,                   2.53,
2021-10-28,46150,                   7.00,                   5.76,                   6.91,                   2.55,
2021-10-29,45800,                   6.94,                   5.71,                   6.85,                   2.53,
2021-11-01,47300,                   7.17,                   5.90,                   7.08,                   2.62,
2021-11-02,47850,                   7.25,                   5.97,                   7.16,                   2.65,
2021-11-03,49850,                   7.56,                   6.22,                   7.46,                   2.76,
2021-11-04,48650,                   7.37,                   6.07,                   7.28,                   2.69,
2021-11-05,48700,                   7.38,                   6.08,                   7.29,                   2.70,
2021-11-08,46000,                   6.97,                   5.74,                   6.88,                   2.55,
2021-11-09,47150,                   7.15,                   5.88,                   7.06,                   2.61,
2021-11-10,46050,                   6.98,                   5.74,                   6.89,                   2.55,
2021-11-11,44400,                   6.73,                   5.54,                   6.64,                   2.46,
2021-11-12,49650,                   7.53,                   6.19,                   7.43,                   2.75,
2021-11-15,51600,                   7.82,                   6.44,                   7.72,                   2.86,
2021-11-16,53300,                   8.08,                   6.65,                   7.98,                   2.95,
2021-11-17,53600,                   8.12,                   6.69,                   8.02,                   2.97,
2021-11-18,53300,                   8.08,                   6.65,                   7.98,                   2.95,
2021-11-19,53700,                   8.14,                   6.70,                   8.04,                   2.97,
2021-11-22,51000,                   7.73,                   6.36,                   7.63,                   2.82,
2021-11-23,51100,                   7.75,                   6.37,                   7.65,                   2.83,
2021-11-24,51600,                   7.82,                   6.44,                   7.72,                   2.86,
2021-11-25,53000,                   8.03,                   6.61,                   7.93,                   2.93,
2021-11-26,58000,                   8.79,                   7.24,                   8.68,                   3.21,
2021-11-29,57300,                   8.69,                   7.15,                   8.57,                   3.17,
2021-11-30,58400,                   8.85,                   7.29,                   8.74,                   3.23,
2021-12-01,53000,                   8.03,                   6.61,                   7.93,                   2.93,
2021-12-02,51800,                   7.85,                   6.46,                   7.75,                   2.87,
2021-12-03,51200,                   7.76,                   6.39,                   7.66,                   2.83,
2021-12-06,52000,                   7.88,                   6.49,                   7.78,                   2.88,
2021-12-07,52100,                   7.90,                   6.50,                   7.80,                   2.88,
2021-12-08,53900,                   8.17,                   6.72,                   8.07,                   2.98,
2021-12-09,53400,                   8.09,                   6.66,                   7.99,                   2.96,
2021-12-10,53000,                   8.03,                   6.61,                   7.93,                   2.93,
2021-12-13,54600,                   8.28,                   6.81,                   8.17,                   3.02,
2021-12-14,55100,                   8.35,                   6.87,                   8.25,                   3.05,
2021-12-15,56000,                   8.49,                   6.99,                   8.38,                   3.10,
2021-12-16,56700,                   8.59,                   7.07,                   8.48,                   3.14,
2021-12-17,56300,                   8.53,                   7.02,                   8.42,                   3.12,
2021-12-20,56900,                   8.62,                   7.10,                   8.51,                   3.15,
