,종가(원),PER,PBR,PCR,PSR,배당수익률(%)
2007-01-02,37600,                   5.76,                   0.63,                   2.91,                   0.24,                   2.66
2007-01-03,38800,                   5.94,                   0.65,                   3.00,                   0.24,                   2.58
2007-01-04,38800,                   5.94,                   0.65,                   3.00,                   0.24,                   2.58
2007-01-05,38800,                   5.94,                   0.65,                   3.00,                   0.24,                   2.58
2007-01-08,39000,                   5.97,                   0.65,                   3.02,                   0.24,                   2.56
2007-01-09,39950,                   6.12,                   0.67,                   3.09,                   0.25,                   2.50
2007-01-10,40000,                   6.13,                   0.67,                   3.10,                   0.25,                   2.50
2007-01-11,39400,                   6.03,                   0.66,                   3.05,                   0.25,                   2.54
2007-01-12,39800,                   6.09,                   0.67,                   3.08,                   0.25,                   2.51
2007-01-15,39600,                   6.06,                   0.66,                   3.07,                   0.25,                   2.53
2007-01-16,38500,                   5.90,                   0.64,                   2.98,                   0.24,                   2.60
2007-01-17,38000,                   5.82,                   0.64,                   2.94,                   0.24,                   2.63
2007-01-18,38700,                   5.93,                   0.65,                   3.00,                   0.24,                   2.58
2007-01-19,38100,                   5.83,                   0.64,                   2.95,                   0.24,                   2.62
2007-01-22,39000,                   5.97,                   0.65,                   3.02,                   0.24,                   2.56
2007-01-23,39100,                   5.99,                   0.65,                   3.03,                   0.25,                   2.56
2007-01-24,39200,                   6.00,                   0.66,                   3.03,                   0.25,                   2.55
2007-01-25,40100,                   6.14,                   0.67,                   3.10,                   0.25,                   2.49
2007-01-26,39500,                   6.05,                   0.66,                   3.06,                   0.25,                   2.53
2007-01-29,39000,                   5.97,                   0.65,                   3.02,                   0.24,                   2.56
2007-01-30,38500,                   5.90,                   0.64,                   2.98,                   0.24,                   2.60
2007-01-31,38100,                   5.83,                   0.64,                   2.95,                   0.24,                   2.62
2007-02-01,39400,                   6.03,                   0.66,                   3.05,                   0.25,                   2.54
2007-02-02,39900,                   6.11,                   0.67,                   3.09,                   0.25,                   2.51
2007-02-05,39300,                   6.02,                   0.66,                   3.04,                   0.25,                   2.54
2007-02-06,39150,                   6.00,                   0.66,                   3.03,                   0.25,                   2.55
