,종가(원),PER,PBR,PCR,PSR,배당수익률(%)
2007-01-02,22100,                  28.65,                   1.97,                  12.35,                   0.70,                   1.30
2007-01-03,21600,                  28.00,                   1.92,                  12.07,                   0.68,                   1.33
2007-01-04,21450,                  27.81,                   1.91,                  11.98,                   0.68,                   1.34
2007-01-05,21250,                  27.55,                   1.89,                  11.87,                   0.67,                   1.36
2007-01-08,21200,                  27.48,                   1.89,                  11.84,                   0.67,                   1.36
2007-01-09,21050,                  27.29,                   1.87,                  11.76,                   0.66,                   1.37
2007-01-10,20750,                  26.90,                   1.85,                  11.59,                   0.65,                   1.39
2007-01-11,20600,                  26.70,                   1.83,                  11.51,                   0.65,                   1.40
2007-01-12,20500,                  26.57,                   1.82,                  11.45,                   0.65,                   1.41
2007-01-15,20400,                  26.44,                   1.81,                  11.40,                   0.64,                   1.41
2007-01-16,20400,                  26.44,                   1.81,                  11.40,                   0.64,                   1.41
2007-01-17,20700,                  26.83,                   1.84,                  11.57,                   0.65,                   1.39
2007-01-18,20750,                  26.90,                   1.85,                  11.59,                   0.65,                   1.39
2007-01-19,21000,                  27.22,                   1.87,                  11.73,                   0.66,                   1.37
2007-01-22,20800,                  26.96,                   1.85,                  11.62,                   0.66,                   1.39
2007-01-23,20450,                  26.51,                   1.82,                  11.43,                   0.64,                   1.41
2007-01-24,20700,                  26.83,                   1.84,                  11.57,                   0.65,                   1.39
2007-01-25,21000,                  27.22,                   1.87,                  11.73,                   0.66,                   1.37
2007-01-26,20950,                  27.16,                   1.86,                  11.71,                   0.66,                   1.38
2007-01-29,20750,                  26.90,                   1.85,                  11.59,                   0.65,                   1.39
2007-01-30,20950,                  27.16,                   1.86,                  11.71,                   0.66,                   1.38
2007-01-31,20750,                  26.90,                   1.85,                  11.59,                   0.65,                   1.39
2007-02-01,20800,                  26.96,                   1.85,                  11.62,                   0.66,                   1.39
2007-02-02,21800,                  28.26,                   1.94,                  12.18,                   0.69,                   1.32
2007-02-05,22400,                  29.04,                   1.99,                  12.52,                   0.71,                   1.29
2007-02-06,23200,                  30.07,                   2.06,                  12.96,                   0.73,                   1.24
2007-02-07,22800,                  29.56,                   2.03,                  12.74,                   0.72,                   1.26
2007-02-08,22850,                  29.62,                   2.03,                  12.77,                   0.72,                   1.26
2007-02-09,22750,                  29.49,                   2.02,                  12.71,                   0.72,                   1.27
2007-02-12,22800,                  29.56,                   2.03,                  12.74,                   0.72,                   1.26
2007-02-13,22750,                  29.49,                   2.02,                  12.71,                   0.72,                   1.27
2007-02-14,23200,                  30.07,                   2.06,                  12.96,                   0.73,                   1.24
2007-02-15,23200,                  30.07,                   2.06,                  12.96,                   0.73,                   1.24
2007-02-16,23400,                  30.33,                   2.08,                  13.07,                   0.74,                   1.23
2007-02-20,23200,                  30.07,                   2.06,                  12.96,                   0.73,                   1.24
2007-02-21,23050,                  29.88,                   2.05,                  12.88,                   0.73,                   1.25
2007-02-22,23850,                  30.92,                   2.12,                  13.33,                   0.75,                   1.21
2007-02-23,24250,                  31.43,                   2.16,                  13.55,                   0.76,                   1.19
2007-02-26,24800,                  32.15,                   2.21,                  13.86,                   0.78,                   1.16
2007-02-27,24000,                  31.11,                   2.13,                  13.41,                   0.76,                   1.20
2007-02-28,23100,                  29.94,                   2.05,                  12.91,                   0.73,                   1.25
2007-03-02,23700,                  30.72,                   2.11,                  13.24,                   0.75,                   1.22
2007-03-05,22750,                  29.49,                   2.02,                  12.71,                   0.72,                   1.27
2007-03-06,22850,                  29.62,                   2.03,                  12.77,                   0.72,                   1.26
2007-03-07,23250,                  30.14,                   2.07,                  12.99,                   0.73,                   1.24
2007-03-08,23350,                  30.27,                   2.08,                  13.05,                   0.74,                   1.23
2007-03-09,22950,                  29.75,                   2.04,                  12.82,                   0.72,                   1.26
2007-03-12,23000,                  29.81,                   2.05,                  12.85,                   0.73,                   1.25
2007-03-13,23100,                  29.94,                   2.05,                  12.91,                   0.73,                   1.25
2007-03-14,22450,                  29.10,                   2.00,                  12.54,                   0.71,                   1.28
2007-03-15,22750,                  29.49,                   2.02,                  12.71,                   0.72,                   1.27
2007-03-16,22750,                  29.49,                   2.02,                  12.71,                   0.72,                   1.27
2007-03-19,23550,                  30.53,                   2.09,                  13.16,                   0.74,                   1.22
