,종가(원),PER,PBR,PCR,PSR,배당수익률(%)
2007-01-02,260000,                   7.00,                   1.76,                   2.67,                   0.55,                   1.76
2007-01-03,253500,                   6.82,                   1.72,                   2.61,                   0.53,                   1.81
2007-01-04,248500,                   6.69,                   1.68,                   2.56,                   0.52,                   1.84
2007-01-05,251500,                   6.77,                   1.70,                   2.59,                   0.53,                   1.82
2007-01-08,254000,                   6.84,                   1.72,                   2.61,                   0.53,                   1.80
2007-01-09,260500,                   7.01,                   1.76,                   2.68,                   0.55,                   1.76
2007-01-10,260000,                   7.00,                   1.76,                   2.67,                   0.55,                   1.76
2007-01-11,265000,                   7.13,                   1.79,                   2.73,                   0.56,                   1.73
2007-01-12,268000,                   7.21,                   1.81,                   2.76,                   0.56,                   1.71
2007-01-15,263500,                   7.09,                   1.78,                   2.71,                   0.55,                   1.74
2007-01-16,263000,                   7.08,                   1.78,                   2.70,                   0.55,                   1.74
2007-01-17,264000,                   7.11,                   1.79,                   2.71,                   0.56,                   1.74
2007-01-18,265000,                   7.13,                   1.79,                   2.73,                   0.56,                   1.73
2007-01-19,262500,                   7.07,                   1.78,                   2.70,                   0.55,                   1.74
2007-01-22,260000,                   7.00,                   1.76,                   2.67,                   0.55,                   1.76
2007-01-23,260000,                   7.00,                   1.76,                   2.67,                   0.55,                   1.76
2007-01-24,260500,                   7.01,                   1.76,                   2.68,                   0.55,                   1.76
2007-01-25,260500,                   7.01,                   1.76,                   2.68,                   0.55,                   1.76
2007-01-26,254000,                   6.84,                   1.72,                   2.61,                   0.53,                   1.80
2007-01-29,246500,                   6.64,                   1.67,                   2.53,                   0.52,                   1.86
2007-01-30,248000,                   6.68,                   1.68,                   2.55,                   0.52,                   1.85
2007-01-31,247000,                   6.65,                   1.67,                   2.54,                   0.52,                   1.85
2007-02-01,254000,                   6.84,                   1.72,                   2.61,                   0.53,                   1.80
2007-02-02,254000,                   6.84,                   1.72,                   2.61,                   0.53,                   1.80
2007-02-05,252000,                   6.78,                   1.71,                   2.59,                   0.53,                   1.82
2007-02-06,255000,                   6.86,                   1.73,                   2.62,                   0.54,                   1.80
2007-02-07,263000,                   7.08,                   1.78,                   2.70,                   0.55,                   1.74
2007-02-08,269500,                   7.26,                   1.82,                   2.77,                   0.57,                   1.70
2007-02-09,257000,                   6.92,                   1.74,                   2.64,                   0.54,                   1.78
2007-02-12,253000,                   6.81,                   1.71,                   2.60,                   0.53,                   1.81
2007-02-13,258000,                   6.95,                   1.75,                   2.65,                   0.54,                   1.78
2007-02-14,258500,                   6.96,                   1.75,                   2.66,                   0.54,                   1.77
2007-02-15,249000,                   6.70,                   1.69,                   2.56,                   0.52,                   1.84
2007-02-16,253500,                   6.82,                   1.72,                   2.61,                   0.53,                   1.81
2007-02-20,246500,                   6.64,                   1.67,                   2.53,                   0.52,                   1.86
2007-02-21,243500,                   6.56,                   1.65,                   2.50,                   0.51,                   1.88
2007-02-22,234500,                   6.31,                   1.59,                   2.41,                   0.49,                   1.95
2007-02-23,226000,                   6.08,                   1.53,                   2.32,                   0.48,                   2.03
2007-02-26,240000,                   6.46,                   1.62,                   2.47,                   0.50,                   1.91
2007-02-27,234000,                   6.30,                   1.58,                   2.41,                   0.49,                   1.96
2007-02-28,229500,                   6.18,                   1.55,                   2.36,                   0.48,                   2.00
2007-03-02,237000,                   6.38,                   1.60,                   2.44,                   0.50,                   1.93
2007-03-05,226500,                   6.10,                   1.53,                   2.33,                   0.48,                   2.02
2007-03-06,228000,                   6.14,                   1.54,                   2.34,                   0.48,                   2.01
2007-03-07,239500,                   6.45,                   1.62,                   2.46,                   0.50,                   1.91
2007-03-08,240000,                   6.46,                   1.62,                   2.47,                   0.50,                   1.91
2007-03-09,248500,                   6.69,                   1.68,                   2.56,                   0.52,                   1.84
2007-03-12,245500,                   6.61,                   1.66,                   2.52,                   0.52,                   1.87
2007-03-13,241000,                   6.49,                   1.63,                   2.48,                   0.51,                   1.90
2007-03-14,240500,                   6.47,                   1.63,                   2.47,                   0.51,                   1.90
2007-03-15,240000,                   6.46,                   1.62,                   2.47,                   0.50,                   1.91
2007-03-16,230000,                   6.19,                   1.56,                   2.37,                   0.48,                   1.99
2007-03-19,231000,                   6.22,                   1.56,                   2.38,                   0.49,                   1.98
2007-03-20,230500,                   6.21,                   1.56,                   2.37,                   0.48,                   1.99
2007-03-21,227500,                   6.12,                   1.54,                   2.34,                   0.48,                   2.01
2007-03-22,231000,                   6.22,                   1.56,                   2.38,                   0.49,                   1.98
2007-03-23,231000,                   6.22,                   1.56,                   2.38,                   0.49,                   1.98
2007-03-26,227000,                   6.11,                   1.54,                   2.33,                   0.48,                   2.02
2007-03-27,223500,                   6.02,                   1.51,                   2.30,                   0.47,                   2.05
2007-03-28,221500,                   5.96,                   1.50,                   2.28,                   0.47,                   2.07
2007-03-29,227000,                   6.11,                   1.54,                   2.33,                   0.48,                   2.02
2007-03-30,233000,                   6.27,                   1.58,                   2.40,                   0.49,                   1.97
2007-04-02,231000,                   6.22,                   1.56,                   2.38,                   0.49,                   1.98
2007-04-03,227500,                   6.12,                   1.54,                   2.34,                   0.48,                   2.01
2007-04-04,225000,                   6.06,                   1.52,                   2.31,                   0.47,                   2.04
2007-04-05,223000,                   6.00,                   1.51,                   2.29,                   0.47,                   2.05
2007-04-06,223000,                   6.00,                   1.51,                   2.29,                   0.47,                   2.05
2007-04-09,228000,                   6.14,                   1.54,                   2.34,                   0.48,                   2.01
2007-04-10,224000,                   6.03,                   1.52,                   2.30,                   0.47,                   2.04
2007-04-11,233500,                   6.29,                   1.58,                   2.40,                   0.49,                   1.96
2007-04-12,235000,                   6.33,                   1.59,                   2.42,                   0.49,                   1.95
2007-04-13,253000,                   6.81,                   1.71,                   2.60,                   0.53,                   1.81
2007-04-16,264000,                   7.11,                   1.79,                   2.71,                   0.56,                   1.74
2007-04-17,264000,                   7.11,                   1.79,                   2.71,                   0.56,                   1.74
2007-04-18,265500,                   7.15,                   1.80,                   2.73,                   0.56,                   1.73
2007-04-19,260000,                   7.00,                   1.76,                   2.67,                   0.55,                   1.76
2007-04-20,269500,                   7.26,                   1.82,                   2.77,                   0.57,                   1.70
2007-04-23,273500,                   7.36,                   1.85,                   2.81,                   0.57,                   1.67
2007-04-24,267500,                   7.20,                   1.81,                   2.75,                   0.56,                   1.71
2007-04-25,256500,                   6.91,                   1.74,                   2.64,                   0.54,                   1.79
2007-04-26,250000,                   6.73,                   1.69,                   2.57,                   0.53,                   1.83
2007-04-27,253500,                   6.82,                   1.72,                   2.61,                   0.53,                   1.81
2007-04-30,254500,                   6.85,                   1.72,                   2.62,                   0.54,                   1.80
2007-05-02,262000,                   7.05,                   1.77,                   2.69,                   0.55,                   1.75
2007-05-03,265500,                   7.15,                   1.80,                   2.73,                   0.56,                   1.73
2007-05-04,263500,                   7.09,                   1.78,                   2.71,                   0.55,                   1.74
2007-05-07,262000,                   7.05,                   1.77,                   2.69,                   0.55,                   1.75
2007-05-08,263500,                   7.09,                   1.78,                   2.71,                   0.55,                   1.74
2007-05-09,265000,                   7.13,                   1.79,                   2.73,                   0.56,                   1.73
2007-05-10,261000,                   7.03,                   1.77,                   2.68,                   0.55,                   1.75
2007-05-11,254000,                   6.84,                   1.72,                   2.61,                   0.53,                   1.80
2007-05-14,255000,                   6.86,                   1.73,                   2.62,                   0.54,                   1.80
2007-05-15,252500,                   6.80,                   1.71,                   2.60,                   0.53,                   1.81
2007-05-16,267000,                   7.19,                   1.81,                   2.75,                   0.56,                   1.72
2007-05-17,277000,                   7.46,                   1.87,                   2.85,                   0.58,                   1.65
2007-05-18,273500,                   7.36,                   1.85,                   2.81,                   0.57,                   1.67
2007-05-21,269500,                   7.26,                   1.82,                   2.77,                   0.57,                   1.70
2007-05-22,262000,                   7.05,                   1.77,                   2.69,                   0.55,                   1.75
2007-05-23,255000,                   6.86,                   1.73,                   2.62,                   0.54,                   1.80
2007-05-25,257500,                   6.93,                   1.74,                   2.65,                   0.54,                   1.78
2007-05-28,266000,                   7.16,                   1.80,                   2.74,                   0.56,                   1.72
2007-05-29,259500,                   6.99,                   1.76,                   2.67,                   0.55,                   1.77
2007-05-30,259000,                   6.97,                   1.75,                   2.66,                   0.54,                   1.77
2007-05-31,263000,                   7.08,                   1.78,                   2.70,                   0.55,                   1.74
2007-06-01,274500,                   7.39,                   1.86,                   2.82,                   0.58,                   1.67
2007-06-04,271000,                   7.30,                   1.83,                   2.79,                   0.57,                   1.69
2007-06-05,271000,                   7.30,                   1.83,                   2.79,                   0.57,                   1.69
2007-06-07,295500,                   7.96,                   2.00,                   3.04,                   0.62,                   1.55
2007-06-08,296000,                   7.97,                   2.00,                   3.04,                   0.62,                   1.55
2007-06-11,303000,                   8.16,                   2.05,                   3.12,                   0.64,                   1.51
2007-06-12,300000,                   8.08,                   2.03,                   3.09,                   0.63,                   1.53
2007-06-13,305500,                   8.22,                   2.07,                   3.14,                   0.64,                   1.50
2007-06-14,310000,                   8.35,                   2.10,                   3.19,                   0.65,                   1.48
2007-06-15,313000,                   8.43,                   2.12,                   3.22,                   0.66,                   1.46
2007-06-18,311000,                   8.37,                   2.11,                   3.20,                   0.65,                   1.47
2007-06-19,312500,                   8.41,                   2.12,                   3.21,                   0.66,                   1.47
2007-06-20,310000,                   8.35,                   2.10,                   3.19,                   0.65,                   1.48
2007-06-21,300000,                   8.08,                   2.03,                   3.09,                   0.63,                   1.53
2007-06-22,287500,                   7.74,                   1.95,                   2.96,                   0.60,                   1.59
2007-06-25,280000,                   7.54,                   1.90,                   2.88,                   0.59,                   1.64
2007-06-26,277000,                   7.46,                   1.87,                   2.85,                   0.58,                   1.65
2007-06-27,281500,                   7.58,                   1.91,                   2.89,                   0.59,                   1.63
2007-06-28,288000,                   7.75,                   1.95,                   2.96,                   0.61,                   1.59
2007-06-29,276000,                   7.43,                   1.87,                   2.84,                   0.58,                   1.66
2007-07-02,284500,                   7.66,                   1.93,                   2.93,                   0.60,                   1.61
2007-07-03,284000,                   7.65,                   1.92,                   2.92,                   0.60,                   1.61
2007-07-04,280000,                   7.54,                   1.90,                   2.88,                   0.59,                   1.64
