,종가(원),PER,PBR,PCR,PSR,배당수익률(%)
2018-01-05,107500,,                   1.30,,                   9.56,
2018-01-08,101000,,                   1.22,,                   8.98,
2018-01-09,116000,,                   1.40,,                  10.31,
2018-01-10,114000,,                   1.37,,                  10.13,
2018-01-11,114000,,                   1.37,,                  10.13,
2018-01-12,118500,,                   1.43,,                  10.53,
2018-01-15,122000,,                   1.47,,                  10.85,
2018-01-16,120000,,                   1.45,,                  10.67,
2018-01-17,112500,,                   1.36,,                  10.00,
2018-01-18,111500,,                   1.34,,                   9.91,
2018-01-19,111000,,                   1.34,,                   9.87,
2018-01-22,109500,,                   1.32,,                   9.73,
2018-01-23,111000,,                   1.34,,                   9.87,
2018-01-24,115000,,                   1.39,,                  10.22,
2018-01-25,115000,,                   1.39,,                  10.22,
2018-01-26,112500,,                   1.36,,                  10.00,
2018-01-29,112000,,                   1.35,,                   9.96,
2018-01-30,115500,,                   1.39,,                  10.27,
2018-01-31,115000,,                   1.39,,                  10.22,
2018-02-01,112000,,                   1.35,,                   9.96,
2018-02-02,109000,,                   1.31,,                   9.69,
2018-02-05,102500,,                   1.23,,                   9.11,
2018-02-06,101500,,                   1.22,,                   9.02,
2018-02-07,99200,,                   1.20,,                   8.82,
2018-02-08,100000,,                   1.20,,                   8.89,
2018-02-09,100500,,                   1.21,,                   8.93,
2018-02-12,103000,,                   1.24,,                   9.16,
2018-02-13,107000,,                   1.29,,                   9.51,
2018-02-14,105000,,                   1.26,,                   9.33,
2018-02-19,109500,,                   1.32,,                   9.73,
2018-02-20,109500,,                   1.32,,                   9.73,
2018-02-21,113000,,                   1.36,,                  10.05,
2018-02-22,111000,,                   1.34,,                   9.87,
2018-02-23,113500,,                   1.37,,                  10.09,
2018-02-26,110000,,                   1.33,,                   9.78,
2018-02-27,109000,,                   1.31,,                   9.69,
2018-02-28,109000,,                   1.31,,                   9.69,
2018-03-02,106500,,                   1.28,,                   9.47,
2018-03-05,104500,,                   1.26,,                   9.29,
2018-03-06,105000,,                   1.26,,                   9.33,
2018-03-07,106000,,                   1.28,,                   9.42,
2018-03-08,109000,,                   1.31,,                   9.69,
2018-03-09,109000,,                   1.31,,                   9.69,
2018-03-12,109500,,                   1.32,,                   9.73,
2018-03-13,110500,,                   1.33,,                   9.82,
2018-03-14,113000,,                   1.36,,                  10.05,
2018-03-15,112000,,                   1.35,,                   9.96,
2018-03-16,110500,,                   1.33,,                   9.82,
2018-03-19,110500,,                   1.33,,                   9.82,
2018-03-20,108000,,                   1.30,,                   9.60,
2018-03-21,109000,,                   1.31,,                   9.69,
2018-03-22,110500,,                   1.33,,                   9.82,
2018-03-23,105000,,                   1.26,,                   9.33,
2018-03-26,105000,,                   1.26,,                   9.33,
2018-03-27,104500,,                   1.26,,                   9.29,
2018-03-28,102000,,                   1.23,,                   9.07,
2018-03-29,104000,,                   1.25,,                   9.25,
2018-03-30,105000,,                   1.26,,                   9.33,
2018-04-02,103500,,                   1.25,,                   9.20,
2018-04-03,104000,,                   1.25,,                   9.25,
2018-04-04,103000,,                   1.24,,                   9.16,
2018-04-05,101500,,                   1.22,,                   9.02,
2018-04-06,101500,,                   1.22,,                   9.02,
2018-04-09,105000,,                   1.26,,                   9.33,
2018-04-10,104500,,                   1.26,,                   9.29,
2018-04-11,107000,,                   1.29,,                   9.51,
2018-04-12,106500,,                   1.28,,                   9.47,
2018-04-13,106500,,                   1.28,,                   9.47,
2018-04-16,107000,,                   1.29,,                   9.51,
2018-04-17,106000,,                   1.28,,                   9.42,
2018-04-18,103500,,                   1.25,,                   9.20,
2018-04-19,102500,,                   1.23,,                   9.11,
2018-04-20,103000,,                   1.24,,                   9.16,
2018-04-23,106000,,                   1.28,,                   9.42,
2018-04-24,105000,,                   1.26,,                   9.33,
2018-04-25,105000,,                   1.26,,                   9.33,
2018-04-26,105000,,                   1.26,,                   9.33,
2018-04-27,102500,,                   1.23,,                   9.11,
2018-04-30,101500,,                   1.22,,                   9.02,
2018-05-02,100500,,                   1.21,,                   8.93,
2018-05-03,102500,,                   1.23,,                   9.11,
2018-05-04,100500,,                   1.21,,                   8.93,
2018-05-08,98700,,                   1.19,,                   8.77,
2018-05-09,98400,,                   1.19,,                   8.75,
2018-05-10,97700,,                   1.18,,                   8.69,
2018-05-11,98100,,                   1.18,,                   8.72,
2018-05-14,98000,,                   1.18,,                   8.71,
2018-05-15,96700,,                   1.16,,                   8.60,
2018-05-16,96600,,                   1.16,,                   8.59,
2018-05-17,94500,,                   1.14,,                   8.40,
2018-05-18,93800,,                   1.13,,                   8.34,
2018-05-21,91900,,                   1.11,,                   8.17,
2018-05-23,90200,,                   1.09,,                   8.02,
2018-05-24,87900,,                   1.06,,                   7.81,
2018-05-25,84500,,                   1.02,,                   7.51,
2018-05-28,85100,,                   1.03,,                   7.57,
2018-05-29,88600,,                   1.07,,                   7.88,
2018-05-30,87300,,                   1.05,,                   7.76,
2018-05-31,88900,,                   1.07,,                   7.90,
2018-06-01,88100,,                   1.06,,                   7.83,
2018-06-04,85700,,                   1.03,,                   7.62,
2018-06-05,86400,,                   1.04,,                   7.68,
2018-06-07,88000,,                   1.06,,                   7.82,
2018-06-08,88700,,                   1.07,,                   7.89,
2018-06-11,89700,,                   1.08,,                   7.97,
2018-06-12,90100,,                   1.09,,                   8.01,
