,종가(원),PER,PBR,PCR,PSR,배당수익률(%)
2007-09-28,230000,,,,,
2007-10-01,220000,,,,,
2007-10-02,245000,,,,,
2007-10-04,255000,,,,,
2007-10-05,252500,,,,,
2007-10-08,247000,,,,,
2007-10-09,239000,,,,,
2007-10-10,252000,,,,,
2007-10-11,256500,,,,,
2007-10-12,271000,,,,,
2007-10-15,273500,,,,,
2007-10-16,273000,,,,,
2007-10-17,268000,,,,,
2007-10-18,289500,,,,,
2007-10-19,289500,,,,,
2007-10-22,285000,,,,,
2007-10-23,297500,,,,,
2007-10-24,290500,,,,,
2007-10-25,291500,,,,,
2007-10-26,307500,,,,,
2007-10-29,302000,,,,,
2007-10-30,300000,,,,,
2007-10-31,298500,,,,,
2007-11-01,309500,,,,,
2007-11-02,299000,,,,,
2007-11-05,299500,,,,,
2007-11-06,290000,,,,,
2007-11-07,300000,,,,,
2007-11-08,275500,,,,,
2007-11-09,296500,,,,,
2007-11-12,287000,,,,,
2007-11-13,281000,,,,,
2007-11-14,281500,,,,,
2007-11-15,274000,,,,,
2007-11-16,276500,,,,,
2007-11-19,280000,,,,,
2007-11-20,268500,,,,,
2007-11-21,262500,,,,,
2007-11-22,267000,,,,,
2007-11-23,265000,,,,,
2007-11-26,265000,,,,,
2007-11-27,254000,,,,,
2007-11-28,265500,,,,,
2007-11-29,277000,,,,,
2007-11-30,282000,,,,,
2007-12-03,282500,,,,,
2007-12-04,282500,,,,,
2007-12-05,285000,,,,,
2007-12-06,282500,,,,,
2007-12-07,278000,,,,,
2007-12-10,285000,,,,,
2007-12-11,284500,,,,,
2007-12-12,283000,,,,,
2007-12-13,290000,,,,,
2007-12-14,288500,,,,,
2007-12-17,280000,,,,,
2007-12-18,288000,,,,,
2007-12-20,285000,,,,,
2007-12-21,285000,,,,,
2007-12-24,289000,,,,,
2007-12-26,294000,,,,,
2007-12-27,295000,,,,,
2007-12-28,296000,,,,,
2008-01-02,290500,                 209.00,                   5.52,                  52.79,                   2.71,
2008-01-03,297000,                 213.68,                   5.64,                  53.97,                   2.77,
2008-01-04,297000,                 213.68,                   5.64,                  53.97,                   2.77,
2008-01-07,285000,                 205.05,                   5.42,                  51.79,                   2.66,
2008-01-08,285000,                 205.05,                   5.42,                  51.79,                   2.66,
2008-01-09,284000,                 204.33,                   5.40,                  51.61,                   2.65,
2008-01-10,284500,                 204.69,                   5.41,                  51.70,                   2.65,
2008-01-11,272000,                 195.69,                   5.17,                  49.42,                   2.53,
2008-01-14,268500,                 193.18,                   5.10,                  48.79,                   2.50,
2008-01-15,270000,                 194.25,                   5.13,                  49.06,                   2.52,
2008-01-16,270500,                 194.61,                   5.14,                  49.15,                   2.52,
2008-01-17,270500,                 194.61,                   5.14,                  49.15,                   2.52,
2008-01-18,270500,                 194.61,                   5.14,                  49.15,                   2.52,
2008-01-21,269000,                 193.53,                   5.11,                  48.88,                   2.51,
2008-01-22,264000,                 189.94,                   5.02,                  47.97,                   2.46,
2008-01-23,276500,                 198.93,                   5.25,                  50.24,                   2.58,
2008-01-24,269000,                 193.53,                   5.11,                  48.88,                   2.51,
2008-01-25,259000,                 186.34,                   4.92,                  47.06,                   2.41,
2008-01-28,260500,                 187.42,                   4.95,                  47.34,                   2.43,
2008-01-29,269500,                 193.89,                   5.12,                  48.97,                   2.51,
2008-01-30,275500,                 198.21,                   5.23,                  50.06,                   2.57,
2008-01-31,288000,                 207.20,                   5.47,                  52.33,                   2.68,
2008-02-01,283500,                 203.97,                   5.39,                  51.51,                   2.64,
2008-02-04,295000,                 212.24,                   5.61,                  53.60,                   2.75,
2008-02-05,287000,                 206.49,                   5.45,                  52.15,                   2.67,
2008-02-11,286500,                 206.13,                   5.44,                  52.06,                   2.67,
2008-02-12,289500,                 208.28,                   5.50,                  52.60,                   2.70,
2008-02-13,289000,                 207.92,                   5.49,                  52.51,                   2.69,
2008-02-14,277000,                 199.29,                   5.26,                  50.33,                   2.58,
2008-02-15,273500,                 196.77,                   5.20,                  49.70,                   2.55,
2008-02-18,268500,                 193.18,                   5.10,                  48.79,                   2.50,
2008-02-19,275000,                 197.85,                   5.23,                  49.97,                   2.56,
2008-02-20,280000,                 201.45,                   5.32,                  50.88,                   2.61,
2008-02-21,283000,                 203.61,                   5.38,                  51.42,                   2.64,
2008-02-22,282000,                 202.89,                   5.36,                  51.24,                   2.63,
2008-02-25,275000,                 197.85,                   5.23,                  49.97,                   2.56,
2008-02-26,270500,                 194.61,                   5.14,                  49.15,                   2.52,
2008-02-27,272500,                 196.05,                   5.18,                  49.52,                   2.54,
2008-02-28,268000,                 192.82,                   5.09,                  48.70,                   2.50,
2008-02-29,268500,                 193.18,                   5.10,                  48.79,                   2.50,
2008-03-03,259000,                 186.34,                   4.92,                  47.06,                   2.41,
2008-03-04,259500,                 186.70,                   4.93,                  47.15,                   2.42,
2008-03-05,266500,                 191.74,                   5.06,                  48.43,                   2.48,
2008-03-06,260000,                 187.06,                   4.94,                  47.24,                   2.42,
2008-03-07,258000,                 185.62,                   4.90,                  46.88,                   2.40,
2008-03-10,264000,                 189.94,                   5.02,                  47.97,                   2.46,
