,종가(원),PER,PBR,PCR,PSR,배당수익률(%)
2007-01-02,114500,                  56.24,                  21.48,                  50.29,                  13.12,
2007-01-03,112200,                  55.11,                  21.05,                  49.28,                  12.86,
2007-01-04,117000,                  57.47,                  21.95,                  51.39,                  13.41,
2007-01-05,124300,                  61.05,                  23.32,                  54.60,                  14.24,
2007-01-08,121500,                  59.68,                  22.79,                  53.37,                  13.92,
2007-01-09,119500,                  58.69,                  22.42,                  52.49,                  13.69,
2007-01-10,118100,                  58.01,                  22.16,                  51.87,                  13.53,
2007-01-11,122000,                  59.92,                  22.89,                  53.59,                  13.98,
2007-01-12,120000,                  58.94,                  22.51,                  52.71,                  13.75,
2007-01-15,119400,                  58.64,                  22.40,                  52.45,                  13.68,
2007-01-16,118800,                  58.35,                  22.29,                  52.18,                  13.61,
2007-01-17,119000,                  58.45,                  22.32,                  52.27,                  13.64,
2007-01-18,123300,                  60.56,                  23.13,                  54.16,                  14.13,
2007-01-19,123000,                  60.41,                  23.07,                  54.03,                  14.10,
2007-01-22,119800,                  58.84,                  22.47,                  52.62,                  13.73,
2007-01-23,120500,                  59.19,                  22.61,                  52.93,                  13.81,
2007-01-24,126300,                  62.03,                  23.69,                  55.48,                  14.47,
2007-01-25,127000,                  62.38,                  23.83,                  55.78,                  14.55,
2007-01-26,129700,                  63.70,                  24.33,                  56.97,                  14.86,
2007-01-29,131000,                  64.34,                  24.58,                  57.54,                  15.01,
2007-01-30,127800,                  62.77,                  23.98,                  56.14,                  14.65,
2007-01-31,123700,                  60.76,                  23.21,                  54.34,                  14.18,
2007-02-01,128300,                  63.02,                  24.07,                  56.35,                  14.70,
2007-02-02,129000,                  63.36,                  24.20,                  56.66,                  14.78,
2007-02-05,131000,                  64.34,                  24.58,                  57.54,                  15.01,
2007-02-06,128000,                  62.87,                  24.01,                  56.22,                  14.67,
2007-02-07,130800,                  64.24,                  24.54,                  57.45,                  14.99,
2007-02-08,128400,                  63.07,                  24.09,                  56.40,                  14.71,
2007-02-09,129200,                  63.46,                  24.24,                  56.75,                  14.81,
2007-02-12,126800,                  62.28,                  23.79,                  55.70,                  14.53,
2007-02-13,124000,                  60.90,                  23.26,                  54.47,                  14.21,
2007-02-14,130500,                  64.10,                  24.48,                  57.32,                  14.96,
2007-02-15,134700,                  66.16,                  25.27,                  59.17,                  15.44,
2007-02-16,132600,                  65.13,                  24.88,                  58.24,                  15.20,
2007-02-20,134000,                  65.81,                  25.14,                  58.86,                  15.36,
2007-02-21,129700,                  63.70,                  24.33,                  56.97,                  14.86,
2007-02-22,129000,                  63.36,                  24.20,                  56.66,                  14.78,
2007-02-23,130000,                  63.85,                  24.39,                  57.10,                  14.90,
2007-02-26,136000,                  66.80,                  25.51,                  59.74,                  15.59,
2007-02-27,135500,                  66.55,                  25.42,                  59.52,                  15.53,
2007-02-28,129000,                  63.36,                  24.20,                  56.66,                  14.78,
2007-03-02,129900,                  63.80,                  24.37,                  57.06,                  14.89,
2007-03-05,123200,                  60.51,                  23.11,                  54.11,                  14.12,
2007-03-06,128300,                  63.02,                  24.07,                  56.35,                  14.70,
2007-03-07,130400,                  64.05,                  24.46,                  57.28,                  14.94,
2007-03-08,132100,                  64.88,                  24.78,                  58.02,                  15.14,
2007-03-09,132200,                  64.93,                  24.80,                  58.07,                  15.15,
2007-03-12,135100,                  66.36,                  25.34,                  59.34,                  15.48,
2007-03-13,138000,                  67.78,                  25.89,                  60.62,                  15.82,
2007-03-14,134100,                  65.86,                  25.16,                  58.90,                  15.37,
2007-03-15,136400,                  66.99,                  25.59,                  59.91,                  15.63,
2007-03-16,137400,                  67.49,                  25.78,                  60.35,                  15.75,
2007-03-19,139000,                  68.27,                  26.08,                  61.06,                  15.93,
2007-03-20,139700,                  68.62,                  26.21,                  61.36,                  16.01,
2007-03-21,138000,                  67.78,                  25.89,                  60.62,                  15.82,
2007-03-22,139000,                  68.27,                  26.08,                  61.06,                  15.93,
2007-03-23,135600,                  66.60,                  25.44,                  59.56,                  15.54,
2007-03-26,134300,                  65.96,                  25.19,                  58.99,                  15.39,
2007-03-27,133000,                  65.32,                  24.95,                  58.42,                  15.24,
2007-03-28,137300,                  67.44,                  25.76,                  60.31,                  15.73,
