,종가(원),PER,PBR,PCR,PSR,배당수익률(%)
2017-12-08,194000,,,,,
2017-12-11,248500,,,,,
2017-12-12,235000,,,,,
2017-12-13,235000,,,,,
2017-12-14,234000,,,,,
2017-12-15,236500,,,,,
2017-12-18,238000,,,,,
2017-12-19,227000,,,,,
2017-12-20,225500,,,,,
2017-12-21,220500,,,,,
2017-12-22,219500,,,,,
2017-12-26,219000,,,,,
2017-12-27,212500,,,,,
2017-12-28,210000,,,,,
2018-01-02,210500,,,,,
2018-01-03,202500,,,,,
2018-01-04,200500,,,,,
2018-01-05,200000,,,,,
2018-01-08,199000,,,,,
2018-01-09,206000,,,,,
2018-01-10,210500,,,,,
2018-01-11,208500,,,,,
2018-01-12,201500,,,,,
2018-01-15,206000,,,,,
2018-01-16,210000,,,,,
2018-01-17,218000,,,,,
2018-01-18,221000,,,,,
2018-01-19,215000,,,,,
2018-01-22,209000,,,,,
2018-01-23,214000,,,,,
2018-01-24,219000,,,,,
2018-01-25,218500,,,,,
2018-01-26,220000,,,,,
2018-01-29,227000,,,,,
2018-01-30,217500,,,,,
2018-01-31,220000,,,,,
2018-02-01,218000,,,,,
2018-02-02,214000,,,,,
2018-02-05,212000,,,,,
2018-02-06,209500,,,,,
2018-02-07,206500,,,,,
2018-02-08,206000,,,,,
2018-02-09,210500,,,,,
2018-02-12,210500,,,,,
2018-02-13,199000,,,,,
2018-02-14,187000,,,,,
2018-02-19,188000,,,,,
2018-02-20,186000,,,,,
2018-02-21,187000,,,,,
2018-02-22,178000,,,,,
2018-02-23,178000,,,,,
2018-02-26,172000,,,,,
2018-02-27,170000,,,,,
2018-02-28,174000,,,,,
2018-03-02,169000,,,,,
2018-03-05,167000,,,,,
2018-03-06,161500,,,,,
2018-03-07,157000,,,,,
2018-03-08,158500,,,,,
2018-03-09,163500,,,,,
2018-03-12,167500,,,,,
2018-03-13,168500,,,,,
2018-03-14,164500,,,,,
2018-03-15,167500,                 103.45,                   7.42,                  62.11,                   3.08,                   0.60
2018-03-16,169500,                 104.69,                   7.50,                  62.85,                   3.12,                   0.59
2018-03-19,164000,                 101.29,                   7.26,                  60.81,                   3.02,                   0.61
2018-03-20,162500,                 100.37,                   7.19,                  60.26,                   2.99,                   0.62
2018-03-21,163000,                 100.68,                   7.22,                  60.44,                   3.00,                   0.61
2018-03-22,165500,                 102.22,                   7.33,                  61.37,                   3.05,                   0.60
2018-03-23,161500,                  99.75,                   7.15,                  59.89,                   2.97,                   0.62
2018-03-26,155500,                  96.04,                   6.88,                  57.66,                   2.86,                   0.64
2018-03-27,155000,                  95.73,                   6.86,                  57.48,                   2.85,                   0.65
2018-03-28,154500,                  95.43,                   6.84,                  57.29,                   2.84,                   0.65
2018-03-29,152500,                  94.19,                   6.75,                  56.55,                   2.81,                   0.66
2018-03-30,169000,                 104.38,                   7.48,                  62.67,                   3.11,                   0.59
2018-04-02,169500,                 104.69,                   7.50,                  62.85,                   3.12,                   0.59
2018-04-03,179000,                 110.56,                   7.93,                  66.38,                   3.30,                   0.56
2018-04-04,176500,                 109.01,                   7.81,                  65.45,                   3.25,                   0.57
2018-04-05,171500,                 105.93,                   7.59,                  63.59,                   3.16,                   0.58
2018-04-06,174500,                 107.78,                   7.73,                  64.71,                   3.21,                   0.57
2018-04-09,186500,                 115.19,                   8.26,                  69.16,                   3.43,                   0.54
2018-04-10,178000,                 109.94,                   7.88,                  66.00,                   3.28,                   0.56
2018-04-11,179000,                 110.56,                   7.93,                  66.38,                   3.30,                   0.56
2018-04-12,179000,                 110.56,                   7.93,                  66.38,                   3.30,                   0.56
2018-04-13,176500,                 109.01,                   7.81,                  65.45,                   3.25,                   0.57
2018-04-16,175000,                 108.09,                   7.75,                  64.89,                   3.22,                   0.57
2018-04-17,174500,                 107.78,                   7.73,                  64.71,                   3.21,                   0.57
2018-04-18,177500,                 109.63,                   7.86,                  65.82,                   3.27,                   0.56
2018-04-19,171500,                 105.93,                   7.59,                  63.59,                   3.16,                   0.58
2018-04-20,177000,                 109.32,                   7.84,                  65.63,                   3.26,                   0.56
2018-04-23,186500,                 115.19,                   8.26,                  69.16,                   3.43,                   0.54
2018-04-24,181500,                 112.10,                   8.04,                  67.30,                   3.34,                   0.55
2018-04-25,185500,                 114.57,                   8.21,                  68.79,                   3.42,                   0.54
2018-04-26,182500,                 112.72,                   8.08,                  67.67,                   3.36,                   0.55
2018-04-27,179000,                 110.56,                   7.93,                  66.38,                   3.30,                   0.56
2018-04-30,191000,                 117.97,                   8.46,                  70.83,                   3.52,                   0.52
2018-05-02,206500,                 127.54,                   9.14,                  76.57,                   3.80,                   0.48
2018-05-03,200000,                 123.53,                   8.86,                  74.16,                   3.68,                   0.50
2018-05-04,199000,                 122.91,                   8.81,                  73.79,                   3.66,                   0.50
2018-05-08,200000,                 123.53,                   8.86,                  74.16,                   3.68,                   0.50
