,종가(원),PER,PBR,PCR,PSR,배당수익률(%)
2017-07-07,82300,,,,,
2017-07-10,88000,,,,,
2017-07-11,82800,,,,,
2017-07-12,83500,,,,,
2017-07-13,81600,,,,,
2017-07-14,81000,,,,,
2017-07-17,82200,,,,,
2017-07-18,83300,,,,,
2017-07-19,84600,,,,,
2017-07-20,80500,,,,,
2017-07-21,81200,,,,,
2017-07-24,83000,,,,,
2017-07-25,83300,,,,,
2017-07-26,85100,,,,,
2017-07-27,84200,,,,,
2017-07-28,84800,,,,,
2017-07-31,82100,,,,,
2017-08-01,83500,,,,,
2017-08-02,82900,,,,,
2017-08-03,83700,,,,,
2017-08-04,85300,,,,,
2017-08-07,85600,,,,,
2017-08-08,85000,,,,,
2017-08-09,85600,,,,,
2017-08-10,85300,,,,,
2017-08-11,86500,,,,,
2017-08-14,89400,,,,,
2017-08-16,95300,,,,,
2017-08-17,92200,,,,,
2017-08-18,95400,,,,,
2017-08-21,92500,,,,,
2017-08-22,93600,,,,,
2017-08-23,94300,,,,,
2017-08-24,93900,,,,,
2017-08-25,92200,,,,,
2017-08-28,89600,,,,,
2017-08-29,90800,,,,,
2017-08-30,90300,,,,,
2017-08-31,87300,,,,,
2017-09-01,87400,,,,,
2017-09-04,86400,,,,,
2017-09-05,85200,,,,,
2017-09-06,86300,,,,,
2017-09-07,86900,,,,,
2017-09-08,87300,,,,,
2017-09-11,91700,,,,,
2017-09-12,92500,,,,,
2017-09-13,93300,,,,,
2017-09-14,96000,,,,,
2017-09-15,96600,,,,,
2017-09-18,97000,,,,,
2017-09-19,97100,,,,,
2017-09-20,97500,,,,,
2017-09-21,99100,,,,,
2017-09-22,99400,,,,,
2017-09-25,95900,,,,,
2017-09-26,99000,,,,,
2017-09-27,98000,,,,,
2017-09-28,95100,,,,,
2017-09-29,97000,,,,,
2017-10-10,95000,,,,,
2017-10-11,91000,,,,,
2017-10-12,94000,,,,,
2017-10-13,94300,,,,,
2017-10-16,94800,,,,,
2017-10-17,93800,,,,,
2017-10-18,93800,,,,,
2017-10-19,93000,,,,,
2017-10-20,94700,,,,,
2017-10-23,93100,,,,,
2017-10-24,95600,,,,,
2017-10-25,94600,,,,,
2017-10-26,100500,,,,,
2017-10-27,100500,,,,,
2017-10-30,105500,,,,,
2017-10-31,106000,,,,,
2017-11-01,105500,,,,,
2017-11-02,108000,,,,,
2017-11-03,113500,,,,,
2017-11-06,116500,,,,,
2017-11-07,116000,,,,,
2017-11-08,116500,,,,,
2017-11-09,116500,,,,,
2017-11-10,120500,,,,,
2017-11-13,123500,,,,,
2017-11-14,122000,,,,,
2017-11-15,125000,,,,,
2017-11-16,121000,,,,,
2017-11-17,121000,,,,,
2017-11-20,124000,,,,,
2017-11-21,122000,,,,,
2017-11-22,121500,,,,,
2017-11-23,119500,,,,,
2017-11-24,113000,,,,,
2017-11-27,118000,,,,,
2017-11-28,127000,,,,,
2017-11-29,125000,,,,,
2017-11-30,114500,,,,,
2017-12-01,120000,,,,,
2017-12-04,118500,,,,,
2017-12-05,116500,,,,,
2017-12-06,112000,,,,,
2017-12-07,115000,,,,,
2017-12-08,114000,,,,,
2017-12-11,118500,,,,,
2017-12-12,118500,,,,,
2017-12-13,117500,,,,,
2017-12-14,116500,,,,,
2017-12-15,117000,,,,,
2017-12-18,119500,,,,,
2017-12-19,117500,,,,,
2017-12-20,116000,,,,,
2017-12-21,111000,,,,,
2017-12-22,113500,,,,,
2017-12-26,108500,,,,,
2017-12-27,105000,,,,,
2017-12-28,104500,,,,,
