,종가(원),PER,PBR,PCR,PSR,배당수익률(%)
2007-01-02,44000,                  59.90,                   1.93,                  10.80,                   0.38,                   0.88
2007-01-03,43000,                  58.54,                   1.88,                  10.55,                   0.37,                   0.90
2007-01-04,43500,                  59.22,                   1.90,                  10.68,                   0.37,                   0.89
2007-01-05,42500,                  57.86,                   1.86,                  10.43,                   0.37,                   0.91
2007-01-08,41300,                  56.22,                   1.81,                  10.14,                   0.36,                   0.94
2007-01-09,41800,                  56.90,                   1.83,                  10.26,                   0.36,                   0.93
2007-01-10,41000,                  55.82,                   1.80,                  10.06,                   0.35,                   0.95
2007-01-11,41800,                  56.90,                   1.83,                  10.26,                   0.36,                   0.93
2007-01-12,44000,                  59.90,                   1.93,                  10.80,                   0.38,                   0.88
2007-01-15,45450,                  61.87,                   1.99,                  11.16,                   0.39,                   0.85
2007-01-16,44850,                  61.06,                   1.96,                  11.01,                   0.39,                   0.86
2007-01-17,43600,                  59.35,                   1.91,                  10.70,                   0.37,                   0.89
2007-01-18,43800,                  59.63,                   1.92,                  10.75,                   0.38,                   0.89
2007-01-19,42200,                  57.45,                   1.85,                  10.36,                   0.36,                   0.92
2007-01-22,41500,                  56.49,                   1.82,                  10.19,                   0.36,                   0.93
2007-01-23,42100,                  57.31,                   1.84,                  10.33,                   0.36,                   0.92
2007-01-24,42950,                  58.47,                   1.88,                  10.54,                   0.37,                   0.90
2007-01-25,43900,                  59.76,                   1.92,                  10.78,                   0.38,                   0.88
2007-01-26,43800,                  59.63,                   1.92,                  10.75,                   0.38,                   0.89
2007-01-29,44050,                  59.97,                   1.93,                  10.81,                   0.38,                   0.88
2007-01-30,44600,                  60.72,                   1.95,                  10.95,                   0.38,                   0.87
2007-01-31,44600,                  60.72,                   1.95,                  10.95,                   0.38,                   0.87
2007-02-01,44000,                  59.90,                   1.93,                  10.80,                   0.38,                   0.88
2007-02-02,44000,                  59.90,                   1.93,                  10.80,                   0.38,                   0.88
2007-02-05,44700,                  60.85,                   1.96,                  10.97,                   0.38,                   0.87
2007-02-06,46300,                  63.03,                   2.03,                  11.36,                   0.40,                   0.84
2007-02-07,45900,                  62.49,                   2.01,                  11.27,                   0.39,                   0.84
2007-02-08,45300,                  61.67,                   1.98,                  11.12,                   0.39,                   0.86
2007-02-09,45100,                  61.40,                   1.97,                  11.07,                   0.39,                   0.86
2007-02-12,44000,                  59.90,                   1.93,                  10.80,                   0.38,                   0.88
