,PER,PBR,PCR,PSR,배당수익률,정상영업이익증가율,순이익증가율,매출액증가율,1주당순이익,부채비율,매출액정상영업이익률,소형주,외국인 순매수 강도
2007-06-01,20.190000000000005,1.985,15.961290322580645,3.201774193548388,0.6469354838709678,,,,,38.34598762,12.453614009999999,0.08408673852828286,-0.19037771473310203
2007-09-01,21.09903225806452,2.0743548387096773,16.679999999999996,3.345645161290322,0.6220967741935484,,,,5882.0,-5.715987621,2.376385986,0.08277289994780106,1.1359325530634194
2007-12-01,25.5245,2.5090000000000003,20.17733333333333,4.047,0.5108333333333334,-27.83566395,-20.66655413,-0.33200173099999997,-5882.0,-2.8525072639999998,-0.94107902,0.0821895609667065,-0.5702130769413949
2008-03-01,27.72435483870968,2.725967741935485,21.916290322580643,4.396935483870967,0.4720967741935484,27.83566395,20.66655413,0.33200173099999997,9530.0,2.042507264,0.63107902,0.08236769649915222,-0.09672769677014419
2008-06-01,19.79393442622951,2.356393442622952,16.030163934426227,3.694918032786885,0.5081967213114754,-14.74380002999999,120.33302689999998,3.923034022,3171.0,29.636922679999998,13.33469527,0.08166361296084458,-0.15731563727703035
2008-09-01,21.915666666666663,2.6090000000000004,17.747999999999998,4.091,0.4591666666666666,30.23380003,-100.52302689999999,19.46696598,3505.0,-2.046922677,0.545304726,0.08171486994288998,0.20730998388753777
2008-12-01,21.7271875,2.5859375,17.5946875,4.05515625,0.4628124999999999,-15.571319729999999,11.90153351999999,0.33197126,3909.0,-8.721913456,-0.61077580499999,0.0819111537903499,1.361148968773984
2009-03-01,21.12746031746033,2.515079365079365,17.109999999999996,3.943968253968254,0.4785714285714286,15.91131973,4.74846648,0.17802873999999,2086.0,1.571913456,0.310775805,0.08183236446475106,0.0769554030187863
2009-06-01,15.661967213114751,2.21344262295082,13.246885245901636,3.219672131147541,0.4965573770491803,-22.91728107,56.49068275,-8.636276558,3590.0,18.3636704,12.1190698,0.08240143572739184,-0.3490870928579164
2009-09-01,14.388412698412704,2.033809523809524,12.16920634920635,2.958412698412699,0.5403174603174604,23.17728107,-52.62068275,19.39627656,3004.0,-1.20367039599999,0.45093020199999995,0.08204194304495054,3.049943139052509
2009-12-01,15.165303030303033,2.1433333333333326,12.826969696969698,3.117121212121212,0.5127272727272727,-7.048802180999999,-4.142550097,-4.456798514,2869.0,-2.232658336,0.023045157,0.0822062976268609,0.7475651868924452
2010-03-01,14.791587301587304,2.08984126984127,12.51142857142857,3.041587301587302,0.5250793650793651,10.85880217999999,-2.837449903,-0.483201486,1944.0,2.342658336,0.7569548429999999,0.08258811512611337,0.10481435093102076
