,PER,PBR,PCR,PSR,배당수익률,정상영업이익증가율,순이익증가율,매출액증가율,1주당순이익,부채비율,매출액정상영업이익률,소형주,외국인 순매수 강도
2007-06-01,9.61387096774194,1.0045161290322582,2.5301612903225803,0.6972580645161293,4.549032258064517,813.8755606,374.3765989,79.9762004,,108.5473932,17.83350367999999,0.07142916776278356,-0.09028222779666702
2007-09-01,9.392096774193549,0.9814516129032258,2.4712903225806446,0.6808064516129031,4.657258064516128,-813.8755606,-374.3765989,-79.9762004,2886.0,2.532606759,-2.74350368,0.07130584793966309,-0.3343222252963743
2007-12-01,9.641833333333334,1.007,2.5373333333333323,0.6988333333333332,4.535333333333333,-11.28808587,13.60526174,-2.124801729,-2886.0,-9.419276904,-1.2716652389999998,0.07095656625974196,-0.10137519218951203
2008-03-01,10.350967741935484,1.0811290322580644,2.7232258064516133,0.7496774193548389,4.2491935483870975,11.28808587,-13.60526174,2.124801729,5112.0,14.959276899999999,-4.468334761,0.07095094870318241,-0.2889725969891121
2008-06-01,12.658196721311477,1.0411475409836068,2.8377049180327867,0.715737704918033,4.172622950819672,-34.99291456,-51.58056497,-69.52848252,756.0,104.31431630000002,11.22487705,0.07112152987050654,0.2804253353044828
2008-09-01,12.2615,1.008,2.7478333333333333,0.6943333333333332,4.3085,12.75291456,4.010564975,69.95848252,789.0,-1.464316302,0.46512295199999,0.07155727231743426,-1.183242350718345
2008-12-01,11.295625,0.92875,2.53171875,0.6390625,4.67765625,-10.38898863,0.5400859649999901,-3.8154257150000004,798.0,4.90086257,-0.128322609,0.07249234709995657,-0.1544367375611537
2009-03-01,9.470158730158726,0.7787301587301588,2.122698412698413,0.535873015873016,5.615396825396825,14.428988630000001,-10.38008597,8.665425715,-126.0,27.98913743,-4.2916773909999995,0.07203487436563144,-0.6178196125666734
2009-06-01,23.8344262295082,0.8444262295081967,2.580983606557377,0.5452459016393443,2.871147540983608,-3.317315067,274.3000429,-74.16756047,693.0,120.8533882,13.86451198,0.07250890686765077,-2.7254914717160315
2009-09-01,22.500952380952384,0.7966666666666666,2.437777777777778,0.5152380952380954,3.041111111111112,10.067315069999989,-184.9700429,79.85756047,2239.0,21.57661179,-2.0645119789999997,0.07229739009774423,0.6885028127860645
2009-12-01,23.748636363636365,0.8406060606060606,2.572121212121212,0.5440909090909092,2.880606060606061,13.65477206,-22.95535222999999,35.26381353,1497.0,-14.578468250000002,-1.394955608,0.07219043433759319,0.9575843525655094
2010-03-01,24.24301587301587,0.8590476190476193,2.625714285714286,0.5552380952380952,2.820317460317461,-52.71477206,-56.36464777,-40.93381353,-2175.0,21.69846825,-5.485044392,0.07140719521832105,-0.6188580660732415
2010-06-01,24.75,1.0657377049180328,3.1759016393442625,0.6229508196721313,4.334918032786885,-384.0249549,-210.4351383,-43.204818509999996,1532.0,130.3027286,11.46119464,0.07134422237049913,0.6979924139054628
2010-09-01,25.05903225806452,1.0788709677419357,3.215645161290323,0.6311290322580645,4.2740322580645165,438.3249549,230.6751383,97.98481851000001,1413.0,-2.74272859,0.308805362,0.07175961426792626,-0.005735107994546316
2010-12-01,23.097142857142856,0.9934920634920632,2.9638095238095232,0.581111111111111,4.636349206349205,-1.15231319,2.011284376,4.952183388,1441.0,-4.943514318,-0.145575502,0.07142086476220107,-0.006003550208506014
2011-03-01,24.69353846153846,1.062923076923077,3.168923076923077,0.6223076923076922,4.337076923076923,54.61231319000001,139.6187156,-56.28218338999999,942.0,14.67351432,-1.7444244979999999,0.07204296483455658,-0.07625439110277181
2011-06-01,8.245,0.8840000000000001,2.356166666666667,0.5258333333333333,5.9075,180.0652486,123.77965959999999,0.368154329,,144.26760729999998,13.69347267,0.07238597107022314,0.0034865255583282884
2011-09-01,7.713548387096774,0.8266129032258066,2.204032258064516,0.4912903225806451,6.30241935483871,-180.0652486,-123.77965959999999,-0.368154329,3980.0,-1.957607251,-2.833472666,0.0724484462724087,-0.24354342390781536
2011-12-01,7.627142857142856,0.8169841269841269,2.17936507936508,0.4861904761904761,6.380317460317461,20.89701806,-39.20240586,-6.075671107,-3980.0,-1.503095912,-0.164238098,0.07259874242207363,0.012332628388314745
2012-03-01,7.405714285714287,0.7939682539682541,2.116190476190476,0.4725396825396824,6.56015873015873,-22.59701806,50.832405859999994,14.26567111,5946.0,15.10309591,-1.7157619020000001,0.07317919932819938,0.046520939250345374
2012-06-01,5.945967741935484,0.6803225806451614,1.938064516129032,0.4041935483870967,6.074354838709678,89.05025213,84.90611404,-9.739830169,,166.0272122,9.981774142999999,0.07378557217139235,-0.7802948942839962
2012-09-01,5.31639344262295,0.6072131147540983,1.7321311475409835,0.3614754098360656,6.797868852459016,-106.99025210000002,-122.22611400000001,18.32983017,2493.0,-12.63721215,-1.771774143,0.07305654119814205,0.3898024606534105
2012-12-01,6.081406250000001,0.69453125,1.981875,0.41375,5.9496875,44.93925928,56.4440971,12.923150210000001,-2493.0,2.449085534,0.018480121999999998,0.07253131984245448,0.4303533523058183
