,회사명,거래소코드,회계년도,정상영업이익증가율,순이익증가율,매출액증가율,1주당순이익,부채비율,매출액정상영업이익률,,회계연도
42,(주)KB금융지주,105560,2014,,,,,,,,2014-06
43,(주)KB금융지주,105560,2015,,,,,,,,2015-06
44,(주)KB금융지주,105560,2016,,,,,,,,2016-06
45,(주)KB금융지주,105560,2017,,,,,,,,2017-06
46,(주)KB금융지주,105560,2018,,,,,,,,2018-06
47,(주)KB금융지주,105560,2019,,,,,,,,2019-06
48,(주)KB금융지주,105560,2020,,,,,,,,2020-06
49,(주)KB금융지주,105560,2021,,,,,,,,2021-06
50,(주)KB금융지주,105560,2022,,,,,,,,2022-06
51,(주)강원랜드,35250,2007,,,,791,-9.509580762,0.585222188,,2007-06
52,(주)강원랜드,35250,2008,-7.69518504,-94.80023762,-5.1806373,452,-13.60655577,1.930810006,,2008-06
53,(주)강원랜드,35250,2009,-26.31892076,-221.3874487,-12.11836267,503,-17.43750155,-1.544341175,,2009-06
54,(주)강원랜드,35250,2010,-105.9343617,-51.51336321,-2.810006328,538,-20.7248241,-0.04063074,,2010-06
55,(주)강원랜드,35250,2011,-64.75453516,-38.33681949,-6.490920323,467,-20.73880228,-2.483542008,,2011-06
56,(주)강원랜드,35250,2012,-41.8273557,-29.11083023,-8.440286195,857,-18.28411632,-1.087226434,,2012-06
57,(주)강원랜드,35250,2013,-68.17221635,-81.85645002,-10.25705072,376,-10.28666895,-2.148469839,,2013-06
58,(주)강원랜드,35250,2014,-208.5896701,-254.879417,0.696257538,496,-6.835395571,-1.03510173,,2014-06
59,(주)강원랜드,35250,2015,-20.64846134,-168.2632386,-2.159191206,1133,-7.918012404,-0.857915208,,2015-06
60,(주)강원랜드,35250,2016,-41.44315262,-37.59025978,-3.38027711,1314,-10.56747874,-0.883361958,,2016-06
61,(주)강원랜드,35250,2017,-48.57969202,-113.580568,-7.686736144,1185,-10.68082126,-1.626298183,,2017-06
62,(주)강원랜드,35250,2018,-51.16660752,-38.45493512,-6.195364601,913,-10.01911709,0.312218623,,2018-06
63,(주)강원랜드,35250,2019,-66.59834809,-457.1937748,-3.839574719,757,-6.171548254,7.017465667,,2019-06
64,(주)강원랜드,35250,2020,193.9436342,165.2030201,-26.810091,-995,-11.73108872,-28.23068821,,2020-06
65,(주)강원랜드,35250,2021,21.67880923,-22.65406891,37.04497241,-99,1.155869116,42.27757943,,2021-06
66,(주)강원랜드,35250,2022,152.5142899,46.87618647,85.14311461,156,-0.940670529,10.3086211,,2022-06
67,(주)녹십자,6280,2007,28.96001348,-9.675548702,70.57357242,2709,5.812496271,0.869026111,,2007-06
68,(주)녹십자,6280,2008,-17.04806715,-168.8265731,11.21447703,2118,-0.290215727,2.765179648,,2008-06
69,(주)녹십자,6280,2009,25.46297679,-1.847151069,25.64825332,1627,-9.434736143,1.883162984,,2009-06
70,(주)녹십자,6280,2010,196.7942168,216.1485699,45.59049102,1814,-5.993017074,-6.268530371,,2010-06
71,(주)녹십자,6280,2011,-110.6826724,-328.5384217,-1.707653843,2346,-3.382067103,-1.655291767,,2011-06
72,(주)녹십자,6280,2012,-75.16572826,3638.552887,19.40658113,2688,2.246628503,-2.180169797,,2012-06
73,(주)녹십자,6280,2013,248.9929514,486.9826761,10.11798076,3181,-8.449221806,0.883190779,,2013-06
74,(주)녹십자,6280,2014,-137.9790936,-1625.180492,30.66659643,3493,4.471715681,0.695144672,,2014-06
75,(주)녹십자,6280,2015,23.32963109,1228.105193,27.90496028,3520,1.940744562,2.966543924,,2015-06
76,(주)녹십자,6280,2016,-1819.433384,182.6030989,22.76645043,1846,2.656031447,1.92839708,,2016-06
77,(주)녹십자,6280,2017,-14.6202887,102.8089942,24.43774623,2612,6.485424638,2.992312552,,2017-06
78,(주)녹십자,6280,2018,-12367.05129,398.6388577,14.89979243,1708,0.295156309,-0.547778056,,2018-06
79,(주)녹십자,6280,2019,100.1804531,160.0220163,18.91225951,-371,6.199970464,2.769680207,,2019-06
80,(주)녹십자,6280,2020,138.8300512,83.60255223,16.26356871,465,6.577004698,1.271110895,,2020-06
81,(주)녹십자,6280,2021,96.2956751,221.6359417,32.57472849,1560,0.946954471,0.638780756,,2021-06
82,(주)녹십자,6280,2022,642.0776545,75.09649075,21.78707414,1693,-1.304909867,-3.496853814,,2022-06
83,(주)녹십자홀딩스,5250,2007,121.7504047,266.5825239,97.15246474,2645,36.44219617,20.63434106,,2007-06
84,(주)녹십자홀딩스,5250,2008,102.4349408,127.2511261,106.5974515,3106,-7.76054665,44.22022954,,2008-06
85,(주)녹십자홀딩스,5250,2009,80.28191233,75.73339622,79.61501111,2466,-8.532550235,35.31335575,,2009-06
86,(주)녹십자홀딩스,5250,2010,382.2567714,492.066462,305.6575839,4089,9.438836712,-1.416469994,,2010-06
87,(주)녹십자홀딩스,5250,2011,61.66772061,60.28387907,38.25529355,595,-5.795979423,-1.059480883,,2011-06
88,(주)녹십자홀딩스,5250,2012,-2962.638219,1593.779143,76.11013191,2183,3.769027709,-1.934352556,,2012-06
89,(주)녹십자홀딩스,5250,2013,-4128.271216,73.51331007,9.740935366,543,-2.78339138,0.95220901,,2013-06
90,(주)녹십자홀딩스,5250,2014,-86.09111989,-807.0683537,30.3975683,539,3.380714677,0.389173608,,2014-06
91,(주)녹십자홀딩스,5250,2015,0.552652896,-370.9196401,24.03153605,693,2.906526731,3.04975746,,2015-06
92,(주)녹십자홀딩스,5250,2016,-221.533102,621.9212549,26.53722907,304,2.755751157,1.402777713,,2016-06
93,(주)녹십자홀딩스,5250,2017,75.74170341,131.3117422,30.16696195,488,6.923108748,2.807688198,,2017-06
94,(주)녹십자홀딩스,5250,2018,-338.9085446,-1806.260026,14.70247445,377,1.839111597,-0.602808456,,2018-06
95,(주)녹십자홀딩스,5250,2019,62.32510971,-9.476358184,9.672288427,-158,4.978541898,1.348129535,,2019-06
96,(주)녹십자홀딩스,5250,2020,138.3868896,49.73757049,10.63176653,551,22.75535647,0.511494622,,2020-06
97,(주)녹십자홀딩스,5250,2021,258.0329097,36.83133637,34.85404697,317,-0.920912842,-0.441187085,,2021-06
98,(주)녹십자홀딩스,5250,2022,498.7388714,-79.39260757,27.93179767,-186,0.680360872,-3.997147669,,2022-06
99,(주)농심,4370,2007,202.1442427,-11.29541742,20.4831564,8730,-8.009110262,-0.708559376,,2007-06
100,(주)농심,4370,2008,-22.11252399,-28.61534509,0.889497635,2625,-1.93126195,-1.656975308,,2008-06
101,(주)농심,4370,2009,32.19770711,52.25637434,27.07624415,7701,-3.90788921,-0.963380745,,2009-06
102,(주)농심,4370,2010,-24.39383362,-150.5771043,25.07317245,3575,0.3460998,-1.766802743,,2010-06
103,(주)농심,4370,2011,67.63456014,32.5074819,31.22670716,4780,-1.43745771,-1.072357957,,2011-06
104,(주)농심,4370,2012,-53.67397148,1686.095444,25.0291123,2886,-2.321435858,-1.122987828,,2012-06
105,(주)농심,4370,2013,-149.1306466,-5.164977439,25.04804749,6447,-0.850005938,-1.413298979,,2013-06
106,(주)농심,4370,2014,-8.71332012,5.214030529,1.91563311,7196,-5.651701723,-1.95301231,,2014-06
107,(주)농심,4370,2015,-63.13080197,-140.7087782,-0.07784681,10339,-4.831187087,-0.277452624,,2015-06
108,(주)농심,4370,2016,-25.81624615,-242.6606552,2.093203507,27404,-3.898839227,-1.614799166,,2016-06
109,(주)농심,4370,2017,-33.68052976,-140.7901897,2.894604901,7894,-2.336572888,-1.195236037,,2017-06
110,(주)농심,4370,2018,-159.3213717,-113.0402023,-2.951272646,6872,0.143811399,-2.38048742,,2018-06
111,(주)농심,4370,2019,-24.30097467,-31.62899149,3.122264667,5827,0.580560832,-1.930458878,,2019-06
112,(주)농심,4370,2020,-47.34744799,21.31463826,2.070896143,14691,-1.351960669,-1.50480768,,2020-06
113,(주)농심,4370,2021,-65.37004999,-29.30262062,-5.694140571,8167,-2.661179629,-0.912162173,,2021-06
114,(주)농심,4370,2022,-24.55285166,6.434663829,12.34137565,10499,-0.65227686,-2.08139962,,2022-06
115,(주)대우건설,47040,2007,-174.3486325,-354.8176645,-66.47165464,710,-11.90783535,0.345847474,,2007-06
116,(주)대우건설,47040,2008,24.76384873,39.90037049,25.99552834,202,-2.841698392,1.918721782,,2008-06
117,(주)대우건설,47040,2009,-30.46575587,36.81771596,34.84873011,503,-29.95413678,-0.373968297,,2009-06
118,(주)대우건설,47040,2010,29.15843145,18.18787453,22.14454521,70,-2.803516625,-0.505805741,,2010-06
119,(주)대우건설,47040,2011,107.6321366,108.5240013,10.08501048,372,-1.74385722,2.2796949,,2011-06
120,(주)대우건설,47040,2012,-368.2506681,-171.2013468,36.94444958,243,7.294348422,1.543363721,,2012-06
121,(주)대우건설,47040,2013,9.122797627,-25.76677269,14.51555112,169,-4.399740125,-0.279647,,2013-06
122,(주)대우건설,47040,2014,133.9174443,150.0979473,2.546187041,240,12.25422866,-0.840284742,,2014-06
123,(주)대우건설,47040,2015,1.155205317,-355.8115301,19.34518347,244,0.380721184,0.75561687,,2015-06
124,(주)대우건설,47040,2016,3.086551924,103.6216536,18.45069344,44,-6.360681567,0.61445695,,2016-06
125,(주)대우건설,47040,2017,310.6714417,1807.987065,4.629499295,787,-28.35584875,-0.264879606,,2017-06
126,(주)대우건설,47040,2018,193.7450013,133.9808508,6.591571857,485,-7.013942113,-0.741576329,,2018-06
127,(주)대우건설,47040,2019,-47.05839739,-86.75745441,-13.97122651,339,-10.2948663,-0.151881828,,2019-06
128,(주)대우건설,47040,2020,-169.2160505,-203.0370045,6.667168831,279,-20.22711302,-0.970542396,,2020-06
129,(주)대우건설,47040,2021,118.116834,119.110897,20.38095244,698,0.954363134,-1.659491162,,2021-06
130,(주)대우건설,47040,2022,-35.30728678,-82.38360989,20.8802173,541,-2.961130651,-3.277248384,,2022-06
131,(주)대웅,3090,2012,93.85120296,86.74352033,99.57661031,-1809,-8.100663376,-111.7051374,,2012-06
132,(주)대웅,3090,2013,-2.860801583,35.34266311,28.49128351,0,-3.850412299,2.316164081,,2013-06
133,(주)대웅,3090,2014,-107.7379271,-134.8219616,10.40483108,2391,-1.284740422,-0.228769309,,2014-06
134,(주)대웅,3090,2015,-67.36356504,-461.2987087,8.998785434,2724,-0.559705408,0.605309226,,2015-06
135,(주)대웅,3090,2016,-27.59206867,-45.63855292,5.548052821,-505,15.75897528,0.527336806,,2016-06
136,(주)대웅,3090,2017,95.78890764,42.65295149,15.43450584,579,-2.570129176,1.468910201,,2017-06
137,(주)대웅,3090,2018,12.99921064,58.99038371,6.102504547,629,-2.452864531,0.879821063,,2018-06
138,(주)대웅,3090,2019,10.15008897,247.2035398,16.15457937,969,-0.245453328,1.71282356,,2019-06
139,(주)대웅,3090,2020,-57.90258098,-82.76697728,3.609288155,611,-2.084069662,-0.734818548,,2020-06
140,(주)대웅,3090,2021,40.33251537,93.048477,10.01244607,513,-1.479422113,-0.707107472,,2021-06
141,(주)대웅,3090,2022,20.93123967,192.7392747,14.12800253,1334,-1.568429164,1.128719381,,2022-06
142,(주)대웅제약,69620,2012,70.23521868,-968.3541895,61.28432222,103,-5.283616451,-3.365859602,,2012-06
143,(주)대웅제약,69620,2013,-109.0061507,-8.947597406,-10.44034076,2793,-5.652068996,1.727983133,,2013-06
144,(주)대웅제약,69620,2014,-81.49756816,-29.31827693,18.07454947,2628,-2.376041774,0.551806517,,2014-06
145,(주)대웅제약,69620,2015,-183.3400272,-22.1535135,8.952562789,2341,-0.336440485,0.60174378,,2015-06
146,(주)대웅제약,69620,2016,-95.46961678,-41.4892705,9.129722067,702,20.25191128,0.269912122,,2016-06
147,(주)대웅제약,69620,2017,116.786161,190.9715195,14.67163169,1427,-1.187795819,0.993190732,,2017-06
148,(주)대웅제약,69620,2018,18.33330773,32.79412131,5.252188325,818,-0.554247799,0.542527644,,2018-06
149,(주)대웅제약,69620,2019,-113.0282018,230.5967069,14.24500808,1675,-0.689800538,1.57025675,,2019-06
150,(주)대웅제약,69620,2020,-173.0335062,-102.8786517,2.424349636,-682,-1.316041937,-1.703108475,,2020-06
151,(주)대웅제약,69620,2021,1503.011031,197.7332577,8.491650936,-1553,0.76368138,-0.986243525,,2021-06
152,(주)대웅제약,69620,2022,36.20086264,56.63007119,12.46839042,2808,-0.797037293,0.834821038,,2022-06
153,(주)대한항공,3490,2007,-1099.672438,1250.118981,-519.5862407,-1240,20.31368196,-1.973601632,,2007-06
154,(주)대한항공,3490,2008,91.04070395,-3615.831616,26.04574617,-4280,52.81301778,-2.905238677,,2008-06
155,(주)대한항공,3490,2009,91.50831023,14.96478817,15.62740439,1162,-62.48003103,-3.071421148,,2009-06
156,(주)대한항공,3490,2010,-12.57959435,-114.4626145,8.639532914,-2540,-426.5730903,-8.471267081,,2010-06
157,(주)대한항공,3490,2011,46.66052446,-20.31644406,8.34895757,3932,29.05690522,-3.293329069,,2011-06
158,(주)대한항공,3490,2012,147.0729034,56.3848004,14.3259789,-3454,81.83589774,3.727668758,,2012-06
159,(주)대한항공,3490,2013,-1312.995626,316.3959622,-4.621251342,-9841,89.78993808,0.726757266,,2013-06
160,(주)대한항공,3490,2014,-18.76596879,-173.8565344,4.778322079,3178,-107.7884035,-0.7103992,,2014-06
161,(주)대한항공,3490,2015,12876.60318,-209.6768906,0.306642325,-4420,41.46049332,-3.305029452,,2015-06
162,(주)대한항공,3490,2016,177.978082,175.3249174,2.138835739,-5821,164.5203229,-2.785259366,,2016-06
163,(주)대한항공,3490,2017,-31.8740717,187.1076045,3.678799423,4064,-8.950277207,-0.372180445,,2017-06
164,(주)대한항공,3490,2018,-11.65938392,-86.11882935,7.722798852,-3279,59.45850792,-1.612378674,,2018-06
165,(주)대한항공,3490,2019,1302.016954,56.19896369,5.316761371,-4800,65.33220878,-3.808691788,,2019-06
166,(주)대한항공,3490,2020,134.797,949.7575613,-13.43959982,-6347,-123.1343366,4.070873976,,2020-06
167,(주)대한항공,3490,2021,993.5479452,113.2945834,-2.598188868,172,-0.937410851,2.092729064,,2021-06
168,(주)대한항공,3490,2022,402.9264028,1455.217962,66.51982218,2785,-2.923161457,-2.80386043,,2022-06
169,(주)더블유게임즈,192080,2016,98.84674998,98.38422592,99.03140693,770,-0.044915226,8.439300668,,2016-06
170,(주)더블유게임즈,192080,2017,29.51628379,38.58146481,36.26142792,1084,143.3725267,-16.57812311,,2017-06
171,(주)더블유게임즈,192080,2018,158.422096,-155.8632451,125.3166854,1991,-30.18694614,3.172069784,,2018-06
172,(주)더블유게임즈,192080,2019,24.36750074,-34.11310158,10.91989293,3375,-11.83477961,0.579661644,,2019-06
173,(주)더블유게임즈,192080,2020,27.06122971,-51.11150735,20.34000375,1142,-47.40672409,2.022881317,,2020-06
174,(주)더블유게임즈,192080,2021,-5.300306193,8.780983497,-4.344704816,3838,-1.84032276,0.087837287,,2021-06
175,(주)더블유게임즈,192080,2022,-14.47284352,2.726869443,-6.47328158,154,5.265254742,-0.265929601,,2022-06
176,(주)동서,26960,2007,87.06852309,109.9732412,63.97319291,1399,-1.14435915,-0.177993698,,2007-06
177,(주)동서,26960,2008,53.56903366,-6.94469756,40.38047153,801,-1.470741681,-0.278803755,,2008-06
178,(주)동서,26960,2009,80.86150226,-13.80131554,40.06511819,1015,-1.984587787,0.895905013,,2009-06
179,(주)동서,26960,2010,37.93620558,-31.86988575,33.84519343,1099,0.015750796,0.081698126,,2010-06
180,(주)동서,26960,2011,51.661028,-58.13127467,45.01204057,464,0.771701025,0.310318048,,2011-06
181,(주)동서,26960,2012,24.04849616,-300.7630882,26.75856053,413,-1.413456394,-0.126672757,,2012-06
182,(주)동서,26960,2013,11.98998192,-3.397646502,18.58659134,1241,-1.086752776,-0.05195967,,2013-06
183,(주)동서,26960,2014,-22.18748681,-94.21832757,7.83050469,786,0.086900094,0.238550586,,2014-06
184,(주)동서,26960,2015,-28.33902821,-81.26334743,4.524914383,672,-0.926625487,-0.86604374,,2015-06
185,(주)동서,26960,2016,-5.103766716,-39.39174877,7.237815216,746,-0.665244598,0.010746868,,2016-06
186,(주)동서,26960,2017,-1.800484059,-120.5459395,10.17361245,714,-1.37738359,0.079470065,,2017-06
187,(주)동서,26960,2018,-16.85094711,-125.4306113,4.564639499,675,-0.53901455,-0.338827868,,2018-06
188,(주)동서,26960,2019,-18.01578665,-93.28137867,7.076730908,715,-0.39633538,-1.410564583,,2019-06
189,(주)동서,26960,2020,-4.10220551,9.211157908,-6.487653264,721,-0.497548583,-0.759836599,,2020-06
190,(주)동서,26960,2021,32.4433438,-80.90414424,14.59130326,631,0.070129515,-0.908725944,,2021-06
191,(주)동서,26960,2022,-2.74900555,-25.56178198,10.37191442,659,-0.193623425,-0.732205,,2022-06
192,(주)두산,150,2007,-38.54229107,92.88095833,-245.7053229,1646,-32.8466174,1.767494734,,2007-06
193,(주)두산,150,2008,74.41394361,71.07074898,95.02804625,1909,8.58009675,0.768458248,,2008-06
194,(주)두산,150,2009,109.4176467,918.9891294,60.39973326,350,-4.290277121,22.36809282,,2009-06
195,(주)두산,150,2010,89.94745615,111.907354,98.19132885,-2309,-50.96141309,-17.82861916,,2010-06
196,(주)두산,150,2011,82.74151518,83.89040758,70.62581196,10177,6.782226949,2.389852164,,2011-06
197,(주)두산,150,2012,-16.49228493,-4.504508012,37.94772893,5518,-2.68774153,1.182181817,,2012-06
198,(주)두산,150,2013,834.9820274,165.1009071,-22.79489009,4572,-3.672313525,0.941027005,,2013-06
199,(주)두산,150,2014,5.309492322,-11.95833198,8.099191205,1103,9.916432567,0.618640469,,2014-06
200,(주)두산,150,2015,7.033371584,-57.26926967,10.10124326,328,-9.852165287,1.139568757,,2015-06
201,(주)두산,150,2016,188.4823457,2972.659587,5.243142608,12366,-12.7489436,0.35017438,,2016-06
202,(주)두산,150,2017,-36.93142127,22.70447667,23.88245152,1448,-12.3961279,1.045152896,,2017-06
203,(주)두산,150,2018,-14.50933428,108.2382951,11.3821144,308,-5.957645198,0.576751943,,2018-06
204,(주)두산,150,2019,-111.3976874,322.4438351,11.63130577,1288,-35.79952896,0.768958634,,2019-06
205,(주)두산,150,2020,-17.83456787,-1115.795714,-2.525505002,-17923,-2.446521758,-0.912862286,,2020-06
206,(주)두산,150,2021,1540.949602,229.3739106,-30.34945338,12426,-19.33027296,-0.394590197,,2021-06
207,(주)두산,150,2022,-67.94941814,73.5793472,-18.18064809,-5444,-1.130776464,1.707409486,,2022-06
208,(주)메리츠금융지주,138040,2015,,,,,,,,2015-06
209,(주)메리츠금융지주,138040,2016,,,,,,,,2016-06
210,(주)메리츠금융지주,138040,2017,,,,,,,,2017-06
211,(주)메리츠금융지주,138040,2018,,,,,,,,2018-06
212,(주)메리츠금융지주,138040,2019,,,,,,,,2019-06
213,(주)메리츠금융지주,138040,2020,,,,,,,,2020-06
214,(주)메리츠금융지주,138040,2021,,,,,,,,2021-06
215,(주)메리츠금융지주,138040,2022,,,,,,,,2022-06
216,(주)보령,3850,2007,,,,1552,-12.17889816,1.60109872,,2007-06
217,(주)보령,3850,2008,-86.07356368,-724.8322786,16.62131333,1057,-9.87383482,-1.027188009,,2008-06
218,(주)보령,3850,2009,13.56499593,224.3486862,12.13404845,1104,-2.401260171,2.316114517,,2009-06
219,(주)보령,3850,2010,642.7345513,646.1296482,-1.251880905,1010,1.243843214,2.562669596,,2010-06
220,(주)보령,3850,2011,-161.7667867,1096.652506,-2.30557937,207,0.98801717,-2.217552946,,2011-06
221,(주)보령,3850,2012,216.9328923,-1910.719536,-13.83089402,332,-4.808455676,-0.199613883,,2012-06
222,(주)보령,3850,2013,287.6164122,210.4386264,11.24485405,1346,-10.9692267,5.158404266,,2013-06
223,(주)보령,3850,2014,30.73986547,-37.2776873,21.82519642,437,-2.953892674,-1.103307852,,2014-06
224,(주)보령,3850,2015,61.3940714,34.34967218,15.96122076,685,0.964471541,0.063593597,,2015-06
225,(주)보령,3850,2016,61.17370153,33.35223926,16.08543377,1062,-1.403129282,2.531792482,,2016-06
226,(주)보령,3850,2017,-321.5548187,127.3648858,-2.208540964,80,-13.40986689,-2.171417709,,2017-06
227,(주)보령,3850,2018,381.0137998,274.9341801,-10.68156169,72,-0.318962826,-2.1413955,,2018-06
228,(주)보령,3850,2019,-32.93197389,55.28432171,3.39488644,452,-3.573628179,0.522709834,,2019-06
229,(주)보령,3850,2020,-99.13387299,-78.32477517,12.63602583,147,15.91392832,-1.390395142,,2020-06
230,(주)보령,3850,2021,-157.4613351,-336.4738732,5.460859612,283,4.093437555,-1.599190902,,2021-06
231,(주)보령,3850,2022,-147.172005,-41.6854718,14.91717793,399,-3.73980612,-0.983117204,,2022-06
232,(주)비지에프리테일,282330,2018,,,,,,,,2018-06
233,(주)비지에프리테일,282330,2019,42.21693722,37.17704954,8.897901825,3873,-29.260625,1.09873332,,2019-06
234,(주)비지에프리테일,282330,2020,30.70286522,32.33424367,9.593099954,1913,-8.752508903,0.813502569,,2020-06
235,(주)비지에프리테일,282330,2021,66.50831792,78.43795475,12.35696456,2708,-4.197245062,1.069096485,,2021-06
236,(주)비지에프리테일,282330,2022,59.20804274,60.18533344,15.6904247,3322,-13.07385277,0.778908307,,2022-06
237,(주)셀트리온,68270,2007,98.46687995,98.45000338,99.40471453,183,18.69172629,-0.960724266,,2007-06
238,(주)셀트리온,68270,2008,87.28923188,42.4981606,61.24582011,-278,-45.83612251,-3.95761867,,2008-06
239,(주)셀트리온,68270,2009,225240.7101,-7575.228846,128.596806,162,-26.67632928,2.190934601,,2009-06
240,(주)셀트리온,68270,2010,3.618865392,65.54106763,-43.6356767,270,-45.19807674,3.231784295,,2010-06
241,(주)셀트리온,68270,2011,-28.24017471,42.66620332,49.18514895,357,0.611317016,-1.224450036,,2011-06
242,(주)셀트리온,68270,2012,18.82524871,6.876693214,21.65293897,115,-2.343778401,0.339140201,,2012-06
243,(주)셀트리온,68270,2013,30.47560761,38.33134734,26.13260694,364,-7.984616901,1.620869663,,2013-06
244,(주)셀트리온,68270,2014,337.7094541,558.692713,-2973.366491,703,-4.054885738,9.183483402,,2014-06
245,(주)셀트리온,68270,2015,-37.15506667,159.152475,2.094032526,400,-21.33254209,4.025129081,,2015-06
246,(주)셀트리온,68270,2016,43.0184074,139.1006561,46.01909127,607,0.198208344,10.5804744,,2016-06
247,(주)셀트리온,68270,2017,11.63026966,-86.62213598,56.71088096,1489,-2.782041562,5.965107559,,2017-06
248,(주)셀트리온,68270,2018,10.27522794,-10.24119014,25.517386,1343,-2.858342977,-3.350508368,,2018-06
249,(주)셀트리온,68270,2019,-200.523661,-212.1848934,-1.585054606,1111,1.858090497,0.298433042,,2019-06
250,(주)셀트리온,68270,2020,85.77110714,65.34257767,78.12140204,1819,0.154825483,5.430477505,,2020-06
251,(주)셀트리온,68270,2021,1.489719734,-54.7843516,19.22761374,2339,-4.654616978,-3.712075994,,2021-06
252,(주)셀트리온,68270,2022,27.92387289,0.327503416,40.48606719,2181,-4.416903429,3.918791518,,2022-06
253,(주)신세계,4170,2007,-64.6504203,-42.34638448,-303.3231479,11883,-5.490066543,0.665341592,,2007-06
254,(주)신세계,4170,2008,35.3704335,34.57722151,52.59710166,7373,-2.306461396,0.223560527,,2008-06
255,(주)신세계,4170,2009,35.33370586,13.35160977,54.87477231,7252,-8.204081145,0.388808815,,2009-06
256,(주)신세계,4170,2010,27.5914994,201.8748147,41.71906745,32071,-40.25264929,0.57684482,,2010-06
257,(주)신세계,4170,2011,113.2314587,4.81236256,108.5266564,120246,1556.363884,0.432641468,,2011-06
258,(주)신세계,4170,2012,16.70665974,-74.29578134,-0.387685311,9855,6.412798477,-0.409568535,,2012-06
259,(주)신세계,4170,2013,11.39117768,13.96817623,18.13814718,8813,1.917753788,1.394892429,,2013-06
260,(주)신세계,4170,2014,25.59816312,14.48935081,10.99726281,7766,-6.146996046,-0.562909783,,2014-06
261,(주)신세계,4170,2015,20.75831988,332.1206623,16.94642627,32240,-20.21783469,-1.491593999,,2015-06
262,(주)신세계,4170,2016,26.45213087,4.723710412,17.60222453,20701,6.200120967,-1.603235402,,2016-06
263,(주)신세계,4170,2017,40.12246314,599.3242351,33.3183324,7403,-2.64464235,-1.840396833,,2017-06
264,(주)신세계,4170,2018,87.98046905,78.10258429,26.82788977,12364,1.116237023,-1.869815683,,2018-06
