,회사명,거래소코드,회계년도,정상영업이익증가율,순이익증가율,매출액증가율,1주당순이익,부채비율,매출액정상영업이익률,
2074,티케이지휴켐스(주),69260,2013,-13.24311823,-12.43845948,-0.66757966,1352,0.390309719,-0.328809485,2013-12
2075,티케이지휴켐스(주),69260,2014,-59.35342819,-39.67470863,-22.21403902,1030,1.97426195,-0.58845722,2014-12
2076,티케이지휴켐스(주),69260,2015,14.62258142,43.04092753,-14.1159111,933,-8.388473429,-1.079382365,2015-12
2077,티케이지휴켐스(주),69260,2016,82.43554,56.15372035,2.803245983,1118,5.527211217,1.409606101,2016-12
2078,티케이지휴켐스(주),69260,2017,-50.26442025,-13.2931025,-4.009610111,2985,-8.623915148,-0.654673228,2017-12
2079,티케이지휴켐스(주),69260,2018,2.28639389,5.107773284,0.986702196,2693,-7.219344325,-3.221409145,2018-12
2080,티케이지휴켐스(주),69260,2019,-18.76053148,-28.04514724,-12.20659877,1812,6.036688321,-2.427668416,2019-12
2081,티케이지휴켐스(주),69260,2020,1.523084061,-42.20922582,-15.59535476,1292,-1.699207549,1.256628746,2020-12
2082,티케이지휴켐스(주),69260,2021,15.09726414,53.04794961,9.427184691,1972,4.301750629,-1.064286254,2021-12
2083,티케이지휴켐스(주),69260,2022,-12.21258428,-30.62771555,-27.99605787,109,-1.973002376,-1.510537675,2022-12
2084,팬오션(주),28670,2008,30.94356192,63.83730495,96.21233043,2385,-6.335228607,-2.748078319,2008-12
2085,팬오션(주),28670,2009,66.88539315,124.3378995,-54.09874125,-449,2.484361547,1.342615173,2009-12
2086,팬오션(주),28670,2010,14.49842903,-10449.30417,0.841420048,383,-0.056565227,-0.254807715,2010-12
2087,팬오션(주),28670,2011,276.8504695,532.9644374,7.636277646,-111,2.871814317,0.556958499,2011-12
2088,팬오션(주),28670,2012,2346.085327,-9.738937234,8.313703451,-2287,37.17508595,2.871461411,2012-12
2089,팬오션(주),28670,2013,-732.0502169,-2225.771861,44.33730858,-127007,1528.636623,-0.704373982,2013-12
2090,팬오션(주),28670,2014,35.20943809,42.83636085,23.15282402,5127,-234.9882999,-0.139144462,2014-12
2091,팬오션(주),28670,2015,-10.71657456,151.725028,-9.425623202,139,-21.78165,-0.677409255,2015-12
2092,팬오션(주),28670,2016,11.93466246,99.49264043,-11.9591261,184,2.673190826,0.309024983,2016-12
2093,팬오션(주),28670,2017,-1.54579344,-16.65309913,3.345773775,268,-4.628657608,0.190314711,2017-12
2094,팬오션(주),28670,2018,-15.10892872,-51.10284911,-7.125736087,285,-3.777104018,0.121380924,2018-12
2095,팬오션(주),28670,2019,-24.13813145,-39.83420947,-9.196472479,284,1.707830674,-0.082516806,2019-12
2096,팬오션(주),28670,2020,2.342474366,-32.60317036,1.919821812,173,3.056392048,0.226173141,2020-12
2097,팬오션(주),28670,2021,-128.4032681,-223.9056814,-63.24523217,421,0.203987603,1.185018546,2021-12
2098,팬오션(주),28670,2022,-109.6463677,-117.0052274,-42.33033172,230,-3.942588816,-0.348456936,2022-12
2099,포스코홀딩스(주),5490,2007,13.99637112,21.71858093,9.589500646,46854,20.42703423,-4.8976673,2007-12
2100,포스코홀딩스(주),5490,2008,6.728950741,20.80680188,-3.548772112,8594,35.02073831,-5.832012054,2008-12
2101,포스코홀딩스(주),5490,2009,-460.4148293,-121.8491801,-14.45421267,17208,29.13452905,2.561255582,2009-12
2102,포스코홀딩스(주),5490,2010,-424.1252676,-208.4780253,6.345466488,5559,45.29899911,-7.421542858,2010-12
2103,포스코홀딩스(주),5490,2011,25.79638772,72.18452705,44.50738599,47224,-1.320444665,-0.896271421,2011-12
2104,포스코홀딩스(주),5490,2012,8.130642035,-34.97626487,-1.696281147,31874,-1.912640199,-0.26443658,2012-12
2105,포스코홀딩스(주),5490,2013,24.48945787,-125.0318469,8.132545712,17409,1.561972972,-0.128156228,2013-12
2106,포스코홀딩스(주),5490,2014,5.57168248,-10.41093054,1.336614686,7432,0.923073468,-0.11866049,2014-12
2107,포스코홀딩스(주),5490,2015,-10.2531867,668.3235555,3.017403894,1845,-6.488264627,-0.532984802,2015-12
2108,포스코홀딩스(주),5490,2016,-28.82539435,517.7157848,8.484171406,16627,3.566326731,-0.872769786,2016-12
2109,포스코홀딩스(주),5490,2017,-27.64104807,-75.76466314,-4.933699327,34464,-1.630011385,-0.080723196,2017-12
2110,포스코홀딩스(주),5490,2018,-19.23441445,-134.4788206,-1.315843959,20911,-1.866630361,-0.302550344,2018-12
2111,포스코홀딩스(주),5490,2019,-10.40616277,47.66170154,-0.11906186,22823,-0.021320031,-0.84218422,2019-12
2112,포스코홀딩스(주),5490,2020,-273.8414757,-335.0638736,-1.562959226,20165,-5.883505356,0.539669978,2020-12
2113,포스코홀딩스(주),5490,2021,-371.5512771,-562.6194863,-34.37629306,87330,-1.509650156,-0.390897866,2021-12
2114,포스코홀딩스(주),5490,2022,-7.384326296,-8.098071122,-9.966046325,41456,-5.894178097,-2.333751517,2022-12
2115,피아이첨단소재(주),178920,2015,-153.5839732,-153.0525747,-59.07854016,-27.7,9.987192006,-1.420453385,2015-12
2116,피아이첨단소재(주),178920,2016,-7.482810756,25.71649434,-12.77992383,198.3,-0.87815072,0.510928787,2016-12
2117,피아이첨단소재(주),178920,2017,-50.85937759,-62.88964182,-35.70801675,159.3,0.089056661,-2.191180845,2017-12
2118,피아이첨단소재(주),178920,2018,-32.09257582,-12.60862325,-33.26391569,92,0.02836899,-0.937315646,2018-12
2119,피아이첨단소재(주),178920,2019,-29.05313804,-96.45557613,12.10205579,99,-1.43997957,-1.48285879,2019-12
2120,피아이첨단소재(주),178920,2020,-56.58701082,-152.0055731,-30.95312837,362,-6.200468505,0.425278166,2020-12
2121,피아이첨단소재(주),178920,2021,-17.66949355,-10.81719397,-22.2669412,549,4.559979413,-1.355487748,2021-12
2122,피아이첨단소재(주),178920,2022,-2.094545295,-11.34108273,-3.122139661,257,-8.660429188,0.845043226,2022-12
2123,하이트진로(주),80,2007,-12.08829812,-42.70379452,-1.936209424,3505,-120.5577156,0.099085161,2007-12
2124,하이트진로(주),80,2008,13.45293242,-15.19700324,9.863800294,971,-16.66785086,-1.64851982,2008-12
2125,하이트진로(주),80,2009,44.05607115,55.02718846,11.686261,679,-27.97697975,-3.999477712,2009-12
2126,하이트진로(주),80,2010,37.47469611,6.541407375,18.07213758,-705,24.76304781,-3.744420093,2010-12
2127,하이트진로(주),80,2011,47.27028692,97.32200414,1.703307515,-525,3.803683324,-3.356591654,2011-12
2128,하이트진로(주),80,2012,0.924635875,76.06518492,-38.66003632,1536,-3.430868829,-4.372050742,2012-12
2129,하이트진로(주),80,2013,34.65156916,41.42223954,-5.547534318,1169,5.270206432,-0.706496634,2013-12
2130,하이트진로(주),80,2014,-9.31434903,-125.5305377,-2.60103417,295,1.921558561,-0.666063607,2014-12
2131,하이트진로(주),80,2015,-59.2202579,-169.1128578,-4.076134709,765,-7.850600347,-0.243307599,2015-12
2132,하이트진로(주),80,2016,-8.827161662,-23.46746036,1.38187372,551,0.935624171,0.660487009,2016-12
2133,하이트진로(주),80,2017,-5.26700769,-42.03384317,-6.972719219,182,20.42793316,0.141405717,2017-12
2134,하이트진로(주),80,2018,-478.6372862,77.2697607,-2.630627591,319,24.6651585,-0.350762941,2018-12
2135,하이트진로(주),80,2019,-281.5353568,349.6850807,3.374480912,-610,7.078087283,0.576551412,2019-12
2136,하이트진로(주),80,2020,-1515.901902,7.484641858,-14.20823574,1246,-56.57026455,-1.236699369,2020-12
2137,하이트진로(주),80,2021,-4.220854577,48.96443714,0.395008644,1031,20.77054941,-0.568882273,2021-12
2138,하이트진로(주),80,2022,-7.942212649,-7.659954504,-0.000177818,1250,-19.9937083,-1.766427384,2022-12
2139,한국가스공사(주),36460,2007,-308.190568,-124.2836367,7.8831225,5088,25.28839615,2.170538162,2007-12
2140,한국가스공사(주),36460,2008,-64.68969563,-87.95459909,6.357772232,-766,162.445486,-0.676077579,2008-12
2141,한국가스공사(주),36460,2009,186.2558842,335.7723734,-6.029500729,1388,-16.24588606,1.078357018,2009-12
2142,한국가스공사(주),36460,2010,160.2855899,-36.32377313,20.32591662,578,-27.8724219,0.257625805,2010-12
2143,한국가스공사(주),36460,2011,197.2945036,2174.218944,38.68660589,2499,39.52520364,0.246160614,2011-12
2144,한국가스공사(주),36460,2012,105.7631837,611.6318887,5.45041153,5050,24.091108,0.042087157,2012-12
2145,한국가스공사(주),36460,2013,141.2518521,-921.4881988,21.03074938,-2669,-14.79088571,0.304480446,2013-12
2146,한국가스공사(주),36460,2014,185.8283962,742.1216068,10.79453439,5091,24.64370894,0.116792579,2014-12
2147,한국가스공사(주),36460,2015,4026.334643,-546.1991439,5.223357778,3594,-3.32506805,0.17004191,2015-12
2148,한국가스공사(주),36460,2016,-2852.733823,-466.313132,3.983999997,-7740,28.35177792,-0.324677424,2016-12
2149,한국가스공사(주),36460,2017,-493.7403092,-278.6730174,5.133330846,-13802,23.6181864,0.935104454,2017-12
2150,한국가스공사(주),36460,2018,1227.276606,-287.0472314,6.853922975,5766,34.7947409,0.533125105,2018-12
2151,한국가스공사(주),36460,2019,172.9143817,-3160.434478,4.500675246,395,23.48126581,0.288211331,2019-12
2152,한국가스공사(주),36460,2020,-144.1991599,136.8410797,11.77194016,-1989,0.201744909,0.177012143,2020-12
2153,한국가스공사(주),36460,2021,128.5754393,-1359.370634,17.0542572,11078,19.0153352,-0.111725498,2021-12
2154,한국가스공사(주),36460,2022,102.3481353,248.0690214,-15.20190154,17317,21.07952304,0.75183898,2022-12
2155,한국앤컴퍼니(주),240,2007,1.629508362,40.55789876,-0.484143241,1050,99.37153366,-5.956522619,2007-12
2156,한국앤컴퍼니(주),240,2008,-18.02891628,25.04202925,6.570341793,-674,145.9930084,-6.519503174,2008-12
2157,한국앤컴퍼니(주),240,2009,89.47554552,-155.7799502,1.36593205,621,87.76446956,-0.8608177,2009-12
2158,한국앤컴퍼니(주),240,2010,23.11796816,4.808961837,3.329158777,751,73.73532118,-0.996740192,2010-12
2159,한국앤컴퍼니(주),240,2011,-41.45282978,22.14808537,11.25714066,497,6.522630994,-0.397539866,2011-12
2160,한국앤컴퍼니(주),240,2012,159.6231807,-604.7719862,174.5821196,6168,5.483711741,9.772366948,2012-12
2161,한국앤컴퍼니(주),240,2013,530.9997242,-459.7369814,119.1820991,208,0.065738285,0.097553312,2013-12
2162,한국앤컴퍼니(주),240,2014,37.59634578,-12.98127174,35.25040219,467,-0.12263704,-1.891148522,2014-12
2163,한국앤컴퍼니(주),240,2015,-7.764803462,-2.860995915,-5.512845094,541,-0.064012196,0.864029134,2015-12
2164,한국앤컴퍼니(주),240,2016,6.223506631,3.600102533,-1.177113843,2852,0.942453582,-7.362920249,2016-12
2165,한국앤컴퍼니(주),240,2017,-1.561035965,-6.594788957,-36.30904228,1849,0.057529024,-2.793592952,2017-12
2166,한국앤컴퍼니(주),240,2018,23.55420803,39.02924801,8.878914138,2258,-0.364227851,-1.884157056,2018-12
2167,한국앤컴퍼니(주),240,2019,-70.22347197,-166.3890142,-10.80797606,1730,-2.314120767,-3.615005358,2019-12
2168,한국앤컴퍼니(주),240,2020,-470.5010061,-375.0854176,-19.53411408,1479,-0.598848236,1.491162829,2020-12
2169,한국앤컴퍼니(주),240,2021,-156.1859685,-170.5836207,-14.38712315,2094,0.968994369,-3.450723015,2021-12
2170,한국앤컴퍼니(주),240,2022,16.03963171,-16.91438484,-1.818953401,-537,2.175199523,-3.657573659,2022-12
2171,한국전력공사(주),15760,2007,1931.091259,-338.0115695,-24.13191273,2294,41.16931715,4.132158801,2007-12
2172,한국전력공사(주),15760,2008,59.73305682,57.39717368,-24.24462181,-3478,57.70447548,-2.473675884,2008-12
2173,한국전력공사(주),15760,2009,-577.1325949,-288.3586989,-24.77091459,-619,56.26331336,4.721115696,2009-12
2174,한국전력공사(주),15760,2010,168.4945211,203.8037531,-28.8114265,-111,46.47559771,12.21607207,2010-12
2175,한국전력공사(주),15760,2011,284.3728067,127.5835234,-18.42630325,-5411,11.23781443,-2.130403378,2011-12
2176,한국전력공사(주),15760,2012,201.0861237,154.1733069,-35.87217077,-2863,10.64334783,-1.426542042,2012-12
2177,한국전력공사(주),15760,2013,241.5017361,161.4355788,-19.54782245,96,0.740778238,0.013809679,2013-12
2178,한국전력공사(주),15760,2014,35.92919396,3658.004603,-17.87829142,4290,-2.550519708,-1.482753194,2014-12
2179,한국전력공사(주),15760,2015,-122.2804051,-461.3603702,-14.67207639,20701,-5.629696728,-0.33164843,2015-12
2180,한국전력공사(주),15760,2016,-103.6158686,-167.3181087,-18.57785149,10980,-0.305376501,-3.964220647,2016-12
2181,한국전력공사(주),15760,2017,-222.9079334,-338.55451,-22.78831308,2023,8.360916999,-3.203536725,2017-12
2182,한국전력공사(주),15760,2018,334.1231874,181.7531421,-25.13852717,-2048,0.934221231,-1.617106901,2018-12
2183,한국전력공사(주),15760,2019,514.9431291,158.4895361,-21.64756141,-3654,9.962740098,-2.862496761,2019-12
2184,한국전력공사(주),15760,2020,-498.292758,-516.865498,-20.66617203,3102,-0.236087622,-0.205008869,2020-12
2185,한국전력공사(주),15760,2021,-22.47720937,-52.24166102,-23.29174721,-8279,22.40395106,-7.162406967,2021-12
2186,한국전력공사(주),15760,2022,-15.56996342,-21.6797358,-21.57715502,-38112,106.4632333,-3.650565195,2022-12
2187,한국전력기술(주),52690,2010,,,,-50,19.83026251,-10.89749078,2010-12
2188,한국전력기술(주),52690,2011,-1.795512735,9.035838534,6.11608613,670,16.03659682,-4.051939681,2011-12
2189,한국전력기술(주),52690,2012,-20.15262247,-36.31239075,-8.703929806,1069,6.934160979,-1.607721758,2012-12
2190,한국전력기술(주),52690,2013,52.00014013,60.46911468,4.184846659,-83,0.276071377,-3.512984012,2013-12
2191,한국전력기술(주),52690,2014,141.9340334,120.4192118,10.32453604,243,-11.13334284,-1.734572255,2014-12
2192,한국전력기술(주),52690,2015,-212.480492,-101.3566555,-0.625271808,-486,6.93738689,-5.461462266,2015-12
2193,한국전력기술(주),52690,2016,-77.55736653,10.90826236,20.74817141,-228,-6.599673425,-8.476256534,2016-12
2194,한국전력기술(주),52690,2017,326.9183725,177.5212622,23.04042591,641,-3.379707128,4.409271515,2017-12
2195,한국전력기술(주),52690,2018,-2000.157004,-438.8282526,-7.386071527,120,-0.177497226,2.737832561,2018-12
2196,한국전력기술(주),52690,2019,-713.4209054,-181.7445591,14.22304909,363,-4.991555974,5.751672004,2019-12
2197,한국전력기술(주),52690,2020,355.9661151,391.3590726,-8.099811134,261,0.924319314,0.979645002,2020-12
2198,한국전력기술(주),52690,2021,-1672.604479,272.6976818,-4.786286131,426,-0.295314424,5.510458333,2021-12
2199,한국전력기술(주),52690,2022,57.48883987,77.31058477,-12.03465837,366,4.550932026,2.648084793,2022-12
2200,한국콜마(주),161890,2015,-1.967508294,0.87843563,8.82396754,475,-2.596425233,-0.718822491,2015-12
2201,한국콜마(주),161890,2016,27.17557963,35.44040674,12.16001731,649,8.124714189,-0.320170405,2016-12
2202,한국콜마(주),161890,2017,4.093491317,-0.651504146,2.289399336,2240,-11.86204795,-0.640660438,2017-12
2203,한국콜마(주),161890,2018,89.43823314,165.7260777,13.49659366,1954,-3.875777161,1.484336295,2018-12
2204,한국콜마(주),161890,2019,13.8262065,36.29522364,-5.784187999,1284,-2.332097978,-0.164002113,2019-12
2205,한국콜마(주),161890,2020,40.09628027,326.6269774,-10.4710401,7005,-16.66248753,2.035006258,2020-12
2206,한국콜마(주),161890,2021,19.65974254,-55.00387924,5.626668111,1565,-2.601662591,0.382134039,2021-12
2207,한국콜마(주),161890,2022,31.02423899,72.89835609,10.41573981,-961,2.83330773,-0.731814528,2022-12
2208,한국타이어앤테크놀로지(주),161390,2013,,,,5958,-9.095811117,0.075328199,2013-12
2209,한국타이어앤테크놀로지(주),161390,2014,-5.64740864,-14.70366738,-2.743424406,5655,-4.046410416,-0.145951443,2014-12
2210,한국타이어앤테크놀로지(주),161390,2015,-13.49485824,5.801739891,-3.408057736,5292,-4.025314309,0.402902439,2015-12
2211,한국타이어앤테크놀로지(주),161390,2016,-11.79263194,9.066257648,-0.910429759,7047,-10.4115494,-0.582476243,2016-12
2212,한국타이어앤테크놀로지(주),161390,2017,-11.99605791,-1.588993554,-5.155146326,4837,-7.736765993,-1.096935017,2017-12
2213,한국타이어앤테크놀로지(주),161390,2018,2.615700606,15.85750924,-3.449735993,4216,-7.244704056,-0.658640704,2018-12
2214,한국타이어앤테크놀로지(주),161390,2019,-59.76936523,-75.97208392,-6.210763724,3387,-5.331638715,-0.277404724,2019-12
2215,한국타이어앤테크놀로지(주),161390,2020,-176.6964306,3233.894914,-27.25743836,3032,-2.941257141,1.18691391,2020-12
2216,한국타이어앤테크놀로지(주),161390,2021,-106.3312867,-230.8790586,-12.86790958,4901,-2.271608967,-1.554687156,2021-12
2217,한국타이어앤테크놀로지(주),161390,2022,19.34413654,18.88227051,-7.082314118,5658,-4.792899324,0.355523244,2022-12
2218,한국투자금융지주(주),71050,2015,,,,,,,2015-12
2219,한국투자금융지주(주),71050,2016,,,,,,,2016-12
2220,한국투자금융지주(주),71050,2017,,,,,,,2017-12
2221,한국투자금융지주(주),71050,2018,,,,,,,2018-12
2222,한국투자금융지주(주),71050,2019,,,,,,,2019-12
2223,한국투자금융지주(주),71050,2020,,,,,,,2020-12
2224,한국투자금융지주(주),71050,2021,,,,,,,2021-12
2225,한국투자금융지주(주),71050,2022,,,,,,,2022-12
2226,한국항공우주산업(주),47810,2007,-38.28314137,94.19404585,-7.531736608,32,6.87726284,-0.11007495,2007-12
2227,한국항공우주산업(주),47810,2008,399.4792082,280.9594608,-6.649814306,19,-13.38179834,4.0470489,2008-12
2228,한국항공우주산업(주),47810,2009,-472.7574721,-245.4013485,-45.63355157,-225,14.38297186,-7.878873037,2009-12
2229,한국항공우주산업(주),47810,2012,64.00036572,59.43384124,39.5764987,-45,-7.155572449,-3.046377088,2012-12
2230,한국항공우주산업(주),47810,2013,-86.51199361,95.62917707,30.99119401,924,-3.387576148,0.618864349,2013-12
2231,한국항공우주산업(주),47810,2014,-47.29989421,52.97732782,0.893976124,1358,7.37526662,1.061149781,2014-12
2232,한국항공우주산업(주),47810,2015,19.04481015,6.218877502,8.841179828,1256,3.751161383,1.857426412,2015-12
2233,한국항공우주산업(주),47810,2016,-46.60273328,-8.617360885,-19.36436926,766,-18.56645751,-0.824305871,2016-12
2234,한국항공우주산업(주),47810,2017,-22.76056535,-60.14678163,-18.04836279,-1136,-14.13728697,-2.70933512,2017-12
2235,한국항공우주산업(주),47810,2018,101.1279799,288.6177842,51.39041713,587,-44.79060273,1.400501989,2018-12
2236,한국항공우주산업(주),47810,2019,45.21768044,127.3465401,44.10625103,1748,-3.334560143,-1.012405786,2019-12
2237,한국항공우주산업(주),47810,2020,28.20101351,24.51545433,11.64063024,766,40.01412022,-2.345748405,2020-12
2238,한국항공우주산업(주),47810,2021,83.35036094,117.6279467,42.63454052,656,18.88732942,-1.763832315,2021-12
2239,한국항공우주산업(주),47810,2022,146.8828,50.33718174,18.51415886,1215,103.8849901,-0.34860519,2022-12
2240,한미사이언스(주),8930,2007,12.50847472,9.970836838,-10.71288067,6633,1.014380314,0.208256991,2007-12
2241,한미사이언스(주),8930,2008,40.46151945,13.72651501,-2.518086482,1778,10.14530044,1.914188803,2008-12
2242,한미사이언스(주),8930,2009,8.873498612,-11.59990103,1.181092059,1945,-6.802108303,2.384774457,2009-12
2243,한미사이언스(주),8930,2010,-181.2213391,72.24050618,-2.877301527,-258,-5.718413476,-28.46105486,2010-12
2244,한미사이언스(주),8930,2011,-346.2577328,2748.674648,132.0372637,132,0.369782025,0.018729036,2011-12
2245,한미사이언스(주),8930,2012,-43.95856502,-58.08165477,13.08470575,0,12.34477988,-29.33728688,2012-12
2246,한미사이언스(주),8930,2013,131.6713134,-112.8816285,14.14021263,182,4.613421411,0.461473998,2013-12
2247,한미사이언스(주),8930,2014,-158.3272149,-88.19580178,1.72228759,386,9.826355808,-2.193499863,2014-12
2248,한미사이언스(주),8930,2015,1134.212803,716.8944093,10.15222926,3168,-15.16517742,19.67879562,2015-12
2249,한미사이언스(주),8930,2016,-79.72214561,-6.85108349,-17.59496335,140,6.315714033,-6.247277782,2016-12
2250,한미사이언스(주),8930,2017,81.85709281,313.8122563,-2.295389961,497,0.607646891,-1.021021173,2017-12
2251,한미사이언스(주),8930,2018,-13.3664158,-38.98389386,1.826667338,290,0.249618255,-1.363066005,2018-12
2252,한미사이언스(주),8930,2019,52.52591348,108.5148925,2.147810024,485,0.009459151,-0.110683684,2019-12
2253,한미사이언스(주),8930,2020,134.5216199,182.1848019,-5.921845979,343,-1.164197678,1.521956069,2020-12
2254,한미사이언스(주),8930,2021,-5.699027811,-14.67797123,3.826906126,638,0.475874581,-0.496201599,2021-12
2255,한미사이언스(주),8930,2022,-20.84541176,13.6708335,-1.409870929,1010,20.95455696,-0.435500384,2022-12
2256,한미약품(주),128940,2011,34.96042344,232.7193181,4.942126024,-5,-10.41651527,0.638593074,2011-12
2257,한미약품(주),128940,2012,49.30619227,1545.647389,19.63579264,2737,-7.789034933,1.054609483,2012-12
2258,한미약품(주),128940,2013,-145.8580114,-863.6154215,-1.161150682,5313,2.381713752,0.148190214,2013-12
2259,한미약품(주),128940,2014,51.44209938,36.94261934,2.17384523,3680,2.46793367,-0.494163732,2014-12
2260,한미약품(주),128940,2015,-761.7694675,624.3290917,39.33108652,14830,33.98024623,10.54458315,2015-12
2261,한미약품(주),128940,2016,-737.8404321,-157.5938761,-33.58158096,2242,19.7525656,-2.982457871,2016-12
2262,한미약품(주),128940,2017,94.98633301,115.9567136,8.74352517,5482,4.24567018,-2.846641516,2017-12
2263,한미약품(주),128940,2018,6.642409359,-19.46390814,6.63870756,2201,-4.255962903,-1.14296409,2018-12
2264,한미약품(주),128940,2019,10.2147721,118.3645841,-0.566784088,4514,-0.198917442,0.204179956,2019-12
2265,한미약품(주),128940,2020,371.373265,614.6566142,-10.59354769,997,-14.76782085,3.665419056,2020-12
2266,한미약품(주),128940,2021,7.115125413,146.501136,-0.062442665,5483,-6.202246473,0.722392818,2021-12
2267,한미약품(주),128940,2022,-80.29160404,-59.53981907,-13.35014074,6648,-3.976609581,-0.293123605,2022-12
2268,한세실업(주),105630,2009,,,,,,,2009-12
2269,한세실업(주),105630,2010,-5.261524626,-109.6557147,-22.84062075,-89,39.84938346,0.670974425,2010-12
2270,한세실업(주),105630,2011,-99.4844162,-83.42246611,-36.57673855,253,0.167149783,1.082568286,2011-12
2271,한세실업(주),105630,2012,-166.3859115,-175.8688403,-55.59662959,185,33.75211813,-1.611074456,2012-12
2272,한세실업(주),105630,2013,-299.1348019,-2593.879342,-19.80448827,1065,-7.215178427,-0.245800562,2013-12
2273,한세실업(주),105630,2014,-168.9265041,-273.6508006,-33.69344962,1544,-8.444633266,0.071309238,2014-12
2274,한세실업(주),105630,2015,-133.7602162,-98.23699035,-44.66147067,2586,-35.32811268,0.242235185,2015-12
2275,한세실업(주),105630,2016,-77.7571656,-155.5251459,-33.84543125,-214,8.327483781,-0.809386265,2016-12
2276,한세실업(주),105630,2017,-142.0616784,-202.0805236,-27.53807289,1100,-11.12182202,-0.756590067,2017-12
2277,한세실업(주),105630,2018,-83.76002371,521.936689,-27.23159581,-1293,3.612065859,0.105670448,2018-12
2278,한세실업(주),105630,2019,-51.50189711,-201.1115042,-33.59455554,-6,-2.931604929,-1.372019296,2019-12
2279,한세실업(주),105630,2020,3594.758006,-289.3822241,-51.33869209,894,-26.72317764,0.173107184,2020-12
2280,한세실업(주),105630,2021,-1410.769075,200.904,4.411438487,463,-1.548326805,-0.120474643,2021-12
2281,한세실업(주),105630,2022,-23.02470125,-0.340057087,-15.93635441,9,-24.07588122,-1.40794165,2022-12
2282,한온시스템(주),18880,2007,-4.880629588,-18.43772453,11.59822245,951,32.71375176,1.604221495,2007-12
2283,한온시스템(주),18880,2008,17.24944861,-1.779418731,22.86626586,106,22.34070831,0.87625616,2008-12
2284,한온시스템(주),18880,2009,68.06862589,63.64980189,24.68991045,496,24.07782878,4.317001588,2009-12
2285,한온시스템(주),18880,2010,-53.50083577,-52.3172083,-13.42185058,562,23.8344199,4.72002999,2010-12
2286,한온시스템(주),18880,2011,-31.96896401,66.88940728,2.270104886,1175,16.56547061,0.641557489,2011-12
2287,한온시스템(주),18880,2012,-2.061488357,19.64806901,17.95239199,2169,-6.130225932,-0.343615046,2012-12
2288,한온시스템(주),18880,2013,31.51808202,18.62361236,15.59811104,2776,-4.765438226,0.394348549,2013-12
2289,한온시스템(주),18880,2014,21.25044319,17.8223439,11.19597391,2579,3.734135286,-0.03768603,2014-12
2290,한온시스템(주),18880,2015,28.32190114,39.7844887,6.302560837,432,5.061936078,0.638622395,2015-12
2291,한온시스템(주),18880,2016,-15.68386455,3.147556092,11.11516757,547,8.452732335,0.115659126,2016-12
2292,한온시스템(주),18880,2017,-2.221352975,-18.89537685,3.740664333,541,3.375393364,0.445742776,2017-12
2293,한온시스템(주),18880,2018,25.99475879,23.66902606,9.851491311,520,34.59831928,0.881911333,2018-12
2294,한온시스템(주),18880,2019,11.32564396,13.28922104,8.082720632,597,-0.053026786,0.738414666,2019-12
2295,한온시스템(주),18880,2020,371.1736554,238.6265724,-49.10116016,207,9.228633526,2.044049804,2020-12
2296,한온시스템(주),18880,2021,-10016.05989,226.7310094,-14.69616743,578,-3.383357671,-0.455206594,2021-12
2297,한온시스템(주),18880,2022,29.40078752,-45.72883257,3.314108429,38,30.910097,0.545964432,2022-12
2298,한올바이오파마(주),9420,2007,93.5678494,-973.1722754,3.310446184,-30,-3.563158744,-0.138280069,2007-12
2299,한올바이오파마(주),9420,2008,-66.59063308,100.9992822,-1.069126871,19,40.82149344,1.05927872,2008-12
2300,한올바이오파마(주),9420,2009,327.4499981,89.78503151,0.587032246,14,-1.164241433,1.092217721,2009-12
2301,한올바이오파마(주),9420,2010,3.073688947,-129.5263044,-9.782202292,16,-14.72445533,0.83536382,2010-12
2302,한올바이오파마(주),9420,2011,67.57686467,60.5479902,-0.465511047,-168,20.96537133,-2.358074282,2011-12
2303,한올바이오파마(주),9420,2012,162.8320969,130.6670918,-4.3733622,-30,-42.33008784,-2.85697768,2012-12
2304,한올바이오파마(주),9420,2013,-56.15134585,-226.7589026,-3.052371184,-313,11.08729958,-4.024983714,2013-12
2305,한올바이오파마(주),9420,2014,84.83502089,-0.96305064,-0.659775942,-339,27.92124229,-0.199277648,2014-12
2306,한올바이오파마(주),9420,2015,2122.941352,-7259.065867,6.981860092,-103,3.383491152,-1.529705357,2015-12
2307,한올바이오파마(주),9420,2016,-706.4682853,-861.4041777,0.776942921,-12,0.102537096,-1.799275724,2016-12
2308,한올바이오파마(주),9420,2017,561.8896419,-158.8723089,-11.24986375,60,30.27888036,1.923845534,2017-12
2309,한올바이오파마(주),9420,2018,21.85643378,-4091.640738,-9.697290841,-53,-0.705682353,0.108968496,2018-12
2310,한올바이오파마(주),9420,2019,-160.2137841,331.7096652,2.476130245,122,-5.054757631,-1.355978074,2019-12
2311,한올바이오파마(주),9420,2020,24.25809946,9.616939897,1.56345381,122,-1.867603985,-1.517176597,2020-12
2312,한올바이오파마(주),9420,2021,-96.68329312,57.16933744,-23.32045544,-18,-2.474166144,-2.020384225,2021-12
2313,한올바이오파마(주),9420,2022,22.37853397,953.5420294,-2.703543814,-6,5.882601852,0.47930422,2022-12
2314,한일시멘트(주),300720,2019,,,,2168,2.173230601,-0.094321108,2019-12
2315,한일시멘트(주),300720,2020,-20.5343244,-50.32401017,-12.98523319,18317,-8.511404922,2.079051304,2020-12
