,회사명,거래소코드,회계년도,정상영업이익증가율,순이익증가율,매출액증가율,1주당순이익,부채비율,매출액정상영업이익률,
0,(주)BNK금융지주,138930,2011,,,,,,,2011-12
1,(주)BNK금융지주,138930,2012,,,,,,,2012-12
2,(주)BNK금융지주,138930,2013,,,,,,,2013-12
3,(주)BNK금융지주,138930,2014,,,,,,,2014-12
4,(주)BNK금융지주,138930,2015,,,,,,,2015-12
5,(주)BNK금융지주,138930,2016,,,,,,,2016-12
6,(주)BNK금융지주,138930,2017,,,,,,,2017-12
7,(주)BNK금융지주,138930,2018,,,,,,,2018-12
8,(주)BNK금융지주,138930,2019,,,,,,,2019-12
9,(주)BNK금융지주,138930,2020,,,,,,,2020-12
10,(주)BNK금융지주,138930,2021,,,,,,,2021-12
11,(주)BNK금융지주,138930,2022,,,,,,,2022-12
12,(주)DB하이텍,990,2007,347.1703106,-119.4200755,18.31596929,-1151,52.01098026,-3.92359698,2007-12
13,(주)DB하이텍,990,2008,210.909113,172.3647884,31.03557931,-8726,71.60796543,1.41260043,2008-12
14,(주)DB하이텍,990,2009,570.1479239,-323.4550143,14.37036796,-317,12.50915687,-3.170091928,2009-12
15,(주)DB하이텍,990,2010,-32.78882669,58.32718747,8.004037789,-3416,13.05881859,-60.27347735,2010-12
16,(주)DB하이텍,990,2011,948.5791471,-409.0235268,59.402444,-1152,-10.95319343,-5.714218827,2011-12
17,(주)DB하이텍,990,2012,101.0714731,283.342639,10.69624309,-526,-10.84872677,-3.782754128,2012-12
18,(주)DB하이텍,990,2013,88.01709011,-265.0689384,-17.18369678,-1043,64.19557137,-3.569444336,2013-12
19,(주)DB하이텍,990,2014,-150.4561199,-470.1508604,8.734869131,-467,111.0541827,2.329113565,2014-12
20,(주)DB하이텍,990,2015,-217.0107759,-23.73546669,-20.11550999,237,-23.15068303,-0.798270919,2015-12
21,(주)DB하이텍,990,2016,-49.7909673,-30.95618857,-14.28685209,286,-6.701882748,-0.547770841,2016-12
22,(주)DB하이텍,990,2017,-4.258092375,70.90844505,-3.557255304,1060,-24.80958778,-3.474714989,2017-12
23,(주)DB하이텍,990,2018,10.91728578,15.51838582,7.319398293,406,-5.035198178,-0.689899797,2018-12
24,(주)DB하이텍,990,2019,-18.78248677,-52.63934104,-2.878424216,288,-6.748788614,0.03589189,2019-12
25,(주)DB하이텍,990,2020,-52.93645006,-56.71562079,-8.964417312,312,0.243461941,-3.935957286,2020-12
26,(주)DB하이텍,990,2021,20.45500702,32.56323683,-0.704648156,2701,1.181433439,2.043778709,2021-12
27,(주)DB하이텍,990,2022,-88.76832366,-128.9208547,-25.01094905,1574,-0.697319266,-2.234246913,2022-12
28,(주)JB금융지주,175330,2014,,,,,,,2014-12
29,(주)JB금융지주,175330,2015,,,,,,,2015-12
30,(주)JB금융지주,175330,2016,,,,,,,2016-12
31,(주)JB금융지주,175330,2017,,,,,,,2017-12
32,(주)JB금융지주,175330,2018,,,,,,,2018-12
33,(주)JB금융지주,175330,2019,,,,,,,2019-12
34,(주)JB금융지주,175330,2020,,,,,,,2020-12
35,(주)JB금융지주,175330,2021,,,,,,,2021-12
36,(주)JB금융지주,175330,2022,,,,,,,2022-12
37,(주)KB금융지주,105560,2009,,,,,,,2009-12
38,(주)KB금융지주,105560,2010,,,,,,,2010-12
39,(주)KB금융지주,105560,2011,,,,,,,2011-12
40,(주)KB금융지주,105560,2012,,,,,,,2012-12
41,(주)KB금융지주,105560,2013,,,,,,,2013-12
42,(주)KB금융지주,105560,2014,,,,,,,2014-12
43,(주)KB금융지주,105560,2015,,,,,,,2015-12
44,(주)KB금융지주,105560,2016,,,,,,,2016-12
45,(주)KB금융지주,105560,2017,,,,,,,2017-12
46,(주)KB금융지주,105560,2018,,,,,,,2018-12
47,(주)KB금융지주,105560,2019,,,,,,,2019-12
48,(주)KB금융지주,105560,2020,,,,,,,2020-12
49,(주)KB금융지주,105560,2021,,,,,,,2021-12
50,(주)KB금융지주,105560,2022,,,,,,,2022-12
51,(주)강원랜드,35250,2007,-2.85963333,1.472783104,-5.868762678,1383,3.634401264,-0.586022547,2007-12
52,(주)강원랜드,35250,2008,-0.295084263,-5.839675451,-7.72363351,140,3.80310056,-0.626459849,2008-12
53,(주)강원랜드,35250,2009,-23.51584251,-27.75758139,-10.16162279,334,5.432942157,-5.185306862,2009-12
54,(주)강원랜드,35250,2010,-16.28679928,-21.64355606,-12.80520694,364,6.493224002,-4.427282128,2010-12
55,(주)강원랜드,35250,2011,-30.41725771,-20.53273448,-14.27649537,1875,4.354035533,-2.456968103,2011-12
56,(주)강원랜드,35250,2012,-8.169578908,-8.995403133,-10.10233867,249,2.501420897,-2.42303267,2012-12
57,(주)강원랜드,35250,2013,-43.08483398,-34.89106512,-15.80477581,138,6.503208618,-5.284124135,2013-12
58,(주)강원랜드,35250,2014,1.254954335,-9.240119061,-12.76003775,233,6.132379618,-0.793672157,2014-12
59,(주)강원랜드,35250,2015,-12.2140588,-10.53332821,-8.867055549,2178,2.261871981,-2.263195034,2015-12
60,(주)강원랜드,35250,2016,-3.518992954,-13.61918789,-6.725903321,2242,4.482951101,-2.38833779,2016-12
61,(주)강원랜드,35250,2017,-3.886966927,-1.640814633,-2.987306185,2159,1.004009331,-3.049865729,2017-12
62,(주)강원랜드,35250,2018,-7.546309298,-7.718420703,-7.878532442,1467,1.050290259,-3.647112022,2018-12
63,(주)강원랜드,35250,2019,12.18401219,-122.8774508,-9.059598403,1651,6.429801771,-5.128344761,2019-12
64,(주)강원랜드,35250,2020,235.0643682,241.8033682,-126.237635,-1361,-1.719409888,12.18353448,2020-12
65,(주)강원랜드,35250,2021,-798.3539514,2.359168684,33.05381462,-52,2.941980527,-0.704207401,2021-12
66,(주)강원랜드,35250,2022,-69.72369513,-98.93757533,-45.28353297,570,3.819720022,-4.162434971,2022-12
67,(주)녹십자,6280,2007,-17.82551674,-24.34959135,-11.86848958,5041,-0.622185418,-1.49000874,2007-12
68,(주)녹십자,6280,2008,6.749109589,35.03291444,-9.066969657,1116,8.511170834,-0.602590074,2008-12
69,(주)녹십자,6280,2009,67.96938406,82.87536884,1.775820593,4813,-0.053536845,5.658653471,2009-12
70,(주)녹십자,6280,2010,-292.110538,-347.8060474,-92.34397815,-284,-12.84069623,-3.359197249,2010-12
71,(주)녹십자,6280,2011,-218.9816785,-214.5120689,-25.54651285,5544,-2.181287185,-1.954540916,2011-12
72,(주)녹십자,6280,2012,-206.2757801,-193.0905373,-22.80581849,5305,0.08574661,-3.999791143,2012-12
73,(주)녹십자,6280,2013,-132.2070483,-101.484678,-19.0291634,6140,-0.590304511,-2.48565509,2013-12
74,(주)녹십자,6280,2014,-157.3981071,-233.9220065,-22.86541033,7260,0.062391173,-1.898530932,2014-12
75,(주)녹십자,6280,2015,-93.63011844,-84.22623281,-13.47220167,8213,3.693180073,-2.964100803,2015-12
76,(주)녹십자,6280,2016,-39.63116953,-21.88278003,-7.392806444,5451,-5.616411407,-1.374893175,2016-12
77,(주)녹십자,6280,2017,-44.54038396,-60.82455943,-10.5647258,4665,-0.235592048,-2.368237678,2017-12
78,(주)녹십자,6280,2018,-112.3758413,-482.2460976,-4.430511052,3017,-0.815210952,-1.883430058,2018-12
79,(주)녹십자,6280,2019,-81.5662275,266.5008744,-1.842826681,-319,-0.154702254,-2.725757419,2019-12
80,(주)녹십자,6280,2020,-203.4143459,-357.3673852,-10.04372685,7101,-1.287829924,-3.326219765,2020-12
81,(주)녹십자,6280,2021,-471.105711,-858.1796242,-18.21279232,10796,-7.706659745,-2.923371169,2021-12
82,(주)녹십자,6280,2022,-504.0801696,-346.2423042,-22.75931451,5735,-4.419116464,-3.226087577,2022-12
83,(주)녹십자홀딩스,5250,2007,-10.9571795,57.72167241,-28.18190957,6884,478.9057236,-59.51952493,2007-12
84,(주)녹십자홀딩스,5250,2008,76.05460183,56.90427693,30.04494374,2538,610.1701325,-40.57929886,2008-12
85,(주)녹십자홀딩스,5250,2009,162.2402966,130.7736718,18.44136018,6196,477.0710083,-49.37217229,2009-12
86,(주)녹십자홀딩스,5250,2010,-301.2687651,-379.4945274,-267.962691,-17380,326.2060639,-68.48579291,2010-12
87,(주)녹십자홀딩스,5250,2011,-115.9226355,-146.9699584,-18.29074891,571,18.52567932,5.158959143,2011-12
88,(주)녹십자홀딩스,5250,2012,-128.6447047,-280.9871229,43.59141246,1426,2.610910939,-3.206147433,2012-12
89,(주)녹십자홀딩스,5250,2013,-96.1782183,-41.37739223,-15.44395466,974,0.051668307,-2.407781518,2013-12
90,(주)녹십자홀딩스,5250,2014,-122.7926233,-172.6324601,-22.11735961,1259,-0.028630529,-2.097947246,2014-12
91,(주)녹십자홀딩스,5250,2015,-68.37129477,-74.90494757,-8.544350986,1439,4.479805593,-2.882025426,2015-12
92,(주)녹십자홀딩스,5250,2016,-26.75992444,9.871224748,-1.466018479,1039,-3.034367259,-0.438845063,2016-12
93,(주)녹십자홀딩스,5250,2017,-54.18083313,-64.06978808,-10.50517262,955,5.457953752,-2.170662157,2017-12
94,(주)녹십자홀딩스,5250,2018,-89.92179507,190.5579183,-0.299803937,406,-4.842289697,-2.167084586,2018-12
95,(주)녹십자홀딩스,5250,2019,-174.8033827,208.6054862,-6.427862105,59,-3.14266667,-2.430878537,2019-12
96,(주)녹십자홀딩스,5250,2020,-434.7365951,-72.63017319,3.030014112,3793,-15.72571225,-2.919158578,2020-12
97,(주)녹십자홀딩스,5250,2021,-498.4654469,-970.3266384,-12.28202992,1222,-5.960369757,-3.092259809,2021-12
98,(주)녹십자홀딩스,5250,2022,-490.2567826,1013.805891,-21.09820427,727,-4.518259795,-3.190392697,2022-12
99,(주)농심,4370,2007,-5.3897932,-10.23276379,-7.980958545,17870,5.576200327,0.076563894,2007-12
100,(주)농심,4370,2008,56.49624445,57.22262233,0.470259062,4764,-0.001353167,0.941498283,2008-12
101,(주)농심,4370,2009,-0.449345313,23.08564594,-1.582355636,3112,5.190540295,-0.321431457,2009-12
102,(주)농심,4370,2010,70.96475546,5.362414115,2.578149238,8942,0.454836518,2.616638984,2010-12
103,(주)농심,4370,2011,-43.04691867,-3.538824572,1.304713638,1036,5.28159131,-0.881018686,2011-12
104,(주)농심,4370,2012,-79.20285645,-86.70971909,-3.274926137,4490,0.307354291,-1.327231473,2012-12
105,(주)농심,4370,2013,-28.97145099,-96.03101593,-6.394748022,15286,0.519651707,0.447221766,2013-12
106,(주)농심,4370,2014,-73.27800912,-62.92117461,-2.108106877,11241,2.227971045,-0.243436929,2014-12
107,(주)농심,4370,2015,-14.56443656,56.78449471,0.172346873,20291,2.510509034,-0.114738126,2015-12
108,(주)농심,4370,2016,-93.86762113,-150.8672283,-4.699095176,34464,1.390709351,-0.063578573,2016-12
109,(주)농심,4370,2017,-77.35932379,-66.94396918,-6.648264979,15678,-2.653513697,-0.572397352,2017-12
110,(주)농심,4370,2018,-224.7667349,-151.1630087,-5.343302083,14577,-1.118478461,0.193924444,2018-12
111,(주)농심,4370,2019,-134.8537366,-248.3361255,-4.572602306,12277,-2.384304332,0.017841562,2019-12
112,(주)농심,4370,2020,-31.13100103,-24.09452759,-2.103927284,25682,-4.772100474,-0.619919422,2020-12
113,(주)농심,4370,2021,-45.74642048,-27.1851124,2.419253333,17263,-1.027709458,0.169598251,2021-12
114,(주)농심,4370,2022,-520.7855118,-13.32158858,-6.407455819,20081,-0.923200116,0.722639671,2022-12
115,(주)대우건설,47040,2007,-2.16710661,-18.47393295,8.103777436,2893,10.45341563,-0.619877358,2007-12
116,(주)대우건설,47040,2008,21.10202941,-115.6196898,15.14561694,17,13.23911566,-1.011111292,2008-12
117,(주)대우건설,47040,2009,7.498421201,-17.6372256,-0.972691236,-280,10.62908475,0.266282912,2009-12
118,(주)대우건설,47040,2010,378.3384957,1448.819561,8.982782777,-1770,-49.51432295,-14.25660642,2010-12
119,(주)대우건설,47040,2011,43.23716092,92.60231737,17.72877261,431,-20.49083411,-1.82291963,2011-12
120,(주)대우건설,47040,2012,72.89920255,75.59904826,1.463893734,431,0.14936609,0.146360979,2012-12
121,(주)대우건설,47040,2013,-23.91955415,10.06181642,0.135528879,-1747,98.38454759,-7.689804978,2013-12
122,(주)대우건설,47040,2014,6.545294318,63.65892391,8.936387578,255,-7.871299541,-0.34821546,2014-12
123,(주)대우건설,47040,2015,-1.26065557,108.6397678,-1.395529172,349,-5.149896108,-0.390816479,2015-12
124,(주)대우건설,47040,2016,-230.6771368,-548.3422659,1.406435487,-1791,111.3484298,-7.34859306,2016-12
125,(주)대우건설,47040,2017,-126.6629303,-1652.758302,3.684259184,630,0.607121065,-2.908159309,2017-12
126,(주)대우건설,47040,2018,54.52193557,75.69046748,0.462256621,727,-20.21850843,-0.483038872,2018-12
127,(주)대우건설,47040,2019,-17.32548181,42.37847815,12.42278336,508,17.02545851,-0.823981638,2019-12
128,(주)대우건설,47040,2020,25.57602859,47.04288458,4.799554263,691,-25.93681348,1.642351137,2020-12
129,(주)대우건설,47040,2021,-67.0705132,-115.1062582,-0.140466515,1180,2.491631963,-0.048206889,2021-12
130,(주)대우건설,47040,2022,-107.7276476,-233.536748,3.587836496,1227,-1.158889931,0.172552286,2022-12
131,(주)대웅,3090,2012,21.95775595,24.72422292,10.01585319,2839,23.03353098,-48.40241003,2012-12
132,(주)대웅,3090,2013,124.9049554,-8.226064335,157.4463729,4816,5.614371296,-2.182876324,2013-12
133,(주)대웅,3090,2014,7.183664555,84.15559639,-2.843844933,2794,10.72215247,-1.164010189,2014-12
134,(주)대웅,3090,2015,22.43355855,81.01423957,-9.164999034,4533,-3.017079347,-0.908753085,2015-12
135,(주)대웅,3090,2016,-6.575240552,11575.87231,-3.572177588,2301,3.81178282,0.544050763,2016-12
136,(주)대웅,3090,2017,-38.47163247,218.800626,-4.550161808,1534,-1.518899484,-0.25989168,2017-12
137,(주)대웅,3090,2018,-4.459324099,-65.42341574,0.796602923,692,2.232421856,-0.498737553,2018-12
138,(주)대웅,3090,2019,20.97147395,88.7272462,4.291886319,1446,-3.156918375,-0.807346754,2019-12
139,(주)대웅,3090,2020,-14.05577057,47.52681187,-4.895128645,2343,-1.893372152,0.245619116,2020-12
140,(주)대웅,3090,2021,-112.5105983,-5.488309038,-9.700013526,1897,-3.039381067,-0.190314167,2021-12
141,(주)대웅,3090,2022,-6.519462178,-150.559762,-2.514810972,2467,4.458054154,-0.944979236,2022-12
142,(주)대웅제약,69620,2012,-1346.451179,-894.5419647,-7.083807935,1119,-2.050328968,-0.070702677,2012-12
143,(주)대웅제약,69620,2013,78.0921877,53.58283106,-6.285411525,5658,8.921424514,-2.169148735,2013-12
144,(주)대웅제약,69620,2014,1.641969824,100.8656879,-7.334540364,3056,17.10914337,-1.544360074,2014-12
145,(주)대웅제약,69620,2015,25.63008495,86.86188132,-9.157894612,4160,-3.527712481,-1.241127511,2015-12
146,(주)대웅제약,69620,2016,41.81700412,75.07254023,-4.215846636,2613,6.232532968,0.657516274,2016-12
147,(주)대웅제약,69620,2017,-41.27619491,-81.41484413,-4.512662523,3060,2.115288228,-0.162108786,2017-12
148,(주)대웅제약,69620,2018,-2.937772604,-74.21618199,2.470377637,-1468,6.970449523,-0.403221214,2018-12
149,(주)대웅제약,69620,2019,0.596676202,-54.48163743,4.847317564,2132,-2.398707779,-1.026210885,2019-12
150,(주)대웅제약,69620,2020,314.8704915,293.3250371,-6.13538371,1196,-4.300664072,0.561838903,2020-12
151,(주)대웅제약,69620,2021,-1683.187901,-33.56535246,-9.710305032,2241,-6.432041737,0.183613115,2021-12
152,(주)대웅제약,69620,2022,-21.11495045,40.71304719,-2.953763019,3816,7.555374814,-1.254473839,2022-12
153,(주)대한항공,3490,2007,-273.0110959,160.466183,-12.54989894,182,27.20634808,0.213670246,2007-12
154,(주)대한항공,3490,2008,78.47429126,-136.7820606,-10.39650659,-9532,12.91518041,1.205425152,2008-12
155,(주)대한항공,3490,2009,178.5999473,-236.2264422,-18.76241395,1257,-35.40026546,2.113023571,2009-12
156,(주)대한항공,3490,2010,604.7926555,297.4881085,10.2724985,2434,94.97811047,-0.246907442,2010-12
157,(주)대한항공,3490,2011,1253.529216,2635.8531,-7.111128299,-3240,86.20053271,-0.470262701,2011-12
158,(주)대한항공,3490,2012,-98.72428706,497.4473001,-9.387351264,3673,4.97642439,-1.025218713,2012-12
159,(주)대한항공,3490,2013,1153.39901,193.5066928,-13.951986,-3517,-13.26820446,0.251528138,2013-12
160,(주)대한항공,3490,2014,1320.600396,208.3416278,-10.65766796,-8185,156.9281893,0.617652938,2014-12
161,(주)대한항공,3490,2015,-1519.589636,69.49209635,-7.390531456,-7968,-183.0182878,2.125057891,2015-12
162,(주)대한항공,3490,2016,-319.5418555,303.6502815,-9.525216609,-7639,268.0325883,-1.156669429,2016-12
163,(주)대한항공,3490,2017,-97.36954104,130.7670761,-9.075564657,8639,-172.1003925,-0.241114484,2017-12
164,(주)대한항공,3490,2018,-500.0407562,247.1462723,-13.22947659,-2148,175.679937,-1.727791771,2018-12
165,(주)대한항공,3490,2019,219.956666,36.57637091,-11.82013461,-6557,-51.02911402,0.595146683,2019-12
166,(주)대한항공,3490,2020,112.5208575,127.5625516,4.08988366,-1979,-32.27152902,1.635874281,2020-12
167,(주)대한항공,3490,2021,-1094.26196,9.031407674,-6.052821611,1743,-20.07234048,4.039309052,2021-12
168,(주)대한항공,3490,2022,-321.31886,-1268.295725,-23.69229213,4787,-45.74331624,-2.570745593,2022-12
169,(주)더블유게임즈,192080,2016,18.68127856,34.55192038,1.696993874,2952,11.69528657,3.640827231,2016-12
170,(주)더블유게임즈,192080,2017,-214.7421899,-157.1827668,-6.597838517,2204,-9.034269703,0.48521015,2017-12
171,(주)더블유게임즈,192080,2018,-94.31056231,6.97652533,-81.24114523,1026,-9.283410414,0.088148716,2018-12
172,(주)더블유게임즈,192080,2019,-8.223140092,1.134224217,-3.671686971,1348,-2.635973499,0.129393782,2019-12
173,(주)더블유게임즈,192080,2020,16.85200636,-61.61396875,8.737061502,6634,0.208736302,0.035861702,2020-12
174,(주)더블유게임즈,192080,2021,-1.866933628,-25.02000451,0.869956912,7391,8.739319608,-0.664277892,2021-12
175,(주)더블유게임즈,192080,2022,-3.004067513,83.26137907,-0.875207604,-7815,-4.765708088,0.995803533,2022-12
176,(주)동서,26960,2007,33.80344634,18.74573549,13.4258548,2603,0.06672582,1.341339451,2007-12
177,(주)동서,26960,2008,25.39849946,18.75243163,3.006501577,715,-1.231313795,1.582957016,2008-12
178,(주)동서,26960,2009,13.43453534,17.53707857,4.097744482,739,0.661217864,0.781568779,2009-12
179,(주)동서,26960,2010,31.39050362,21.51444659,13.46356323,850,1.000631034,1.088577832,2010-12
180,(주)동서,26960,2011,28.34623203,-0.196523445,11.43799467,462,3.569929214,0.326155661,2011-12
181,(주)동서,26960,2012,24.48326403,36.8897002,9.353679523,-894,-0.156540413,0.220826755,2012-12
182,(주)동서,26960,2013,31.99667628,13.92235219,8.085343547,1246,-0.071565509,-0.538196508,2013-12
183,(주)동서,26960,2014,31.1992862,20.94372117,2.373129515,1284,-1.973197893,-0.418170922,2014-12
184,(주)동서,26960,2015,19.7197538,21.0287501,-2.364847749,1225,-0.188278278,-0.096130418,2015-12
185,(주)동서,26960,2016,27.94475361,2.707418544,5.433892955,1199,0.352840814,-0.119804437,2016-12
186,(주)동서,26960,2017,1.702362293,-1.919455927,-1.199799786,1233,-0.055867962,-0.38632936,2017-12
187,(주)동서,26960,2018,5.026450321,-7.301213959,-0.360756334,1179,-0.772375398,-0.114095354,2018-12
188,(주)동서,26960,2019,3.205116892,34.2894373,9.75346051,1388,-1.715017395,0.266299786,2019-12
189,(주)동서,26960,2020,12.29380784,7.422484555,6.919018373,1186,-0.278559969,1.026150191,2020-12
190,(주)동서,26960,2021,6.672900946,25.85671058,-7.094049302,1149,0.672502655,0.031817859,2021-12
191,(주)동서,26960,2022,19.00645535,81.23207442,2.09146959,1701,-3.871974007,0.075612025,2022-12
192,(주)두산,150,2007,0.057286144,26.80410768,-2.003658797,4159,192.8073105,2.520956097,2007-12
193,(주)두산,150,2008,13.34205343,-35.95929097,43.93757215,632,255.1843503,0.991207505,2008-12
194,(주)두산,150,2009,177.4593496,-287.3549891,20.94802261,1687,349.898464,13.42115933,2009-12
195,(주)두산,150,2010,133.0876694,27.60519116,-46.38884294,31693,22.68326285,5.025666938,2010-12
196,(주)두산,150,2011,28.06969794,29.48361788,-2.929186739,15521,3.567663909,-1.254212384,2011-12
197,(주)두산,150,2012,39.79172926,45.11803268,-8.955765306,3871,4.941987598,-3.22691867,2012-12
198,(주)두산,150,2013,293.3027118,211.1692825,29.73246687,5849,-122.0925058,-0.131330946,2013-12
199,(주)두산,150,2014,34.04386397,-106.2723001,8.87980733,3129,-11.65193249,-0.231163815,2014-12
200,(주)두산,150,2015,2.26119982,1836.401453,5.845514272,-20292,13.60477149,-2.935168472,2015-12
201,(주)두산,150,2016,271.1213828,-2803.653566,13.07346217,9972,0.143417418,-0.827772553,2016-12
202,(주)두산,150,2017,43.07459503,6.339410921,4.953001036,1909,6.274393436,-0.393483549,2017-12
203,(주)두산,150,2018,22.9630085,-277.3762778,9.859790754,-5955,27.15768296,-1.21656054,2018-12
204,(주)두산,150,2019,68.63461081,-68.51359705,12.91832758,21900,-14.17703268,-0.166409252,2019-12
205,(주)두산,150,2020,-2645.037288,1440.806313,2.012046881,-31092,-61.47725014,-0.84599388,2020-12
206,(주)두산,150,2021,-284.2710173,100.9047509,-66.5187163,11890,-32.30210602,-0.688987125,2021-12
207,(주)두산,150,2022,29.2802692,162.0887192,13.17031818,-39132,3.077921413,-0.772530408,2022-12
208,(주)메리츠금융지주,138040,2015,,,,,,,2015-12
209,(주)메리츠금융지주,138040,2016,,,,,,,2016-12
210,(주)메리츠금융지주,138040,2017,,,,,,,2017-12
211,(주)메리츠금융지주,138040,2018,,,,,,,2018-12
212,(주)메리츠금융지주,138040,2019,,,,,,,2019-12
213,(주)메리츠금융지주,138040,2020,,,,,,,2020-12
214,(주)메리츠금융지주,138040,2021,,,,,,,2021-12
215,(주)메리츠금융지주,138040,2022,,,,,,,2022-12
216,(주)보령,3850,2007,-55.63795196,-56.67534329,-3.452620163,2964,-2.367083134,-1.311438608,2007-12
217,(주)보령,3850,2008,34.02675978,2.093573524,2.743711196,-477,-0.414588717,-0.155028094,2008-12
218,(주)보령,3850,2009,28.09588543,85.04637422,0.35499207,-308,-4.369503391,-1.516219526,2009-12
219,(주)보령,3850,2010,90.78379568,108.0012261,4.159249759,-170,16.55066408,-1.112414453,2010-12
220,(주)보령,3850,2011,-7.13538825,23.91737166,-3.2007912,16,-1.68310016,-1.31990689,2011-12
221,(주)보령,3850,2012,-93.94307335,76.06702085,-4.18746278,440,-10.40618395,-1.554893794,2012-12
222,(주)보령,3850,2013,359.4788935,18.92094706,-2.477040048,573,-14.65894494,0.779220227,2013-12
223,(주)보령,3850,2014,-40.80287029,-19.15534796,-16.28282792,735,-9.144722066,0.690007058,2014-12
224,(주)보령,3850,2015,-6.832494537,-26.17621865,-12.47929702,404,-2.096480541,0.580610573,2015-12
225,(주)보령,3850,2016,4.300852256,-20.76137275,-12.92081287,-1195,25.70617414,-1.317850622,2016-12
226,(주)보령,3850,2017,-60.23353289,-333.1503386,-10.20408038,1334,-50.74355336,-1.855315079,2017-12
227,(주)보령,3850,2018,2147.515638,-307.2121406,-5.602514933,145,-4.07894681,-0.351662331,2018-12
228,(주)보령,3850,2019,-7.54927416,-20.32593856,-4.372662573,127,-1.680040678,-1.033037604,2019-12
229,(주)보령,3850,2020,-34.96842966,-13.70514736,-17.139253,554,-9.379756125,-1.228796661,2020-12
230,(주)보령,3850,2021,-162.4478239,832.4902052,-9.275459135,689,3.377137296,-1.238273701,2021-12
231,(주)보령,3850,2022,-62.23212279,-104.6171057,-9.976455802,636,-3.082771374,-1.042953389,2022-12
232,(주)비지에프리테일,282330,2018,,,,1953,-23.60053479,-0.13686764,2018-12
233,(주)비지에프리테일,282330,2019,-8.412161235,-10.31430728,-3.967395985,1986,-13.11472636,-0.109009934,2019-12
234,(주)비지에프리테일,282330,2020,-32.48219533,-42.12956671,-7.308618881,1514,-23.85825425,-0.118400837,2020-12
235,(주)비지에프리테일,282330,2021,-45.84169358,-44.47851608,-16.8263213,2065,-17.14553359,-0.032718426,2021-12
236,(주)비지에프리테일,282330,2022,-37.97999161,-22.67145625,-7.618215372,2366,-15.1757275,-0.22131853,2022-12
237,(주)셀트리온,68270,2007,-68.21552254,-67.60897722,-21.92786293,390,40.27066535,-3.509719073,2007-12
238,(주)셀트리온,68270,2008,6831.358961,1558.374634,-160.2394214,0,-11.99387903,-4.376910422,2008-12
239,(주)셀트리온,68270,2009,-225412.1735,326.2395734,-152.608343,174,-1.354050758,3.697533278,2009-12
240,(주)셀트리온,68270,2010,-42.01913527,-73.69743047,-13.020379,269,-3.545701768,-6.989928888,2010-12
241,(주)셀트리온,68270,2011,3.766813436,-19.16398515,-17.15228968,383,1.780984009,-0.064501964,2011-12
242,(주)셀트리온,68270,2012,-8.574980005,5.837134338,-25.30725454,314,-2.615647015,0.654237453,2012-12
243,(주)셀트리온,68270,2013,-66.26556978,-43.32128688,-66.22325819,-33,-1.756109337,-9.986243264,2013-12
244,(주)셀트리온,68270,2014,96.21943615,65.24551807,62.99682944,1112,-0.769991735,-2.928818152,2014-12
245,(주)셀트리온,68270,2015,47.02838408,78.04170223,27.40850815,1409,-3.723629955,-1.938409625,2015-12
246,(주)셀트리온,68270,2016,4.15116907,-57.38881769,9.71982079,1371,2.493552199,-5.577051824,2016-12
247,(주)셀트리온,68270,2017,5.745266426,-26.35947798,-3.607892927,3015,3.097035406,-1.868276248,2017-12
248,(주)셀트리온,68270,2018,1.316585104,14.46906428,0.914076939,1971,4.117391598,-6.949608927,2018-12
249,(주)셀트리온,68270,2019,22.80307051,59.49529481,2.07460938,2369,-0.606143913,-1.573524873,2019-12
250,(주)셀트리온,68270,2020,-34.50275394,-27.04740508,-39.65864612,3873,8.189229854,-1.67245025,2020-12
251,(주)셀트리온,68270,2021,-17.90897863,-27.80011965,-0.343813206,4244,-0.321801777,-1.880387279,2021-12
252,(주)셀트리온,68270,2022,-9.695337085,7.521151434,-14.6736468,3894,-1.349572503,-2.481798485,2022-12
253,(주)신세계,4170,2007,-15.38459224,-16.30652339,-14.5565535,26543,2.146906709,-1.051266082,2007-12
254,(주)신세계,4170,2008,-12.7621259,-7.988261973,-12.74827138,8462,19.33383417,-0.992680471,2008-12
255,(주)신세계,4170,2009,-8.59699393,2.821639232,-16.14940163,8847,-1.207526218,-0.728699821,2009-12
256,(주)신세계,4170,2010,-89.13553796,-24.13884082,-106.3409436,-49532,0.322176762,3.72590847,2010-12
257,(주)신세계,4170,2011,63.27958189,321.350676,21.04424075,0,6.302117911,1.376001982,2011-12
258,(주)신세계,4170,2012,30.55122046,55.34408091,5.974011914,16429,35.10301678,-0.195467557,2012-12
259,(주)신세계,4170,2013,63.99673936,54.65618581,-0.056775779,16024,-5.157386665,1.663242081,2013-12
260,(주)신세계,4170,2014,18.81764181,50.7076114,-2.555991818,15922,3.277761056,0.991165733,2014-12
261,(주)신세계,4170,2015,24.38562454,-70.42438489,-1.677782243,40879,-3.833745011,1.54807457,2015-12
262,(주)신세계,4170,2016,12.510354,90.11173075,-8.060082519,23091,1.924880238,1.490096386,2016-12
263,(주)신세계,4170,2017,-56.00121694,50.96198695,-18.9872918,18530,-4.676365038,1.974802454,2017-12
264,(주)신세계,4170,2018,-35.33281235,-14.74195612,-8.620768541,23415,-3.822653668,0.438012739,2018-12
265,(주)신세계,4170,2019,-15.22963612,-437.1012864,-15.80363466,52658,-4.30182795,1.405050322,2019-12
