,회사명,거래소코드,회계년도,정상영업이익증가율,순이익증가율,매출액증가율,1주당순이익,부채비율,매출액정상영업이익률,,회계연도
0,(주)BNK금융지주,138930,2011,,,,,,,,2011-09
1,(주)BNK금융지주,138930,2012,,,,,,,,2012-09
2,(주)BNK금융지주,138930,2013,,,,,,,,2013-09
3,(주)BNK금융지주,138930,2014,,,,,,,,2014-09
4,(주)BNK금융지주,138930,2015,,,,,,,,2015-09
5,(주)BNK금융지주,138930,2016,,,,,,,,2016-09
6,(주)BNK금융지주,138930,2017,,,,,,,,2017-09
7,(주)BNK금융지주,138930,2018,,,,,,,,2018-09
8,(주)BNK금융지주,138930,2019,,,,,,,,2019-09
9,(주)BNK금융지주,138930,2020,,,,,,,,2020-09
10,(주)BNK금융지주,138930,2021,,,,,,,,2021-09
11,(주)BNK금융지주,138930,2022,,,,,,,,2022-09
12,(주)DB하이텍,990,2007,-347.1703106,119.4200755,-18.31596929,343,-1.690980261,-3.94640302,,2007-09
13,(주)DB하이텍,990,2008,-125.139113,-172.3647884,-14.24557931,-897,2.122034568,-0.28260043,,2008-09
14,(주)DB하이텍,990,2009,-570.1479239,323.4550143,-37.05036796,-2102,31.96084313,-2.789908072,,2009-09
15,(주)DB하이텍,990,2010,32.78882669,-58.32718747,-47.16403779,-376,-11.41881859,-0.276522651,,2010-09
16,(주)DB하이텍,990,2011,-948.5791471,409.0235268,-18.012444,-1115,39.50319343,-5.065781173,,2011-09
17,(주)DB하이텍,990,2012,-9.27147315,-283.342639,-4.856243092,335,-16.42127323,0.902754128,,2012-09
18,(주)DB하이텍,990,2013,-88.01709011,265.0689384,0.763696785,-231,2.474428628,-0.280555664,,2013-09
19,(주)DB하이텍,990,2014,19.63611993,470.1508604,2.865130869,-740,103.7458173,1.470886435,,2014-09
20,(주)DB하이텍,990,2015,75.8907759,23.73546669,24.37550999,773,-43.43931697,4.018270919,,2015-09
21,(주)DB하이텍,990,2016,3.570967299,46.30618857,4.296852087,669,-22.95811725,0.137770841,,2016-09
22,(주)DB하이텍,990,2017,-26.68190762,-61.46844505,-6.172744696,233,-2.040412218,-1.965285011,,2017-09
23,(주)DB하이텍,990,2018,19.89271422,-3.66838582,5.560601707,759,-10.38480182,2.669899797,,2018-09
24,(주)DB하이텍,990,2019,25.31248677,42.28934104,4.138424216,1028,-16.30121139,3.20410811,,2019-09
25,(주)DB하이텍,990,2020,-12.89354994,-6.574379215,-0.415582688,1083,-4.153461941,-0.834042714,,2020-09
26,(주)DB하이텍,990,2021,46.18499298,56.94676317,19.58464816,2132,-1.741433439,3.426221291,,2021-09
27,(주)DB하이텍,990,2022,3.358323659,6.140854718,2.670949047,3930,-0.412680734,0.604246913,,2022-09
28,(주)JB금융지주,175330,2014,,,,,,,,2014-09
29,(주)JB금융지주,175330,2015,,,,,,,,2015-09
30,(주)JB금융지주,175330,2016,,,,,,,,2016-09
31,(주)JB금융지주,175330,2017,,,,,,,,2017-09
32,(주)JB금융지주,175330,2018,,,,,,,,2018-09
33,(주)JB금융지주,175330,2019,,,,,,,,2019-09
34,(주)JB금융지주,175330,2020,,,,,,,,2020-09
35,(주)JB금융지주,175330,2021,,,,,,,,2021-09
36,(주)JB금융지주,175330,2022,,,,,,,,2022-09
37,(주)KB금융지주,105560,2009,,,,,,,,2009-09
38,(주)KB금융지주,105560,2010,,,,,,,,2010-09
39,(주)KB금융지주,105560,2011,,,,,,,,2011-09
40,(주)KB금융지주,105560,2012,,,,,,,,2012-09
41,(주)KB금융지주,105560,2013,,,,,,,,2013-09
42,(주)KB금융지주,105560,2014,,,,,,,,2014-09
43,(주)KB금융지주,105560,2015,,,,,,,,2015-09
44,(주)KB금융지주,105560,2016,,,,,,,,2016-09
45,(주)KB금융지주,105560,2017,,,,,,,,2017-09
46,(주)KB금융지주,105560,2018,,,,,,,,2018-09
47,(주)KB금융지주,105560,2019,,,,,,,,2019-09
48,(주)KB금융지주,105560,2020,,,,,,,,2020-09
49,(주)KB금융지주,105560,2021,,,,,,,,2021-09
50,(주)KB금융지주,105560,2022,,,,,,,,2022-09
51,(주)강원랜드,35250,2007,2.85963333,-1.472783104,5.868762678,-791,-2.434401264,-0.163977453,,2007-09
52,(주)강원랜드,35250,2008,-0.174915737,1.469675451,8.03363351,459,-4.62310056,-0.453540151,,2008-09
53,(주)강원랜드,35250,2009,18.63584251,20.74758139,6.681622789,607,-1.512942157,0.995306862,,2009-09
54,(주)강원랜드,35250,2010,19.37679928,18.02355606,13.18520694,636,1.166775998,0.867282128,,2010-09
55,(주)강원랜드,35250,2011,18.33725771,9.962734484,10.61649537,-970,0.325964467,-0.043031897,,2011-09
56,(주)강원랜드,35250,2012,3.699578908,1.115403133,8.78233867,403,3.858579103,-0.94696733,,2012-09
57,(주)강원랜드,35250,2013,45.35483398,37.26106512,21.04477581,516,-2.323208618,1.344124135,,2013-09
58,(주)강원랜드,35250,2014,7.415045665,4.900119061,10.78003775,520,-2.122379618,-0.746327843,,2014-09
59,(주)강원랜드,35250,2015,6.7440588,22.21332821,6.327055549,-1133,-2.791871981,-0.266804966,,2015-09
60,(주)강원랜드,35250,2016,0.868992954,0.529187887,6.385903321,-1314,-3.852951101,-1.01166221,,2016-09
61,(주)강원랜드,35250,2017,1.616966927,7.770814633,2.087306185,-1185,2.355990669,-0.630134271,,2017-09
62,(주)강원랜드,35250,2018,7.766309298,-1.361579297,8.968532442,-913,0.239709741,-0.012887978,,2018-09
63,(주)강원랜드,35250,2019,-19.42401219,152.5274508,11.3295984,-757,-4.439801771,-2.061655239,,2019-09
64,(주)강원랜드,35250,2020,-37.50436822,-10.32336818,121.227635,995,-3.860590112,5.006465516,,2020-09
65,(주)강원랜드,35250,2021,798.3539514,-2.359168684,20.44618538,99,1.258019473,12.9342074,,2021-09
66,(주)강원랜드,35250,2022,69.72369513,98.93757533,27.62353297,-156,2.090279978,6.332434971,,2022-09
67,(주)녹십자,6280,2007,17.82551674,24.34959135,11.86848958,-2709,-5.527814582,0.58000874,,2007-09
68,(주)녹십자,6280,2008,2.710890411,-47.38291444,13.15696966,1115,12.21882917,0.372590074,,2008-09
69,(주)녹십자,6280,2009,2.700615943,5.844631165,12.89417941,1712,-6.496463155,0.111346529,,2009-09
70,(주)녹십자,6280,2010,60.28053799,80.51604741,19.47397815,3273,-6.489303772,-1.990802751,,2010-09
71,(주)녹십자,6280,2011,218.9816785,214.5120689,25.54651285,-2346,0.801287185,4.294540916,,2011-09
72,(주)녹십자,6280,2012,172.2557801,172.6805373,18.53581849,-2688,3.67425339,3.319791143,,2012-09
73,(주)녹십자,6280,2013,160.2370483,103.754678,26.1391634,-3181,0.070304511,3.85565509,,2013-09
74,(주)녹십자,6280,2014,165.1381071,237.9420065,19.81541033,-3493,4.167608827,4.178530932,,2014-09
75,(주)녹십자,6280,2015,59.42011844,96.59623281,9.912201674,-3520,-13.39318007,2.824100803,,2015-09
76,(주)녹십자,6280,2016,43.87116953,35.74278003,7.922806444,-1846,2.596411407,1.574893175,,2016-09
77,(주)녹십자,6280,2017,21.53038396,5.724559428,7.844725802,-2612,0.485592048,1.418237678,,2017-09
78,(주)녹십자,6280,2018,110.3058413,481.5160976,3.060511052,-1708,0.125210952,1.273430058,,2018-09
79,(주)녹십자,6280,2019,86.1762275,-255.3508744,2.802826681,371,1.684702254,2.415757419,,2019-09
80,(주)녹십자,6280,2020,224.7743459,357.3673852,16.54372685,-465,-3.252170076,3.406219765,,2020-09
81,(주)녹십자,6280,2021,543.745711,679.2196242,20.15279232,-1560,-3.983340255,5.313371169,,2021-09
82,(주)녹십자,6280,2022,272.8101696,290.7923042,8.609314509,-1693,0.479116464,1.436087577,,2022-09
83,(주)녹십자홀딩스,5250,2007,10.9571795,-57.72167241,28.18190957,-2645,-15.73572356,3.409524927,,2007-09
84,(주)녹십자홀딩스,5250,2008,-91.71460183,-98.34427693,-28.67494374,65,3.629867487,-15.87070114,,2008-09
85,(주)녹십자홀딩스,5250,2009,-40.05029664,-30.94367177,24.73863982,1789,-19.54100833,-8.327827715,,2009-09
86,(주)녹십자홀딩스,5250,2010,14.07876512,20.36452738,14.77269097,4938,-6.296063935,-0.914207095,,2010-09
87,(주)녹십자홀딩스,5250,2011,74.43263547,85.0299584,15.34074891,-595,1.554320685,0.571040857,,2011-09
88,(주)녹십자홀딩스,5250,2012,145.6847047,138.2171229,16.67858754,-2183,0.129089061,3.106147433,,2012-09
89,(주)녹십자홀딩스,5250,2013,112.9782183,86.60739223,23.23395466,-543,1.378331693,3.247781518,,2013-09
90,(주)녹십자홀딩스,5250,2014,124.2826233,201.4224601,16.85735961,-539,-2.661369471,3.597947246,,2014-09
91,(주)녹십자홀딩스,5250,2015,50.46129477,60.38494757,6.734350986,-693,-5.959805593,2.762025426,,2015-09
92,(주)녹십자홀딩스,5250,2016,41.31992444,18.53877525,3.546018479,-304,1.494367259,1.408845063,,2016-09
93,(주)녹십자홀딩스,5250,2017,13.27083313,-4.720211923,5.955172618,-488,0.972046248,1.140662157,,2017-09
94,(주)녹십자홀딩스,5250,2018,78.92179507,-225.1279183,-2.260196063,-377,4.872289697,0.947084586,,2018-09
95,(주)녹십자홀딩스,5250,2019,192.3833827,-152.1554862,7.147862105,158,2.80266667,2.430878537,,2019-09
96,(주)녹십자홀딩스,5250,2020,556.9065951,72.63017319,3.899985888,-551,-2.634287747,4.949158578,,2020-09
97,(주)녹십자홀딩스,5250,2021,452.9954469,944.0966384,16.18202992,-317,-6.809630243,4.412259809,,2021-09
98,(주)녹십자홀딩스,5250,2022,354.4567826,-898.0658905,7.078204266,186,2.688259795,0.820392697,,2022-09
99,(주)농심,4370,2007,5.3897932,10.23276379,7.980958545,-8730,-2.456200327,-0.326563894,,2007-09
100,(주)농심,4370,2008,-56.34624445,-69.62262233,7.369740938,797,2.031353167,-1.591498283,,2008-09
101,(주)농심,4370,2009,-0.720654687,-22.43564594,1.512355636,5974,-3.630540295,-0.358568543,,2009-09
102,(주)농심,4370,2010,-28.38475546,19.83758588,-1.638149238,4285,-3.434836518,-0.986638984,,2010-09
103,(주)농심,4370,2011,4.32691867,-29.57117543,-2.434713638,3367,-3.62159131,-0.228981314,,2011-09
104,(주)농심,4370,2012,85.17285645,86.70971909,6.714926137,5389,-9.517354291,0.597231473,,2012-09
105,(주)농심,4370,2013,24.54145099,96.03101593,2.304748022,-6447,-4.689651707,-0.307221766,,2013-09
106,(주)농심,4370,2014,55.04800912,24.84117461,-0.461893123,-7196,-1.147971045,-0.336563071,,2014-09
107,(주)농심,4370,2015,55.13443656,-19.94449471,3.117653127,-10339,2.019490966,0.684738126,,2015-09
108,(주)농심,4370,2016,83.28762113,55.63722833,3.889095176,-27404,-3.000709351,0.023578573,,2016-09
109,(주)농심,4370,2017,71.68932379,83.63396918,6.598264979,-7894,0.503513697,0.282397352,,2017-09
110,(주)농심,4370,2018,236.0567349,157.0930087,6.243302083,-6872,-0.291521539,0.036075556,,2018-09
111,(주)농심,4370,2019,126.4537366,247.7761255,3.822602306,-5827,1.564304332,-0.097841562,,2019-09
112,(주)농심,4370,2020,-29.15899897,-18.85547241,-2.476072716,-14691,-0.507899526,-1.050080578,,2020-09
113,(주)농심,4370,2021,68.52642048,38.8151124,3.870746667,-8167,-0.142290542,0.270401749,,2021-09
114,(주)농심,4370,2022,541.8455118,1.081588576,7.517455819,-10499,-0.296799884,0.277360329,,2022-09
115,(주)대우건설,47040,2007,2.16710661,18.47393295,-8.103777436,-710,-0.743415629,0.459877358,,2007-09
116,(주)대우건설,47040,2008,-28.34202941,92.34968978,-9.635616935,387,-8.049115656,-0.058888708,,2008-09
117,(주)대우건설,47040,2009,6.131578799,-89.9027744,-1.797308764,51,3.610915252,-0.026282912,,2009-09
118,(주)대우건설,47040,2010,-378.8384957,-1363.549561,-17.89278278,-887,46.57432295,-3.563393584,,2010-09
119,(주)대우건설,47040,2011,-43.23716092,-92.60231737,-13.16877261,-372,4.080834105,-0.31708037,,2011-09
120,(주)대우건설,47040,2012,-45.09920255,-41.06904826,1.736106266,-243,5.54063391,-0.546360979,,2012-09
121,(주)대우건설,47040,2013,-0.640445849,20.37818358,-13.20552888,-169,-0.884547587,0.109804978,,2013-09
122,(주)대우건설,47040,2014,-17.54529432,-105.5089239,2.373612422,-240,-12.48870046,-0.56178454,,2014-09
123,(주)대우건설,47040,2015,15.13065557,-73.45976775,-0.474470828,-244,-18.81010389,0.440816479,,2015-09
124,(주)대우건설,47040,2016,-7.842863215,16.73226591,-6.956435487,-44,2.471570228,0.16859306,,2016-09
125,(주)대우건설,47040,2017,-53.77706965,-31.69169757,-0.514259184,-787,-33.48712107,-1.551840691,,2017-09
126,(주)대우건설,47040,2018,18.41806443,-21.96046748,-7.942256621,-485,-30.80149157,0.293038872,,2018-09
127,(주)대우건설,47040,2019,16.95548181,-42.48847815,-6.722783358,-339,-28.70545851,0.333981638,,2019-09
128,(주)대우건설,47040,2020,26.87397141,6.867115421,-3.409554263,-279,9.196813481,0.097648863,,2020-09
129,(주)대우건설,47040,2021,-41.6094868,-35.67374178,-4.859533485,-698,-21.85163196,-1.621793111,,2021-09
130,(주)대우건설,47040,2022,137.6876476,260.066748,3.262163504,-541,-10.42111007,0.557447714,,2022-09
131,(주)대웅,3090,2012,-34.77775595,-22.57422292,-1.00585319,2407,7.066469017,61.96241003,,2012-09
132,(주)대웅,3090,2013,-1.474955358,0.466064335,5.453627088,0,-1.904371296,0.442876324,,2013-09
133,(주)대웅,3090,2014,-9.703664555,-109.3255964,3.263844933,-2391,3.737847527,-0.525989811,,2014-09
