,정상영업이익증가율_fwd,순이익증가율_fwd,1주당순이익_fwd,부채비율_fwd,매출액정상영업이익률_fwd,매출액증가율_fwd,PER_fwd,PBR_fwd,PCR_fwd
2007-07-31,0.47535575870536373,0.47535575870536373,-0.3398734894776554,0.9691968214780802,1.6147823921983167,0.47535575870536373,3.2433485867650056,0.47535575870536373,0.7512422635242288
2007-08-31,0.07582181714370302,0.07582181714370302,0.2636264942973371,-0.09760838499771146,-0.16565369316308814,0.07582181714370302,-0.17784190779304732,0.07582181714370302,-0.05333163349098854
2007-09-30,-0.0966004236860688,-0.0966004236860688,0.2707433548490859,-0.22392812895487163,-0.1899472668405299,-0.0966004236860688,-0.3267453637056482,-0.0966004236860688,-0.04593350621433115
2007-10-31,-0.23249728555917482,-0.23249728555917482,-0.10635423272934218,-0.03310837231318337,0.18714279572798123,-0.23249728555917482,-0.24856808776914013,-0.23249728555917482,0.4190438307901594
2007-11-30,-0.30976808477960377,-0.30976808477960377,-8.316877200681232e-05,-0.3005904001023307,-0.1613050467978047,-0.30976808477960377,-0.12795069018541305,-0.30976808477960377,-0.16152446552732472
2007-12-31,0.6317003024743393,0.6317003024743393,0.05756985830787533,0.01810715962096987,-0.13983341689160722,0.6317003024743393,-0.26095559645214406,0.6317003024743393,-0.2210251330356426
2008-01-31,-3.212359680592524,-3.212359680592524,-0.14412661157486448,-0.29599842645544394,-0.2751540622640664,-3.212359680592524,-0.1914580993821577,0.4221256913602072,-0.4120579949053728
2008-02-29,-2.8734590282813635,-2.8734590282813635,0.07562753279664441,0.2894474015135785,0.034274522794568475,-2.8734590282813635,0.1904512390808402,0.6220037379312972,-0.016819820220719116
2008-03-31,0.7608669403525719,0.7608669403525719,-0.06585417250191414,0.17951458641112808,0.0046378614576407864,0.7608669403525719,0.10758481853980002,0.21546078981940095,-0.10180182902872893
2008-04-30,-1.2747540031226172,-1.2747540031226172,0.05430688521280952,-0.06711107063792902,0.229314131999588,-1.2747540031226172,-0.015194862137246433,-0.2436632990207188,0.43310873897069224
2008-05-31,-2.6575762599469495,-2.6575762599469495,0.023023745933612613,-0.0927903718042914,0.02208642723740097,-2.6575762599469495,-0.0643957601803621,-0.20736037000485089,0.026183579637281806
2008-06-30,-0.9476469630353362,-0.9476469630353362,-0.007938155027498185,-0.08808584827832096,-0.05044573944000059,-0.9476469630353362,-0.04123640121433276,-0.1248778940161806,-0.158165672099441
2008-07-31,0.01036637219141594,-0.07085392473108443,0.016190119962166728,-0.03690211480643194,-0.4281258756594096,0.16715293962167285,-0.05686739447351884,-0.02572051773198844,0.031470846107224185
2008-08-31,-0.5015580985102472,-0.16625087775384853,-0.11104006547565763,-0.20871096944865128,1.468030650378419,-0.1511098034764035,-0.16038338639764255,0.03450053236917451,-0.024655864707147753
2008-09-30,2.549870257982887,0.08113122697358063,0.014144476443735132,0.13535588960378342,0.047305451160224804,0.2683708641618978,0.08187541455498529,-0.1448383468195508,-0.02118050448731948
2008-10-31,-1.4590838565783413,-0.35884640585334915,-0.29132374572336434,-0.5343809637305043,-0.14228352977589653,-0.10492489398300323,-0.38584664334313756,-0.3421541197081819,-0.2438125537835821
2008-11-30,2.7581450347405903,-0.4528862429605792,-0.038454066707570365,-0.5221008150329433,0.8321457214618353,0.018112775964429822,-0.42064820665518327,0.13373956124640604,0.14345062208398135
2008-12-31,-0.27521893341119646,0.1587109724114691,0.34258036183424373,0.7498246421604086,-0.37588792145499555,-0.22096191079965047,0.4780932182966212,0.2391215018613808,0.1349622979571534
2009-01-31,-0.200091493750535,-0.2736337673653129,0.3008571153414016,-0.13233842738433066,-0.1740497234328198,-0.163670427759831,-0.049865653523230004,0.8333305722600489,-0.11716521375608269
2009-02-28,-0.05302378776581133,-1.6349380014587893,0.05576031476232309,-0.18413179479499753,-0.15845102041092596,-0.14170641574551907,0.08011798794727272,-0.013065710643912369,-0.1291914557241865
2009-03-31,0.3457711810716936,2.039517179204648,0.18764533486220564,0.3394764812282327,0.23007911145526938,0.17118604432160672,0.5967566170183148,-0.1264399676910742,0.16182710230675795
2009-04-30,0.5423809222037974,0.5661065637317708,-0.2722919742641908,0.4493142378185909,0.43660902217283587,0.3607333454081754,0.5363114635683612,-1.0101087577274679,0.27818655386483365
2009-05-31,-0.16066104443296506,0.25488294704267744,-0.109045441336168,-0.17903030213497945,-0.06548291777471499,-0.06620937623730591,-0.19856045560666843,2.0304256831464222,-0.06060829753698834
2009-06-30,-0.04391017547137588,-0.06212351055271152,0.2309181949341501,-0.0775798693072163,-0.03432812959233034,-0.05255506995470731,-0.10643637600389957,0.13228796015569244,-0.028256578203502965
2009-07-31,2.835916220531605,-2.2451202128670533,-1.0623024725106054,-0.043165340945647133,-0.1922028361680373,0.3413447302445861,-0.08307798391604683,0.10962836558205183,0.049692743835766676
2009-08-31,0.3277958091333561,-0.7688474782256431,-16.03664849512117,0.06025068810631154,0.25745963175403364,0.3644188522500637,0.08382262051915945,-0.04905199229743742,-0.11510686289567278
2009-09-30,0.37470610866498527,-13.350978135788262,-1.7828594949824705,-0.1319377175816765,-0.2861624986523664,0.36819852601148434,-0.17688303036871955,0.14292035744774167,-0.09955391700122193
2009-10-31,1.283929223564457,3.044657553853861,1.406133812773831,-0.10926519694346852,-0.13827020430168044,0.1508962488705807,-0.18825203950019453,0.08680100029192767,-0.19614696384986843
2009-11-30,0.05688888888888889,-0.31683854648051757,0.21780534904091417,-0.057658554246580375,0.1671952558594067,-0.02974302538253763,-0.13215509717138416,0.09478660581374425,-0.38113981989214246
