,PER,PBR,PCR,PSR,배당수익률,정상영업이익증가율,순이익증가율,매출액증가율,1주당순이익,부채비율,소형주,외국인 순매수 강도,종목코드,수익률
2009-06-01,32.75834754098361,1.8098491803278687,3.489075409836065,0.23909508196721307,0.4723786885245902,-86.7651428385,1262.60181915,-89.07729208830001,-1252.56,132.09828954,0.07330283872921904,1.2479036610061571,066570,-0.23157894736842105
2010-03-01,46.94613333333334,2.592441269841271,4.999466666666667,0.3421999999999998,0.3286428571428571,-15.0090059385,490.55155338,-15.96217213159999,3367.02,40.05795362099999,0.07323492787771535,0.48646161454413234,066570,0.0873015873015873
2010-09-01,8.776464516129034,1.785606451612903,5.536232258064518,0.3808354838709677,1.6959499999999996,44.9961461145,-14.139482626500001,61.2973270478,9450.3,-10.9162160625,0.07378965509247287,0.3977865792318066,066570,-0.03333333333333333
2010-12-01,7.979200000000002,1.622406349206349,5.032177777777777,0.3461333333333334,1.8477031746031756,-354.38712036000004,-104.07191614050001,-3.82756601072,-9450.3,1.94777072805,0.07359496212731628,-0.6602249430219959,066570,-0.22153209109730848
2011-12-01,10.401777777777777,1.0595650793650793,5.071111111111112,0.24105714285714264,0.30911111111111106,-126.15899436000001,-505.792895475,-11.067014387,-426.36,8.2517454201,0.07529894932122654,-1.1167989515852306,066570,-0.07514450867052024
2012-03-01,10.755733333333332,1.0953396825396824,5.243022222222224,0.2491111111111111,0.29331587301587314,242.93999436000001,606.0258954750001,8.50971438379,-2937.6,-26.290745418,0.07412993951174196,-0.35753745396415904,066570,-0.08804204993429698
2013-09-01,178.00683870967737,1.461677419354839,8.772670967741936,0.3140322580645161,0.2647387096774192,-201.094857915,46.778372508000004,13.332424432500002,882.3000000000001,-7.10735669385,0.07485338945568194,-0.8877645410230783,066570,0.0286493860845839
2016-03-01,26.077333333333343,0.9320126984126983,4.449955555555556,0.18505396825396822,0.8354492063492063,-4.9679190466500005,35.075763618,0.85533820072,699.72,-10.9745290095,0.07587108467266587,0.41034371944186976,066570,-0.17333333333333334
2016-09-01,93.003331147541,1.0440098360655738,5.623868852459019,0.21530163934426227,0.7521573770491806,56.325056004,404.09663332499997,6.67474374783,2612.2200000000003,-2.6211217788,0.07652898024465025,0.1256050669672639,066570,0.1306715063520871
2016-12-01,85.9972129032258,0.965316129032258,5.200232258064517,0.19964838709677407,0.8126822580645161,-54.129138483000006,-136.878805665,-5.950334150780001,-2612.2200000000003,13.376503308,0.07703834498814499,-0.16490740086461603,066570,-0.0897571277719113
2017-03-01,78.45528888888889,0.8814412698412698,4.74417777777778,0.18130793650793642,0.8897984126984128,-36.370361517,-54.231694293000004,5.91823415078,430.44,-13.670503308,0.07583850675867565,1.0740430947076205,066570,-0.31589147286821706
2018-09-01,11.37696,1.5589766666666665,5.6203466666666655,0.3370866666666665,0.4444066666666666,-192.657685815,-337.970968545,15.033209965800001,5662.02,5.958404475450001,0.07464927178769268,-0.7730069700037902,066570,0.10915934755332497
2018-12-01,8.86048524590164,1.213465573770492,4.3769967213114755,0.26230819672131134,0.5676262295081967,-3.02074402455,54.873133917000004,2.90479856284,-5662.02,1.7416613602500006,0.07525618546038307,-0.3539724714138268,066570,0.12376933895921238
2020-12-01,525.607075,1.205075,6.479375000000001,0.27840624999999997,1.0006171875,98.2407854085,934.94851254,34.0641434563,-6126.12,21.03447108,0.07358076738060028,0.4323346423732676,066570,-0.46579804560260585
2022-03-01,12.929066666666664,1.7316031746031746,5.517333333333335,0.4229269841269841,1.024142857142857,6.529398914850001,286.762232715,-26.9377873112,5839.5,-2.72963705069999,0.07191956764884486,-1.004908652868422,066570,0.13620071684587814
2007-09-01,12.998864516129032,1.2460419354838708,4.577187096774193,0.5846709677419354,1.2591483870967748,103.3902239475,103.372503549,106.36304454710002,186.66,19.6263126045,0.13399476660353649,-2.165240346469149,068270,0.12922465208747516
2008-03-01,10.27455483870968,0.9849193548387095,3.6176000000000004,0.4617225806451611,1.6229483870967738,-71.626298667,-70.989426081,-23.4628133351,397.8,42.2841986175,0.1429930538565771,-0.3321354655141379,068270,0.14770797962648557
2008-06-01,6.8992,0.6213377049180329,2.306098360655738,0.2772032786885245,2.294711475409836,-195.29919349500003,-44.62306863,-55.06842751770001,31.62,110.707928625,0.12965966893924527,-0.026067266563297366,068270,-4.901960784313726
2011-12-01,48.17297777777777,7.176273015873018,42.71573333333333,30.58990793650794,0.19803492063492056,8.718345892199999,1.0751844033,6.44384995546,368.22,6.58246679055,0.08070088447544971,-2.799153749031384,068270,0.1842696629213483
2012-03-01,41.1416888888889,6.129819047619048,36.48088888888889,26.124638095238094,0.23268253968253963,3.9551541078000003,-20.12218440749999,-18.3529499576,390.66,1.87003320945,0.08105261466534015,-0.07118584695636004,068270,-0.033566433566433566
2012-09-01,29.153600000000004,5.440380327868852,26.476983606557393,18.471062295081968,0.2922327868852459,19.7665111455,7.220527874700001,23.168644697900003,117.3,-2.46096732104999,0.07990247248059762,0.1306488927477299,068270,0.06666666666666667
2012-12-01,30.837450000000004,5.75581875,28.006125,19.539140624999998,0.27101093750000005,2.67222900525,-6.916491054900001,1.00286236101,224.4,10.820929371,0.08033927715399822,-0.11940240525489045,068270,0.07446808510638298
2013-09-01,21.47437419354839,3.5388580645161287,17.743690322580647,11.269951612903226,0.0874983870967742,31.9993879905,40.247914707,27.961889425799992,371.28000000000003,-8.38384774605,0.0796665068547409,-0.07802687241121532,068270,0.027055150884495317
2007-09-01,23.024670967741933,2.1514064516129032,9.734425806451613,1.2214903225806448,1.9227209677419357,116.171889225,102.63173704350001,93.770325795,656.88,-6.8055466626,0.09750006956550315,-0.10899836026491909,069260,-0.3146067415730337
