,PSR,1주당순이익,부채비율,매출액정상영업이익률,소형주,종목코드,수익률
2015-03-01,0.09124354838709674,-392.15,-30.163398577,0.045433226160000006,0.11672279276551174,001120,-0.28717948717948716
2013-03-01,0.08720000000000001,-4238.9,-16.515472337000002,-0.8845111580399999,0.12231635284665508,001230,0.13732394366197184
2014-03-01,0.1014403225806451,-2212.6,17.345565094,0.13089103092,0.12288401445590737,001230,0.011904761904761904
2015-03-01,0.05608225806451602,-4264.2,-1.2228010938,0.014989163400000002,0.12615646802235847,001230,-0.0415944540727903
2013-03-01,0.45136721311475425,425.49999999999994,43.788185064000004,-3.57747720012,0.11904220723012587,001680,-0.3488372093023256
2014-03-01,0.5311112903225805,3481.0499999999997,-14.052085463,-0.22990102668,0.11678938709583611,001680,-0.088
2015-03-01,0.5864903225806453,2946.2999999999997,-3.4455738876,-0.11766616308,0.11699596749617837,001680,-0.22335766423357664
2013-03-01,0.08862950819672126,223.1,-16.497601705,-0.06232024223999989,0.11322029732780715,001740,0.10508083140877598
2014-03-01,0.06821290322580643,-2632.35,8.910460630500001,0.21176222147998922,0.1127143665027925,001740,-0.27837837837837837
2015-03-01,0.10337419354838703,148.35,1.0339107051,0.08892351288000001,0.11239202920905479,001740,0.07482993197278912
2013-03-01,1.7429278688524594,33167.149999999994,-6.257411917900001,-2.87702836416,0.1034071979036028,001800,0.0
2014-03-01,1.273893548387097,31852.699999999997,1.2381337111000001,-1.12263978348,0.10486769516187008,001800,0.12030075187969924
2015-03-01,1.1543451612903226,35707.5,-6.0223862283,-0.9501722658,0.10359691225401131,001800,-0.158
2013-03-01,0.8921918032786886,52191.6,-7.5233196064,-1.33689461148,0.10920287586898042,002380,-0.011589403973509934
2014-03-01,1.4001225806451616,29091.55,-2.5853720594,-0.7657254734399892,0.10472819461480377,002380,-0.18995633187772926
2015-03-01,1.8245193548387098,38237.5,-0.5135498576,-1.10615778144,0.10410042009765784,002380,-0.05794392523364486
2013-03-01,2.8885000000000005,21951.199999999997,-0.355091347,-2.9739984159600006,0.10801076919157297,002790,0.14683815648445875
2014-03-01,2.1631225806451613,23117.3,2.709325039199987,-1.5841251637200002,0.1066526385259873,002790,-0.09871244635193133
2015-03-01,5.449648387096775,31618.1,1.434448631199987,-2.0489155254,0.09977689789450728,002790,-0.4634146341463415
2014-03-01,0.5826225806451615,5538.4,7.2986826848,-2.35750642992,0.1285587952909552,003090,0.005012531328320802
2015-03-01,0.7327612903225806,3213.1,13.938798210999988,-1.2571310041200001,0.12699049998585257,003090,-0.07344632768361582
2013-03-01,0.2867950819672131,47823.899999999994,31.692423191000003,5.09976168696,0.118985770418358,003240,-0.10392364793213149
2013-03-01,0.27786065573770485,478.4,-10.3741778998,1.7170648995600002,0.12478541343580554,003410,-0.3855633802816901
2014-03-01,0.28568548387096776,577.3,-8.5507739967,0.7956297338399999,0.1245548920527953,003410,-0.2805049088359046
2015-03-01,0.5056193548387097,1507.6499999999999,-8.466210253800002,0.3207746631599892,0.11896545428049578,003410,-0.16906474820143885
2020-06-01,1.9342225806451618,44.849999999999994,114.932129,10.556888244840001,0.11078362183135014,003410,-0.1590909090909091
2013-03-01,0.2632081967213114,4223.95,6.469351707,-1.10723621004,0.10881200107171111,003490,0.12043010752688173
2014-03-01,0.15084193548387093,-4044.5499999999997,-17.248665798,0.27165038904000005,0.1128230253309146,003490,-0.23557692307692307
2015-03-01,0.18793709677419349,-9412.75,204.00664609000003,0.66706517304,0.10911098526989821,003490,-0.0753045404208195
2013-03-01,1.1671934426229509,6088.099999999999,-3.2202256606,-2.3148105253200004,0.09903824300457596,003550,0.025373134328358207
2014-03-01,1.165772580645161,5861.549999999999,0.5551502606000001,0.25280393868,0.09990051052138665,003550,0.07655502392344497
2015-03-01,1.2202725806451613,5524.599999999999,1.4183588874000002,-0.6890614779600001,0.09931590352710105,003550,0.009693053311793215
2013-03-01,0.7254754098360655,3016.45,-11.6973337715,-0.27013748076000005,0.12295149381552867,003670,0.07817109144542773
2014-03-01,0.5982693548387098,11432.15,3.5283790009000002,-0.2532727763999999,0.12290756027228361,003670,-0.03389830508474576
2015-03-01,0.6518903225806453,14140.4,-1.354614793999987,-0.3554297139599892,0.1220224783139808,003670,-0.005
2013-03-01,0.48174426229508205,505.99999999999994,-13.528039135000002,-1.67928529752,0.13905396124802455,003850,-0.34913793103448276
2014-03-01,0.7598354838709678,658.9499999999999,-19.056628422,0.84155784516,0.1349269219841721,003850,-0.12191582002902758
2015-03-01,0.8429919354838712,845.2499999999999,-11.8881386858,0.74520762264,0.13228291807476641,003850,-0.12325285895806862
2015-06-01,0.8494733333333334,793.4999999999999,78.878186998,7.39411891524,0.1294655787408217,003850,-0.5216450216450217
2016-06-01,1.0856400000000002,449.65,89.691068064,5.2468641194400005,0.12730478139094292,003850,-0.19395017793594305
2020-06-01,0.9852193548387097,227.7,93.854893184,10.778826753360002,0.12465747804036892,003850,-0.4845814977973568
2013-03-01,1.3848360655737706,3309.7,-3.9293507591,-2.3114778246000003,0.1162034897112669,004000,0.0967741935483871
2014-03-01,0.9036451612903224,150.64999999999998,0.697628737,-1.43573052744,0.1189829700203745,004000,-0.130635838150289
2015-03-01,0.7049838709677418,2762.2999999999997,-10.785395597599999,1.54202928984,0.12092461746789669,004000,-0.2410179640718563
2016-06-01,0.91669,-3470.7,57.648990893000004,-8.032932006479989,0.12083835948276722,004000,0.22291407222914073
2020-06-01,0.7526274193548388,1944.6499999999999,32.307047851,15.741042498000002,0.12071141502245995,004000,-0.1697792869269949
2013-03-01,0.49550327868852456,3040.6,0.7229637233,-0.5411530090800001,0.10241955379093037,004020,0.09598214285714286
2014-03-01,0.5275951612903226,9421.949999999999,-19.264383034,0.5374711908,0.10156308740622043,004020,0.17801672640382318
2015-03-01,0.4546354838709678,7589.999999999999,-3.3767438627,0.9372100204800001,0.10162062846795225,004020,-0.13178294573643412
2013-03-01,1.971470491803279,18893.35,45.63392181399999,-0.21110496156,0.11230299789317955,004170,-0.029612756264236904
2014-03-01,1.1671790322580649,18427.6,-6.704602664499987,1.79630144748,0.1120292022261025,004170,0.10485436893203884
2015-03-01,0.8593419354838711,18310.3,4.2610893728,1.07045899164,0.11476066292557538,004170,0.07671232876712329
2013-03-01,0.7960573770491801,5163.5,0.3995605783,-1.4334099908400002,0.11441530073376349,004370,-0.14705882352941177
2014-03-01,0.7528032258064519,17578.899999999998,0.6755472190999999,0.4829995072799999,0.11435089688083436,004370,-0.1892430278884462
2015-03-01,0.8313887096774192,12927.15,2.8963623585,-0.26291188332000004,0.11582334826064103,004370,0.02012072434607646
2013-03-01,0.7524573770491804,1867.6,-2.342843763,-0.6821821090799892,0.12453454867752918,004490,-0.0328042328042328
2014-03-01,0.9175338709677417,1515.6999999999998,-0.3111890872999999,-0.25694725824000003,0.12332647754524795,004490,0.08441558441558442
2015-03-01,0.6596258064516128,1919.35,-0.676420442099987,0.9715037097599892,0.12594008936137932,004490,-0.24533001245330013
2015-06-01,0.65618,1524.8999999999999,38.948560157,9.323418674520001,0.12421964824577438,004490,0.23804780876494025
2013-03-01,0.12901311475409835,4230.849999999999,-3.0353845327,-1.26851596236,0.11249411888387535,004800,0.24764468371467024
2014-03-01,0.12587741935483868,-7922.349999999999,-10.760497406099999,-1.1753541720000003,0.11112253989906276,004800,-0.10822510822510822
2015-03-01,0.12113064516129032,9306.949999999999,-35.773843651,0.07206475500000001,0.11071152862202047,004800,-0.29210134128166915
2013-03-01,1.2286622950819672,74867.29999999999,-3.7114909272999874,-2.2825515484800003,0.11128213906878638,004990,-0.1372670807453416
2014-03-01,1.396782258064516,41450.6,3.6463880985999872,-0.7110148928399892,0.1107347605262849,004990,0.024612092027822365
2015-03-01,1.4762467741935485,-2329.8999999999996,1.2804070162,-0.8698669088400001,0.11074343894991356,004990,-0.007909604519774011
2013-03-01,1.0680213114754098,1639.8999999999999,3.3941842207,-3.46263922764,0.12313674795026315,005250,-0.1465798045602606
2014-03-01,0.8173241935483871,1120.1,0.067168799099987,-2.6004040394400003,0.12323489148392802,005250,-0.31020408163265306
2015-03-01,1.2359193548387095,1447.85,-0.037219687699987,-2.2657830256800002,0.11884849673922869,005250,-0.3325242718446602
2013-03-01,1.010126229508197,70316.75,-5.1865801325000005,-0.66580592328,0.11379996042185014,005300,0.01588352084712111
2014-03-01,1.0386645161290322,85526.65,-4.7666258289,-1.2431840828399892,0.11332212635713039,005300,0.01257445400397088
2015-03-01,1.137291935483871,15813.65,9.8271766346,-1.63476194436,0.11224455524852307,005300,-0.16418918918918918
2013-03-01,0.8943360655737704,36242.25,0.1062393865,-1.17506180736,0.08929197813404578,005380,-0.037037037037037035
2014-03-01,0.9097983870967742,36157.149999999994,-5.0244009322,-0.1023119564399891,0.08844086091534596,005380,-0.11804008908685969
2015-03-01,0.6184870967741937,31092.55,6.933896299199988,-0.1933769581199892,0.09011685968444613,005380,0.0029585798816568047
2013-03-01,0.8834360655737705,496.79999999999995,8.389601057500002,0.0186939327599892,0.11508069414371855,005440,0.0029850746268656717
2014-03-01,0.7582532258064516,1197.1499999999999,0.9701816033,-0.9340538565600001,0.11472750629913296,005440,-0.020771513353115726
2015-03-01,0.7303000000000002,1285.6999999999998,1.0922328586,-0.39520566684,0.11418769414329444,005440,-0.0316622691292876
2013-03-01,0.466377049180328,36655.1,-2.4864322587,-0.2855915064,0.09241856592715388,005490,0.0957004160887656
2014-03-01,0.48399516129032266,20020.35,2.0305648636,-0.1384087262399999,0.09349964433482068,005490,0.08074534161490683
2015-03-01,0.46219516129032245,8546.8,1.1999955084,-0.1281533291999892,0.09411707381641035,005490,0.13756613756613756
2014-03-01,0.3936306451612903,2661.1,-12.182709214,-0.28183603968000004,0.12591943420001006,005850,-0.22115384615384615
2015-03-01,0.4512951612903226,3416.6499999999996,-11.137988855499987,0.0122573574,0.1251239899416035,005850,-0.0872093023255814
2013-03-01,0.8194655737704919,35071.549999999996,-1.4371675214000001,-1.5698310937199893,0.11991657878577136,006040,-0.015625
2014-03-01,0.7107854838709675,26213.1,-14.788858175000001,-1.9836313236,0.11889946461116906,006040,-0.08180300500834725
2015-03-01,0.7932387096774192,20739.1,13.530747724,0.07968505032,0.11920265104796224,006040,-0.050473186119873815
2013-03-01,0.25784754098360657,7047.2,3.8183861377999997,-0.7956688730400001,0.10983828585567652,006260,0.07157894736842105
2014-03-01,0.22538387096774196,5094.5,-17.683271307000002,-0.39184080804000004,0.11092695092405867,006260,0.049813200498132
2015-03-01,0.18178387096774196,1862.9999999999998,11.315693841399987,-0.10196830368000001,0.11500140301294867,006260,0.03525046382189239
2013-03-01,2.161952459016394,6100.749999999999,0.111470593,-4.31977443444,0.11591715355333496,006280,-0.13309352517985612
2014-03-01,1.8573951612903226,7060.999999999999,-0.7673958643000001,-2.6845074972,0.11564408811256971,006280,-0.03278688524590164
2015-03-01,1.9226193548387096,8349.0,0.0811085249,-2.050413406559989,0.11467901085475961,006280,-0.3283018867924528
2013-03-01,0.34737049180327856,2372.45,-8.0324886759,-1.6573996159200002,0.11008341888264746,006360,0.07525083612040134
2014-03-01,0.18283870967741941,-19217.649999999998,35.475657477,2.8571588557200003,0.1142578320911218,006360,-0.19407894736842105
2015-03-01,0.17088387096774207,-767.05,25.714212992,0.31483542564,0.11365190455990182,006360,-0.3482142857142857
2014-03-01,1.565556451612903,3400.5499999999997,-2.4779655732,-1.39227225624,0.10251827610521981,006400,-0.022222222222222223
2015-03-01,1.8370016129032258,-1744.55,-2.8939680315,0.9500071867200001,0.100675834127316,006400,-0.16666666666666666
2013-03-01,0.17886721311475412,-1954.9999999999998,4.8437720136,-0.7177331354400001,0.13310958899326825,006650,0.1705989110707804
2014-03-01,0.26388548387096766,8558.3,-0.2385375941,-1.33217368848,0.12741045655177374,006650,0.09681227863046045
2015-03-01,0.27197258064516133,11939.3,-11.917737410800001,0.54896618052,0.12625969949972812,006650,-0.5820029027576198
2020-06-01,0.2872677419354839,-5620.049999999999,21.905152113,-9.95995703735999,0.1224987003885923,006650,-0.25695216907675195
2013-03-01,0.6597180327868853,364.54999999999995,-10.9673900466,-0.7476101539200001,0.11206456285104766,007070,0.00505902192242833
2014-03-01,0.5457032258064515,418.59999999999997,-2.8317464734,-0.14242187232,0.11287041006184256,007070,-0.013157894736842105
2015-03-01,0.44391129032258075,339.25,-3.2155129252999997,-0.07480120932,0.11241424606813509,007070,-0.35496957403651114
2015-06-01,0.47306000000000004,463.45,100.611202276,3.2392286586,0.10941554613317016,007070,-0.3961136023916293
2013-03-01,0.5378524590163933,8497.349999999999,-17.005502202,0.062196921360000004,0.12153243529656231,007310,-0.4772727272727273
2014-03-01,0.7730209677419357,31110.949999999997,-4.1444619502,-0.6717358425600001,0.11694503792759652,007310,0.08220858895705521
2015-03-01,1.1705193548387096,31932.05,-1.7943219801,-0.52254973476,0.11345316395595437,007310,-0.22966014418125644
2013-03-01,1.1786295081967217,476.09999999999997,-5.5857558653,-0.75331086156,0.1136581396082716,008770,-0.26436781609195403
2014-03-01,1.3224161290322582,-42.55,-16.800826328,-1.05207646716,0.10891037132489162,008770,-0.3145038167938931
2015-03-01,1.838759677419355,118.44999999999999,-0.19413766840000002,-0.6327344969999892,0.10701018129425552,008770,-0.03270042194092827
2015-06-01,1.5012933333333331,454.24999999999994,214.83676981000002,4.385467864440001,0.10616261064889741,008770,-0.14124872057318322
2016-06-01,0.9183250000000001,372.59999999999997,292.30510478,2.3445400579199895,0.11039584795116632,008770,-0.04141104294478527
2015-03-01,4.188412903225807,443.9,12.774262550400001,-2.3689798520400003,0.11984908199201819,008930,-1.256578947368421
2020-06-01,2.755941935483871,116.14999999999999,54.219827649,4.31889422688,0.11322815715827732,008930,-0.3058823529411765
2013-03-01,1.3691114754098366,6537.749999999999,-9.8167957251,-0.64175435568,0.10232451914725008,009150,0.019801980198019802
2014-03-01,0.8461564516129032,4895.549999999999,-5.017926400499987,-2.17695117348,0.10498165229498697,009150,0.005738880918220947
2015-03-01,0.5309354838709678,7453.15,-10.2118936647,0.68798617596,0.10481216403628106,009150,-0.3855855855855856
2013-03-01,0.6398836065573772,992.4499999999999,-21.509565792,0.5783346539999892,0.1284272706692201,009240,-0.1771117166212534
2014-03-01,1.428779032258065,3912.2999999999997,-2.2560720858000005,0.20031850151999991,0.11684419793077315,009240,-0.3592233009708738
2015-03-01,3.0992919354838717,5511.95,-29.895699769,0.12605013828,0.10760325792166879,009240,-0.5569620253164557
2013-03-01,3.9216770491803277,-34.5,-55.02911419199999,-3.0855358944,0.13120940362699846,009420,-0.014772727272727272
2014-03-01,2.9240129032258064,-359.95,14.413489454,-4.346982411120001,0.14137690913598341,009420,0.0
2015-03-01,2.4004612903225806,-389.84999999999997,36.297614977,-0.21521985984000003,0.14070840983430907,009420,-0.23728813559322035
2015-06-01,2.45795,9.2,108.699760689,0.54028017036,0.13428338016584124,009420,-2.128898128898129
2016-06-01,9.045728333333333,37.949999999999996,26.730737423,8.47827011772,0.12050608097309168,009420,-0.18309859154929578
2020-06-01,15.311511290322583,87.39999999999999,40.84003479399999,13.892092844399992,0.11661921940143949,009420,-0.24336283185840707
2013-03-01,0.3143131147540983,20496.449999999997,-2.864699189299987,-1.16164149624,0.09634561728718832,009540,0.15090543259557343
2014-03-01,0.3611064516129032,5804.049999999999,7.0727044349,-0.84034806372,0.09626864601152506,009540,0.16765285996055226
2015-03-01,0.16086290322580643,-36856.35,0.6023185441000001,2.32345147032,0.10082425844145271,009540,-0.08928571428571429
2013-03-01,0.426350819672131,240.35,19.100500380000003,-2.3661541357200004,0.11018309765291073,009830,-0.036939313984168866
2014-03-01,0.590709677419355,66.69999999999999,-6.543032931500001,0.15185828916000002,0.10981137520698461,009830,0.08076009501187649
2015-03-01,0.29500322580645166,417.45,-0.9411440558,-0.40809051503999993,0.11242449040114288,009830,-0.28634361233480177
2013-03-01,0.7563885245901638,-3295.8999999999996,9.9393941205,-4.6131677712000005,0.10676399410906295,010060,0.04776119402985075
2014-03-01,1.1889790322580647,-15802.15,1.3754061646000002,-0.82265484276,0.10570899104628818,010060,0.058355437665782495
2015-03-01,0.6322000000000002,-960.2499999999999,0.32656734369998697,0.7422609949200001,0.11248910448960568,010060,-0.34415584415584416
2013-03-01,1.0901786885245903,3934.1499999999996,13.188480279,-1.55409651648,0.11325663171655255,010120,0.125
2014-03-01,0.9697483870967744,4570.099999999999,-12.8501614267,-0.1772159914799892,0.11320924695609685,010120,-0.004484304932735426
2015-03-01,0.8600451612903227,4188.299999999999,9.2501635928,0.55179821268,0.11392444602885926,010120,-0.07952622673434856
2013-03-01,1.6276737704918032,36446.95,-2.8285269064,-0.9894459646800001,0.10237461021226014,010130,0.12839506172839507
2014-03-01,1.1197112903225805,29154.8,-4.788762445999987,-0.2598508576799999,0.10328165270410235,010130,-0.04754358161648178
2015-03-01,1.7285290322580644,32616.3,-3.9618195799,0.54389820708,0.10163895542195561,010130,-0.04562268803945746
2013-03-01,0.5800229508196723,4223.95,18.774135874,-0.13997668104000002,0.10098904909143068,010140,0.09961190168175937
2014-03-01,0.6026645161290325,3351.1,-0.29065858120000004,-2.28566088684,0.10180332259772064,010140,0.16294349540078842
2015-03-01,0.34370161290322576,796.9499999999999,15.951967239,0.6374664014400001,0.10630977090393848,010140,0.08142493638676845
2013-03-01,0.280183606557377,5667.2,-30.212878423000003,-0.8605944630000001,0.11146597232031791,010620,0.09689922480620156
2014-03-01,0.4279129032258064,-13957.55,25.923890447,-1.01108027628,0.10858766731169162,010620,0.12921348314606743
2015-03-01,0.2310096774193548,-37140.399999999994,50.97684801300001,12.445131049200002,0.11593634576305022,010620,-0.1255539143279173
2013-03-01,0.6677590163934425,-309.34999999999997,65.967259579,0.27534572352,0.13513334370935384,010780,-0.15270935960591134
2014-03-01,0.6976000000000001,960.2499999999999,-13.205862943,0.573901956,0.1279103608039745,010780,-0.5111821086261981
2015-03-01,1.925432258064516,2201.1,-0.4932504031,0.2942427221999892,0.11535646217240618,010780,-0.4069097888675624
2013-03-01,0.39919016393442625,-218.49999999999997,-21.350392881999998,-0.63162395568,0.09911421914145792,010950,0.11658767772511848
2014-03-01,0.276191935483871,-272.54999999999995,-18.908634264,-0.8474840233200001,0.1018312795481359,010950,0.1503448275862069
2015-03-01,0.17563064516129032,-2688.7,-26.055600116000004,-0.86927982084,0.10273028877946426,010950,-0.3230452674897119
2015-06-01,0.26486999999999994,2086.1,136.43260033,5.87999541816,0.1014953048196068,010950,-0.013493253373313344
2016-06-01,0.5851483333333334,4280.299999999999,131.61670392000002,15.492510252,0.09998902539923991,010950,0.2171664943123061
2020-06-01,0.3626887096774194,-8699.75,249.88986178000002,-20.926429488,0.10162535837844852,010950,-0.15454545454545454
2013-03-01,0.3904344262295082,-1426.0,20.342729471999988,-0.4562551767599999,0.115540934430806,011070,0.08975834292289989
2014-03-01,0.3364935483870967,886.65,-29.514236024,-0.11652851268000002,0.1138666281362493,011070,-0.2394705174488568
2015-03-01,0.3663806451612903,-277.15,-14.741410983,-0.69448395816,0.11094841209938897,011070,-0.04035874439461883
2015-06-01,0.4280066666666668,1366.1999999999998,187.55349690999998,4.83749134524,0.11129538716695461,011070,0.10666666666666667
2016-06-01,0.3571566666666666,-588.8,155.99029862,0.0365557060799892,0.11356547495873907,011070,-0.0076726342710997444
2020-06-01,0.4368790322580645,3915.7499999999995,196.16924366000003,7.4095630891200015,0.10846163153785086,011070,-0.6082949308755761
2013-03-01,0.4770983606557377,11344.75,-1.9735770275,-1.0347233263200002,0.10153876740698535,011170,0.22957198443579765
2014-03-01,0.45305322580645163,9827.9,-11.3285454893,0.07576038648000001,0.10253401496193101,011170,0.16258351893095768
2015-03-01,0.33737258064516124,5012.849999999999,-11.718631925000002,-0.2538704537999999,0.10368852234512235,011170,-0.2639751552795031
2013-03-01,0.5455360655737705,-7990.2,81.21690890300002,-1.58632867692,0.10981916599873708,011200,0.3908523908523909
2014-03-01,0.21835161290322572,-5183.049999999999,251.12679202,-0.24159336804,0.11240650761147256,011200,0.11587982832618025
2015-03-01,0.22415322580645142,246.1,206.08839589,-0.23170982256000003,0.11372194435433397,011200,0.15514018691588785
2013-03-01,0.7485262295081968,18701.3,0.09845311970000001,-0.17845239815999991,0.10686076184454492,011210,0.026706231454005934
2014-03-01,0.7399693548387097,18657.6,-7.6886211324,0.25897667220000004,0.10646868319221992,011210,0.028409090909090908
2015-03-01,0.7322338709677421,19313.1,5.2992981249,-0.2723102819999892,0.10661929177600608,011210,0.2116991643454039
2015-06-01,0.577155,4624.15,137.46720559,7.0693940916,0.10775237846461254,011210,0.2589928057553957
2016-06-01,0.40239166666666676,2106.7999999999997,144.31043406,4.70076675048,0.11068791184634973,011210,0.13495145631067962
2020-06-01,0.15031451612903224,3311.9999999999995,144.20104777,5.540797581480001,0.1205565709121667,011210,-0.3161904761904762
2013-03-01,0.6432786885245902,5702.849999999999,-20.309378232,-0.39489534827999995,0.1078589229798192,011780,0.23550724637681159
2014-03-01,0.6309693548387098,-786.5999999999999,5.2875701671,-1.2793741506,0.10999995078184095,011780,0.05081081081081081
2015-03-01,0.5476370967741936,4090.5499999999997,-15.170809849,0.33045806735999994,0.11030274155762623,011780,0.027261462205700124
2013-03-01,0.676872131147541,2113.7,7.9087554312,-0.5125679665199999,0.11720903096149536,011790,0.22062350119904076
2014-03-01,0.47555645161290333,1816.9999999999998,3.4827458549000005,-0.16525859868,0.1187686246188199,011790,-0.03685092127303183
2015-03-01,0.4034758064516128,2220.6499999999996,-8.140758684500002,0.0728183012399999,0.11860717818547308,011790,-0.37523809523809526
2013-03-01,1.153970491803279,42824.85,0.5146383073,0.2272922801999892,0.09291312422179789,012330,-0.06956521739130435
2014-03-01,1.0147548387096772,41174.6,2.1809556105999874,0.36207661176,0.09270917501821213,012330,-0.12903225806451613
2015-03-01,0.7498145161290323,41194.149999999994,5.6806088716000005,0.19096428348000002,0.09388813497363507,012330,-0.029227557411273485
2013-03-01,1.1596885245901638,2837.0499999999997,-31.972824194999987,-0.6101537846400001,0.10880787530806395,012450,-0.08045977011494253
2014-03-01,1.1183048387096775,2868.1,-6.058059273499987,-1.71280605888,0.10991643975366067,012450,-0.08022388059701492
