time,open,high,low,close
2007-01-02T09:00:00+09:00,1438.89,1439.71,1345.08,1360.23
2007-02-01T09:00:00+09:00,1367.0699,1471.04,1362.04,1417.34
2007-03-02T09:00:00+09:00,1407.1899,1459.6899,1375.84,1452.55
2007-04-02T09:00:00+09:00,1456.1899,1565.03,1452.5601,1542.24
2007-05-02T09:00:00+09:00,1550.39,1702.01,1546.6,1700.91
2007-06-01T09:00:00+09:00,1712.97,1813.84,1707.75,1743.6
2007-07-02T09:00:00+09:00,1741.41,2015.48,1736.63,1933.27
2007-08-01T09:00:00+09:00,1920.0699,1928.64,1626.87,1873.24
2007-09-03T09:00:00+09:00,1876.92,1952.39,1805.88,1946.48
2007-10-01T09:00:00+09:00,1948.78,2070.8601,1875.23,2064.8501
2007-11-01T09:00:00+09:00,2085.3301,2085.45,1745.26,1906
2007-12-03T09:00:00+09:00,1907.95,1972.37,1808.86,1897.13
2008-01-02T09:00:00+09:00,1891.45,1892.5,1570.87,1624.6801
2008-02-01T09:00:00+09:00,1645.05,1739.6,1619.65,1711.62
2008-03-03T09:00:00+09:00,1676.3,1709.3101,1537.53,1703.99
2008-04-01T09:00:00+09:00,1701.64,1831.84,1694.53,1825.47
2008-05-02T09:00:00+09:00,1851.64,1901.13,1791.4,1852.02
2008-06-02T09:00:00+09:00,1848.3,1853.5,1669.6899,1674.92
2008-07-01T09:00:00+09:00,1675.7,1681.45,1488.75,1594.67
2008-08-01T09:00:00+09:00,1578.55,1597.3101,1466.46,1474.24
2008-09-01T09:00:00+09:00,1453.14,1503.83,1366.88,1448.0601
2008-10-01T09:00:00+09:00,1453.4,1458.6801,892.15997,1113.0601
2008-11-03T09:00:00+09:00,1117.13,1217.8199,914.02002,1076.0699
2008-12-01T09:00:00+09:00,1074,1201.14,997,1124.47
2009-01-02T09:00:00+09:00,1132.87,1228.5601,1085.72,1162.11
2009-02-02T09:00:00+09:00,1145.87,1227.73,1036.67,1063.03
2009-03-02T09:00:00+09:00,1044.28,1256.7,992.69,1206.26
2009-04-01T09:00:00+09:00,1214.0601,1377.8199,1201.71,1369.36
2009-05-04T09:00:00+09:00,1386.02,1436.92,1315.21,1395.89
2009-06-01T09:00:00+09:00,1394.92,1437.76,1350.3101,1390.0699
2009-07-01T09:00:00+09:00,1386.33,1559.0699,1377.6,1557.29
2009-08-03T09:00:00+09:00,1561.9399,1616.29,1530.65,1591.85
2009-09-01T09:00:00+09:00,1592.29,1723.17,1583.11,1673.14
2009-10-01T09:00:00+09:00,1680.46,1685.01,1564.41,1580.6899
2009-11-02T09:00:00+09:00,1543.24,1630.41,1519.4,1555.6
2009-12-01T09:00:00+09:00,1550.35,1695.33,1541.09,1682.77
2010-01-04T09:00:00+09:00,1681.71,1723.22,1595.39,1602.4301
2010-02-01T09:00:00+09:00,1603.87,1631.71,1548.78,1594.58
2010-03-01T09:00:00+09:00,1612.4301,1705.5699,1608.97,1692.85
2010-04-01T09:00:00+09:00,1695.3,1757.76,1695.3,1741.5601
2010-05-03T09:00:00+09:00,1735.6801,1740.15,1532.6801,1641.25
2010-06-01T09:00:00+09:00,1634.55,1741.48,1618.5699,1698.29
2010-07-01T09:00:00+09:00,1687,1778.72,1650.3,1759.33
2010-08-02T09:00:00+09:00,1771.38,1797.42,1716.86,1742.75
2010-09-01T09:00:00+09:00,1751.96,1873.79,1748.3,1872.8101
2010-10-01T09:00:00+09:00,1872.39,1924.61,1837.08,1882.95
2010-11-01T09:00:00+09:00,1889.5699,1976.46,1875.34,1904.63
2010-12-01T09:00:00+09:00,1907.7,2052.97,1904.71,2051
2011-01-03T09:00:00+09:00,2063.6899,2121.0601,2054.8301,2069.73
2011-02-01T09:00:00+09:00,2079.9199,2107.8301,1935.9301,1939.3
2011-03-02T09:00:00+09:00,1922.38,2106.74,1882.09,2106.7
